a: 9158243741150441243, b: 12503863403973988862, c: 7080108442893966956
a: 12917110641143193307, b: 8461823733321447978, c: 10060080324118319619
a: 16332585438935617778, b: 3087677483247024960, c: 14847414715422041240
a: 3698688125896829066, b: 6694426324294350, c: 13253517724190764990
a: 12236039224075351553, b: 4047248371945408748, c: 9743508193282370381
a: 1693557381152011137, b: 1808054509914414252, c: 8594938997620401505
a: 2374573102733003137, b: 3902739424560858747, c: 9602931406222060830
a: 3075739667135867694, b: 15043136173673266191, c: 7222127081981362505
a: 18042567923947569142, b: 14859227321626627145, c: 17257232081322344396
a: 2560920049646872920, b: 6140045430301725680, c: 6153186087722498058
a: 10127544222493543198, b: 8003099606574895315, c: 4011163097119380383
a: 14846685563851944853, b: 8378135526040649282, c: 104126323373322131
a: 12894190371819210425, b: 7475331247330965313, c: 710611765212948250
a: 862622666719405101, b: 12640486114508084221, c: 1736793145427702627
a: 17143538409824131756, b: 6425030303577015359, c: 3672566381700181698
a: 7701434609189375321, b: 14480207805204346600, c: 645481803526886749
a: 13538292781088605621, b: 12188510396592144670, c: 8088056177678404702
a: 613910391112079267, b: 6779211950205864248, c: 10562157707575484950
a: 7441614700754230256, b: 2712736157189858466, c: 18260220990670008926
a: 1878856353863756858, b: 1492701815045169291, c: 15707052070525973934
a: 12752774094266536231, b: 15173079185699098339, c: 4509249300876011273
a: 9441070313856862537, b: 12130618544403780947, c: 424044212562448567
a: 16474620010328454168, b: 11508551297397994015, c: 9324272898081687188
a: 742168594564867256, b: 18343431862985750652, c: 9893156789790469905
a: 13165344884292329673, b: 17871618268869082547, c: 16743565971212942903
a: 11427343433429194797, b: 14050063347069683784, c: 11098436322193955250
a: 15096015247891892365, b: 461437077688046756, c: 3375314357495593003
a: 14241130200151246157, b: 7202080058661162125, c: 4649850586749110390
a: 12796857771002854740, b: 17934655471290107328, c: 3095259194379508814
a: 16044771010995240096, b: 3032295144550816286, c: 2783229843136870108
a: 15545685914731366232, b: 17619233711596610356, c: 2581727346221294231
a: 7923428471781287608, b: 710920614437593464, c: 9589979190084772098
a: 15307085366441873066, b: 64620051986304113, c: 14078495975844467507
a: 7039835547016159582, b: 11761649389443168150, c: 15492082660653570989
a: 15779339769475188841, b: 6232755829097435318, c: 3093289694016849919
a: 9720405003508083758, b: 3835099088813469142, c: 13547271118983447712
a: 8122696126233687303, b: 17988916178787044645, c: 2341096137330737630
a: 13897728823213517202, b: 15977492202668125311, c: 13043985961979582250
a: 16650717920134843445, b: 1934023261387773159, c: 7906956090472584626
a: 13872807725119943692, b: 1829354346334777335, c: 14651662057611445539
a: 16879255502863537637, b: 16301940045208694817, c: 2693160456713097891
a: 8070299510195532426, b: 8914436743917609051, c: 15844464737491268349
a: 6714308441677249686, b: 13865156598614789970, c: 3843097131362262955
a: 17037742198845266176, b: 15202473435578596740, c: 5940556616818318923
a: 9328473493871646713, b: 13750620943388459394, c: 16735197496230287382
a: 5237280051308851426, b: 7664715128868079583, c: 619143396590554198
a: 1015634649742940793, b: 6551274299605186393, c: 1192297242075930992
a: 11473869450243750382, b: 6614574164018262307, c: 1646493003860416914
a: 1631329017484451673, b: 7186120677958019960, c: 17502767864420002177
a: 15216517117293521400, b: 7035995643504496119, c: 5093009840246233990
a: 9667111076025257871, b: 3897156846909060131, c: 12665258774348755423
a: 1060061161658721371, b: 447177980133832268, c: 9225051407176622009
a: 16972668539591777085, b: 9150468606201442539, c: 4735769632241114103
a: 12152867751924057607, b: 9638152614189188365, c: 7914299402526446019
