a: 10725212783546891479, b: 17265536148093053613, c: 10302239835365475522
a: 15864750364229480266, b: 2489612846017657365, c: 7137856247464421757
a: 15858855771283654586, b: 9781637112950847556, c: 729321170759683661
a: 3361078299305177916, b: 14483099211686443946, c: 14793586147394353188
a: 965284768640631646, b: 732802190438394589, c: 336231134108300475
a: 11131768158144431943, b: 5339131577582567327, c: 8683897610730116303
a: 3442556206315969667, b: 14506760524144526689, c: 11758960247600133182
a: 1810411401387816333, b: 1961333018087067119, c: 1238633772821935149
a: 8444596582779421802, b: 7561752981925791102, c: 6232612198841353779
a: 10271998526838559749, b: 2517295613315450794, c: 18277294333343281453
a: 1502292426909313009, b: 11978803850676400760, c: 4152105590430367743
a: 3474946048260945208, b: 7655625763898105466, c: 9601369960617886453
a: 12235261177465984090, b: 6276522988587310799, c: 7184189673824925033
a: 6583891918475860215, b: 1557074809947890109, c: 11013358123360111191
a: 12495226851239468834, b: 1200890011189084200, c: 10761202777813772621
a: 9595926878004117468, b: 16828886255875259950, c: 4301283533012191855
a: 15546562348997902630, b: 6491023190777011821, c: 9685425448312242701
a: 9605137336729203239, b: 886093284445621424, c: 433674605856886302
a: 6718573862810694745, b: 17792795630129328061, c: 70944979776567176
a: 15455201082107375226, b: 16665719892238475060, c: 4736229185037530494
a: 8365461920645949361, b: 11844355371165081152, c: 5129316785295749928
a: 1619256170388754777, b: 16926806027436487698, c: 3782561468402231357
a: 17138191677032613582, b: 11686576132802597908, c: 17496856951529453333
a: 7188476174128712775, b: 251649545923234548, c: 4770473817149221299
a: 3004130670322613237, b: 9309838393814793587, c: 8875840416371389304
a: 11275438035840841878, b: 16204218588104175009, c: 8116220679524054235
a: 18032555848610319832, b: 8952636273296469424, c: 15079095590770113400
a: 13255469264011738661, b: 10118740901507547210, c: 1857249381113399897
a: 7893871156010959695, b: 1344896213338030512, c: 18111131165469219772
a: 6203217521731650996, b: 1072634417852942839, c: 17638872967543427638
a: 3515529904981772694, b: 10218506263648884083, c: 8335588418700907540
a: 13565986713173738488, b: 1493579352995310405, c: 13697870462937642817
a: 6996496138340468275, b: 16209158374566917877, c: 13670086527568964552
a: 17854243348112497126, b: 6379175040288468323, c: 7886299524288759895
a: 5510910523931458299, b: 3174443926149837505, c: 1944911661637887336
a: 14225308223710180967, b: 7734391607534729996, c: 7185728500368559794
a: 8537783763693447749, b: 7161821101121834215, c: 3514311539577266856
a: 8021193922024248698, b: 2239258227088817436, c: 1743585614542101935
a: 3648626031294125630, b: 16776704474256350907, c: 5012646817839248135
a: 16020790753048681516, b: 10837353079576944749, c: 11474710660382251233
a: 8915556612634604447, b: 456382038278288473, c: 5053869755271907981
a: 17539501342427632428, b: 14880372919216625111, c: 5387401404815433466
a: 8498107942223926356, b: 15252444973447151425, c: 2681835914045417705
a: 4612277478257128034, b: 7726587389683363917, c: 11535996970197903057
a: 9133780307566452276, b: 3688625249171538918, c: 10275507489096514053
a: 2095220983065197114, b: 1205977840128169117, c: 18216074847673572491
a: 5907694295682574665, b: 13255929562077594602, c: 14025750127104606462
a: 2269306795504772221, b: 9824213764659773607, c: 8172046372808549578
a: 15006827689580114276, b: 7946026903844221805, c: 1400352460317937558
a: 16561390697071407692, b: 4117422750476042927, c: 14418852976703350265
a: 1041138192376734791, b: 8112856209205512716, c: 5894114097716987664
a: 6538701925736506798, b: 10707195640646119829, c: 8105508292568562739
a: 5190843671492493736, b: 18432408056628517431, c: 3801721900860744995
a: 9028203269815142060, b: 9868831447758771327, c: 1882082653632791194
a: 17695779779153152521, b: 13260624958397934470, c: 6012252223880557435
a: 16950822926695337812, b: 7758806898860917811, c: 12295147152581361293
a: 14002936589023773239, b: 1232673110963326159, c: 15495853185832998612
a: 4746157922170596069, b: 14306420225618277918, c: 11641174055867888694
a: 18101236301344642213, b: 17006801567768326878, c: 2741540706797531098
a: 240337182029703770, b: 2830156691265747298, c: 804876990522351447
a: 14388330764191609139, b: 10049562577981244548, c: 15599073432319689611
a: 16115503780075844715, b: 13064230177906306882, c: 7210106804199440772
a: 623608909479095291, b: 8240118847400522638, c: 3680479650196414022
a: 6805424508762397849, b: 2429721064198016342, c: 10169843610111702475
a: 3223069209116674371, b: 4262466457279486684, c: 3098596262181185007
a: 1402301241932972619, b: 17507670906538671390, c: 15164335529287485771
a: 10386258564659900151, b: 6188903487406967573, c: 17987991228364251529
a: 10493866107915086414, b: 3083461149480242048, c: 2391645304492013714
a: 14420004052940598486, b: 3153431768165913356, c: 9118534157004039652
a: 17978699212391516269, b: 16975558195865440831, c: 13357580125008945165
a: 12281950063749309083, b: 10428702756756489615, c: 484874922399759670
a: 10422657159735206675, b: 15777761624950375705, c: 7843954836130012698
a: 14702050095269338787, b: 14624997220257528092, c: 18195966358317072063
a: 7576167104475198151, b: 767837452227698660, c: 6489277031374260017
a: 8649310741712256964, b: 18193027977131346654, c: 13419630350431770252
a: 2795157430889477744, b: 8177340903676422016, c: 7412094979382955220
a: 1425889402508839420, b: 1316025797451207514, c: 11322520480471990892
a: 5863207796460372336, b: 331808047938371328, c: 7231548311851518304
a: 18370556619797483473, b: 1840849754735095192, c: 11741699846920474474
a: 14518318727961449792, b: 7945887840326361149, c: 16360193294994285297
a: 12767508553842170556, b: 17444456824725826402, c: 7563308881606278340
a: 6747856051950942590, b: 12662714933322677217, c: 8568944029294583929
a: 18352694972251224913, b: 425952943549373920, c: 971542915566776195
a: 9893781156540727128, b: 16511546817495096110, c: 14979870664968818565
a: 10128597258587358262, b: 9355174396712405430, c: 14407511396802662619
a: 16737815465340369497, b: 17322623400287116711, c: 9360963008618286118
a: 9485221437439580093, b: 5892437242074155514, c: 12811481504281653855
a: 345068950198376267, b: 1990906713362267714, c: 16419359404617821069
a: 5334095665226618201, b: 5811874970954205594, c: 1322330759826103207
a: 17763208191395403959, b: 16886772637813229998, c: 13205894886997933363
a: 1876396087186691389, b: 9558238073593064682, c: 3215568480748918962
a: 12469568807014294378, b: 13613074267571464296, c: 13152229863131355449
a: 6346982811139236494, b: 9094270249486825401, c: 2382412228204758864
a: 1198480815378934391, b: 8814243293544351884, c: 5820795765749486323
a: 4560729434849571413, b: 12427881049465506181, c: 7192764467760313015
a: 2359877350579791706, b: 6223925477034279742, c: 11377658355746175374
a: 10488014052413720622, b: 18331549445569192574, c: 10299387876352697551
a: 15755382734759645788, b: 2595582016778120449, c: 10351857389374435073
a: 2548219237064282971, b: 4831990583734309335, c: 8830373390262031474
a: 2382629681550202533, b: 7771282490428106885, c: 8539965198874957954
a: 8925400848121219050, b: 12310787604209286937, c: 2742455499373606830
a: 6697215580763017434, b: 9835518008149520790, c: 5741143967833469004
a: 5124387176999258103, b: 12640419542376321086, c: 2841109367650678650
a: 15768480053709909239, b: 6479625112812194861, c: 16543075447203339119
a: 15632535260565408943, b: 9320477797040888728, c: 16125489221363819140
a: 1794840205689164631, b: 4384890401893596610, c: 14238477367153007203
a: 17465523546519652736, b: 1648494985975434040, c: 6156450924875506167
a: 4975359525041438782, b: 15582194017620849074, c: 5058277891449153796
a: 6010054416776507019, b: 12112831978580644369, c: 10027210912058712985
a: 626326679419998565, b: 8151621512420899480, c: 9001184367886333082
a: 14829864089306276000, b: 369211461286774821, c: 8287553178011405715
a: 5322884372485409707, b: 2733450071689566950, c: 1459363298185201637
a: 11001437029365852019, b: 16063614187300096933, c: 1072353690772757872
a: 9486114320038697655, b: 17329654318055334122, c: 16041448599516498272
a: 7547641906260679079, b: 8764839921151666274, c: 2460099528059724616
a: 7294311931521065496, b: 14499822796974322874, c: 542347309730814622
a: 11154942860402612499, b: 11680075801258782224, c: 6326631980072938105
a: 4121737345522562453, b: 7573499192155872118, c: 12782295915932617084
a: 9111265106643969731, b: 17639905856783974376, c: 4429897685265641090
a: 14335752315176697453, b: 3374698733775734910, c: 14386137494549094284
a: 14757948660343181854, b: 5263668772130575857, c: 3119792505621239499
a: 12764319062508110794, b: 8751829420224222871, c: 14430566804533999146
a: 8567433309978902191, b: 11492019452677772284, c: 7721568021611353298
a: 9733206319169631196, b: 9833407735840510791, c: 9820232073656842062
a: 1710354892346211630, b: 3392376500527738613, c: 1199247913058650274
a: 1998141567040784811, b: 12428403467817014436, c: 9820307704069469264
a: 628150204309438773, b: 9556871154554308963, c: 12955509960419515728
a: 2719493186428597885, b: 8105731665305451851, c: 1471959278823504713
a: 15879794058915232466, b: 2161542520002000647, c: 7939077220117911852
a: 17979861846915217600, b: 3871020120960787602, c: 5167037190267104172
a: 15111034217556356288, b: 3760802723445236826, c: 16670474706316670769
a: 11929027076568908599, b: 9456842402378725834, c: 3453251878380491165
a: 2127704472262914856, b: 5972150375872292953, c: 14124845465103718729
a: 15212781202868184733, b: 13518636701271871154, c: 5495518205116516367
a: 17328230643763970600, b: 9648470745666730658, c: 11105132903204874990
a: 2404996965961081394, b: 14992586326555113858, c: 17966654075741342447
a: 13276417147072736468, b: 4011899640047709383, c: 7170913465959103084
a: 18055036669622818462, b: 1051816613507293253, c: 6173705221788360095
a: 17219255353927153362, b: 14102079305221239355, c: 16161129132001882917
a: 16820824468520208712, b: 3081041056471366786, c: 1024584332108014960
a: 4007828305773741038, b: 3333967045017578040, c: 16593613915403880278
a: 675250112545102286, b: 5735735790082003043, c: 17538760749591247249
a: 18021686444914891475, b: 13704064839451753225, c: 15249387694296656825
a: 43567444860915419, b: 18045587608109875541, c: 7649696890444083419
a: 10753909477141660797, b: 9435756144476232020, c: 10609228550359285426
a: 11019660842476268377, b: 13831747884664192443, c: 10310771027748786630
a: 491644351161097263, b: 9709777855110619534, c: 12099229583586808340
a: 3057958848648361676, b: 1676077764752504533, c: 10048468073212966678
a: 6762199881547323223, b: 3227416231583917442, c: 12528136986055094753
a: 9037868389910203965, b: 17165879683591704510, c: 16546211876985301074
a: 3477053959742574291, b: 10691263935235566895, c: 18348380040061757314
a: 2248812401256430736, b: 3142628011106455670, c: 16587158259074546892
a: 9357819182988333391, b: 10352505378139440059, c: 12036249280818820529
a: 11018928002651404848, b: 783293821932051862, c: 14397846877548274627
a: 12344751379597593890, b: 5755342844236976856, c: 1298223654151776555
a: 17155360998783496004, b: 7705784149179273543, c: 17109630765003882816
a: 3783902537587607778, b: 12768955072661454900, c: 11793148449908268578
a: 8608303013122540169, b: 2311632766781588, c: 16048781207641614093
a: 3637187604869382116, b: 2773742824488282729, c: 2257284527364975062
a: 17530788184520323528, b: 7415070105379273333, c: 10636399837006763312
a: 15313056973755450819, b: 11459016981102873890, c: 13923717558726931125
a: 5875425580197119963, b: 16301095976973601841, c: 16924184175898153035
a: 1161168161823314840, b: 7380778869124240068, c: 14408320621745066523
a: 3764972793840872556, b: 14636604727043156466, c: 9139191065086482921
a: 14196054583840991497, b: 11192270408659678693, c: 12198201789421950978
a: 1646568906311851267, b: 6421325714215982775, c: 7014019164402849436
a: 1159241658082244237, b: 9884226811262464275, c: 11264394641889280543
a: 7635234768827291389, b: 1243708901888924160, c: 5790048868297468307
a: 18000452490182328564, b: 6518987721107909627, c: 12044670161042052884
a: 14709269291616712487, b: 5604410676223479552, c: 195378295397434214
a: 16891295867007098490, b: 14039415110334119999, c: 18261940366576418558
a: 17155370067567209189, b: 4564573992726487624, c: 9885773010882930956
a: 16098916253198858983, b: 8872647824339365863, c: 2101228636447641659
a: 5745888604925286883, b: 542131338525249424, c: 616795759524237062
a: 8614419499396773020, b: 12562451212142370471, c: 6797644504598538371
a: 10945997026349970043, b: 8436396006818147590, c: 529166636436675633
a: 7675551101761403191, b: 7252151880472337748, c: 4365098092670257503
a: 10009925912659776863, b: 6611391100983696720, c: 16084139091933441542
a: 5911632763305190175, b: 7708159296617141000, c: 8162324999482348941
a: 9785858111108440967, b: 17150531045304768575, c: 215576449746862442
a: 2875083512377783925, b: 16517769274842570694, c: 11313141793693943741
a: 18314950148257672427, b: 9288210985799379797, c: 17297261811120608038
a: 5893501657976476780, b: 15381962157105146245, c: 2723169640505572674
a: 1949010992765226874, b: 9904098715189081708, c: 3239997963098317876
a: 8531031303661195842, b: 1163010032385755473, c: 3637637683597465799
a: 11244880073318205559, b: 6481116903916724939, c: 13902267800915353459
a: 3527117701646067562, b: 10783375271321582383, c: 6070416086289665172
a: 12273895440531355804, b: 5472384685715269841, c: 12531789195819827903
a: 10946076834404373786, b: 14539161716950906563, c: 453184340267230991
a: 66510390378598039, b: 7667536027320638895, c: 9677651908480430164
a: 18335473928250940925, b: 16709766327035468395, c: 7686181628697289408
a: 3281004548606752751, b: 1202953475894929932, c: 1484264008807484690
a: 8320795688149854113, b: 7188207883467113641, c: 7360949223808581938
a: 2041842602752329501, b: 2270851604131872291, c: 6888651796545566368
a: 13190790359181865449, b: 16103589856189602421, c: 11146282845838180488
a: 16538513369433894231, b: 6892060822284598463, c: 14524811012288063743
a: 14580048299474151972, b: 3855866435327937726, c: 8888587590155351393
a: 8279201285982013695, b: 11814514543573089717, c: 10571208164985895261
a: 557283558875812532, b: 3645509910732038277, c: 11910474523411729984
a: 9924905398478281501, b: 1903914362130190086, c: 16577277561981721134
a: 13240211882805921475, b: 35010893732253388, c: 2264540544069625437
a: 16182428745864414658, b: 16499221206832249172, c: 5517264920069644525
a: 3396848412731966588, b: 1540237988757641779, c: 11018385023677831036
