a: 6364463140467439246, b: 4109393452409644237, c: 1807184867419680310
a: 10652882614626536513, b: 18402228877728237239, c: 15077668898665015566
a: 4610241318685727757, b: 5044294896984256751, c: 12590066303258354263
a: 4299044336438031229, b: 16533992074513308954, c: 8933976214005185513
a: 615512983189368901, b: 16642534367929056337, c: 4032743206164169109
a: 14706733890196145406, b: 12321172859367418700, c: 9384875802885825321
a: 18029411103611947804, b: 8986128986571267797, c: 13468467484020052835
a: 4878528989129205696, b: 12031433469038022472, c: 4340825665094940387
a: 3167856101460205022, b: 10281365908975523777, c: 145890171162280865
a: 14002821491437269438, b: 5010343336863210603, c: 2107729029891656077
a: 15406301734192993352, b: 4869050835487570014, c: 6582315824319585904
a: 11845480308691158798, b: 17069920157455761400, c: 197171480049076628
a: 6079511499790940264, b: 10160049904749061283, c: 15350483051634001140
a: 12732034500717177716, b: 6189605990500400943, c: 17118211005158771140
a: 11798545509274770423, b: 890145370995688472, c: 8789956901800221673
a: 6542011784014236197, b: 4518975141384707848, c: 8346343335017384113
a: 16517629689781830025, b: 4635815178500354623, c: 9653605427800240996
a: 2206272644361342610, b: 3262194556408386838, c: 17367114712856861063
a: 4004142754028638874, b: 1988036478332460907, c: 15580739060558643898
a: 16368483908484690901, b: 2495124956576884372, c: 2159652745426913273
a: 15619541062280079314, b: 15250160774680546142, c: 12295283240461818587
a: 12625696898860503374, b: 8153610033110340948, c: 10829495495033906535
a: 6125903169228362360, b: 5608091562891036882, c: 13719826386369132113
a: 15548989195813862052, b: 1532779013062857027, c: 7060273153976470787
a: 132636123139440010, b: 5213442895887290883, c: 11901898664304481838
a: 9082583329423584570, b: 1416362180694461765, c: 10620399283801672807
a: 9555171078920476440, b: 12813196601210541025, c: 15522575456461970815
a: 1690421803234890165, b: 12512224608757703195, c: 12826479710753783245
a: 6490647138534480517, b: 6331154562047209092, c: 9952548912908479575
a: 4105509099925456063, b: 11056286215367739819, c: 12193256953377278266
a: 60427473905954022, b: 6153345110519894026, c: 3141967469780888380
a: 16330039497631796157, b: 17974663796429752469, c: 4867860699942414225
a: 2697060344208827294, b: 2469650474833205848, c: 16312577554217160576
a: 17981768440045303329, b: 14603256052177711236, c: 5718953858468591616
a: 1108481163322992729, b: 17237861570519888238, c: 17091013453460663840
a: 4013594271314820425, b: 170097144033122731, c: 4283346481804046849
a: 13928757578234567353, b: 4761649624541990682, c: 16221651569618718442
a: 15298793313963558832, b: 4834486930156006024, c: 7550635808909751787
a: 14586800644513759754, b: 13766432850214479901, c: 2059266927418370941
a: 6309588258437290252, b: 6983714543142111494, c: 4417202768483951704
a: 14853657779661915115, b: 2818615685905491191, c: 5292499526401200428
a: 14764120859952286606, b: 11998551135259720074, c: 11745873262278584988
a: 15598979852402128810, b: 13543239790877407153, c: 12965543638196236221
a: 8473909206980343802, b: 8939347063600771677, c: 10661203875038888924
a: 15404523022636476319, b: 18235955527790279961, c: 6726890911630188457
a: 13255354140078827659, b: 12707114588647213779, c: 616093686937682597
a: 6998069792534617081, b: 16417822739883370877, c: 7573444181429515694
a: 11738213643091803996, b: 932279061013436444, c: 5750465981618577576
a: 12249705968611425664, b: 12417501224555593428, c: 11164561416931409562
a: 18122702382173584758, b: 13070737551626129268, c: 17786346592636512609
a: 6988276632488228323, b: 2704508437700771009, c: 12170876696730049909
a: 2515560628158337050, b: 7567966663154728969, c: 651534543568646056
a: 17059711537202089427, b: 9052721927749992534, c: 15203872695201057631
a: 4105238121996799638, b: 6799461410129746263, c: 7472877562288967055
a: 1157815025089772159, b: 12140968259722428103, c: 15888334755283454104
a: 9478426030872708024, b: 6043513699550018368, c: 13311207399547135034
a: 17237460143047132144, b: 16153604353322421739, c: 798410173855324953
a: 3994117302736272414, b: 7398818679587880750, c: 2668114597714517400
a: 18060025033671224258, b: 4812720743842648243, c: 15010646181460363734
a: 12784765526856663675, b: 12389930489585847023, c: 15195639100530663702
a: 1946522351652949384, b: 12688650961007063489, c: 14731347439658468328
a: 1284873905446590412, b: 10490694599427602954, c: 4761192661844561910
a: 2633673612329126315, b: 527008169262731345, c: 18185093961667382580
a: 10411001512711753472, b: 15026649799235893830, c: 6525626300557075449
a: 11145072563863709285, b: 245893231197284046, c: 795824950904629015
a: 9111267506295762726, b: 680409518505728458, c: 15780854813958827484
a: 4487948736610901869, b: 15431058058935027181, c: 2967358467081619302
a: 13514608906592734410, b: 12955161865382952729, c: 17828177990982536413
a: 11542922441203246357, b: 14347951979538765770, c: 10707187565681877504
a: 10370454516881758287, b: 3287624622213794230, c: 17548405570081014554
a: 6544187101450102146, b: 16348005547516505527, c: 14532576606135233697
a: 8629476854772794586, b: 648154870410753512, c: 16401569903008135397
a: 17248928663717056540, b: 15449331513868644476, c: 3474651756083000367
a: 12863506965105009894, b: 4684912167295185073, c: 11996199744225756103
a: 11099658629957226065, b: 14124099640512578362, c: 16165212578411972027
a: 17237445718364136572, b: 18373008212445052283, c: 2439659660392558604
a: 4452707571631589353, b: 9198076575296432911, c: 9815758784387558599
a: 6363904433420942476, b: 14844158300617496615, c: 13789375313801419382
a: 10415353919031494969, b: 15692550203595798795, c: 14786785908828709581
a: 11913338710948901535, b: 4964966504341586744, c: 8995214855206121993
a: 11637343373435262917, b: 12156238432495866004, c: 13813051726024010408
a: 3627191104763370265, b: 8027186064650454613, c: 2796223960134323874
a: 4417722178149058660, b: 10390074635441584331, c: 6085490319295289755
a: 429103807554479857, b: 2039622056306292241, c: 825005852036917217
a: 17598437501759267675, b: 2249081832147919797, c: 15558060110148894455
a: 13111103947867344461, b: 6558273232370459475, c: 3881998615494681489
a: 13903524180283352154, b: 9416281561164605805, c: 10674488365130998218
a: 18238493697746248720, b: 7708744520519221511, c: 15261186047700982291
a: 15457844626274014344, b: 14859219834967378419, c: 16053565401002950677
a: 4355516941883546699, b: 11585487229198195971, c: 9755811197611351737
a: 13293082692707183809, b: 1764357195866546476, c: 11118588622289544028
a: 13978620398178844650, b: 650007892303850846, c: 2979141259416449801
a: 17248690380217602217, b: 9914022859176861371, c: 6964877124918776149
a: 5102709682523145899, b: 16367618830591222776, c: 16998741083811852295
a: 13909286447644534622, b: 16411926040216648954, c: 1740274147393180301
a: 3856140324917332640, b: 5801094223605027452, c: 15257973395107917714
a: 12028425216080040129, b: 7490033642155115712, c: 6506673473744462891
a: 7019000277873534456, b: 1427381924769390638, c: 14637493406195285328
a: 18177912514454163172, b: 14629019743765736657, c: 1575298638933090717
a: 9926394175731295585, b: 210967135815827568, c: 4761106591022119751
a: 18098731546135002250, b: 1429892368296227686, c: 9894686323557220601
a: 8377599805241435498, b: 12644299406775734810, c: 11920782362460045404
a: 17783690511758021575, b: 4848840062515545989, c: 16357040319638217751
a: 8923448494831227277, b: 5167873672841758101, c: 17706004690784474754
a: 5470734847704246445, b: 11725751353660043325, c: 10631755518567091672
a: 3853941434604549827, b: 17538120478804481192, c: 4709181054672559151
a: 7347353201327316879, b: 9278243528047395706, c: 5354170426165327796
a: 7736644079978802292, b: 10690543386446303317, c: 4669537271637771800
a: 17258340944458923890, b: 6392981682277167940, c: 2425308356293445171
a: 15493348702595945185, b: 10524568752619918337, c: 8199345868579547324
a: 5668878136570336364, b: 973169937266744627, c: 14577601788618667552
a: 6453531345032520506, b: 1587978908911520314, c: 2017200948227157268
a: 5126820997177895357, b: 3769174451497319182, c: 17880186370242108703
a: 5654609136681460820, b: 16480264222068168077, c: 16143979479990010265
a: 927380179837983039, b: 7391626437767107219, c: 10431792296353438102
a: 5256560460147142587, b: 8363640859319246034, c: 5583080511590530008
a: 17681960244414380958, b: 15922885805626629359, c: 5431435161347194280
a: 14648674673445081135, b: 4888733397191595776, c: 10208294946237297309
a: 12318822986001009975, b: 8833802358587757920, c: 3178760442115081109
a: 2519268635344393023, b: 15676541835835948402, c: 11202234884984498618
a: 8835723072803645861, b: 791000409432856027, c: 15993819352371246649
a: 12867075630736960984, b: 3947084785675458921, c: 358309531678294275
a: 4629876256097961879, b: 15098176949451218761, c: 2917484707899696357
a: 6765552999395028125, b: 15490597054912533442, c: 13614806355284309101
a: 7712382933604688407, b: 1146989501180411184, c: 12499753909984132718
a: 9761560967845519096, b: 13200439587056752808, c: 8376228978152203129
a: 5997391218489670421, b: 11702044706413346509, c: 628227258089295127
a: 9013946691877690325, b: 15953214818109497861, c: 512636293265900459
a: 6284809253644663583, b: 902418939833725389, c: 13697319233749996160
a: 3400973386493651058, b: 14584437079296048430, c: 16826178171095099898
a: 910418792312082367, b: 10382789790409982144, c: 4734711489718032381
a: 11875276251529904736, b: 17135840465563697722, c: 1122577649441077900
a: 1285302276881424578, b: 9885395404628320541, c: 10014170591617473069
a: 15284388126133644438, b: 7747265260655251339, c: 3128780328641104361
a: 4127644744225073333, b: 10812069860599563216, c: 5324013024132994906
a: 13732233890507347827, b: 4939949906232142549, c: 1222790571628984011
a: 8155606622763743692, b: 1392275541957149092, c: 8803003111752684883
a: 5026738696406828367, b: 4269195269011080434, c: 17635009609521243553
a: 5053801683875870536, b: 17564705035125569850, c: 17236544665053011485
a: 1063130040575829824, b: 1649189835779346989, c: 6682521932788547535
a: 3373878599236331670, b: 16670964999369544571, c: 14230369548744030869
a: 1881797367738526477, b: 15342671375240718710, c: 2622952987424083789
a: 4641178991198626312, b: 17381761510506909086, c: 5733387410835532278
a: 14898696263722065340, b: 12378831639309527629, c: 6554694662200912612
a: 3164231544146383430, b: 17678519911845086152, c: 6243989231809656762
a: 17932162904386363657, b: 16752109978588759103, c: 6210724243352803325
a: 14250466354862369528, b: 12033865973682526131, c: 17033161632197725764
a: 198263212838967184, b: 5278164007404966372, c: 16350548968791093836
a: 12838197999083338072, b: 13698353098152254122, c: 7513384378423673030
a: 16144139495881833296, b: 2863203936003152438, c: 11104914374140363828
a: 18131991337997561788, b: 10953798370404839406, c: 16676484105252434446
a: 17745344756659625096, b: 4594307230141994541, c: 17186311720426966940
a: 2927467212393852049, b: 1264465103325714425, c: 5476079193992010863
a: 437833518748096295, b: 17417689286317310659, c: 10861678046420855158
a: 1062519592017352393, b: 3138282232190869993, c: 4556697874224272555
a: 17347085600560754301, b: 17893811029420019440, c: 5308191832800735639
a: 17779027577382988657, b: 16985940774547996792, c: 541065583644224731
a: 14754653931849764416, b: 3546733412594653602, c: 1083556239909911815
a: 4698734571717125936, b: 11931509775591778509, c: 14170209505597685053
a: 16198884556577442145, b: 6552323155005356557, c: 12575231680960843269
a: 6374828623837528484, b: 16109347135808641707, c: 14934871504353733011
a: 6304611135443566928, b: 18035502121716235039, c: 511540656301717686
a: 16911060376604172202, b: 17130173300281249191, c: 3621113884198247407
a: 9676981229186614183, b: 18159914147520543056, c: 1726658133926143107
a: 18135694469287258792, b: 10035565316136254797, c: 806286592937841679
a: 10624886149808595596, b: 16251899455419145793, c: 2631916414292348682
a: 17553727540437858212, b: 15250595716440507774, c: 2361771734185735920
a: 16911017515841175389, b: 12170680784843898887, c: 9853760900420958239
a: 2922957203626105013, b: 13203275769538705169, c: 8037057440819775744
a: 3300071594692250245, b: 8442435260576336943, c: 8224839056267695218
a: 1997172222452966407, b: 12311095428348032616, c: 8289910959142306626
a: 3282960648184229090, b: 6800441749045736664, c: 15560312872367773109
a: 6329920463189169765, b: 18434414913243072150, c: 1681184304239336654
a: 10152159966011917393, b: 17331597367662094536, c: 9755824975556237573
a: 8607796160891444718, b: 8287421218557724294, c: 14349912337591721455
a: 1891603423824317408, b: 17917733960477465983, c: 1632478852370672916
a: 3215050580513123571, b: 471063446708724211, c: 15917699067780404419
a: 10919023404736297346, b: 11860588546402100700, c: 3774050776187489004
a: 14408865883187344467, b: 408535043905997230, c: 7254555858398540802
a: 11909600920613852279, b: 3422277325434032070, c: 8698690848699247625
a: 18341305236175632382, b: 16190173612841489195, c: 11970449066515385129
a: 2460660652387510599, b: 5201102153697791399, c: 1952616082584495950
a: 10666653975825390422, b: 1538420931303946496, c: 5639975377120620852
a: 15347199220659464956, b: 2175564526610822992, c: 7975927256119341701
a: 15060754838314050279, b: 4148041083017445844, c: 8384714166070165337
a: 15144406871699515143, b: 17904185615413598153, c: 13687669247800439143
a: 11266432487736083642, b: 17527336017601960608, c: 10263440087972992158
a: 93976790546128575, b: 16564009782761843596, c: 14725416678465023856
a: 7726185568940317275, b: 8555427751640831845, c: 14751139635495108711
a: 688223608737294842, b: 3760381533707294671, c: 4562507905765539449
a: 3745262185153772425, b: 9466777166379985067, c: 8218092854657094349
