a: 3879040128907814574, b: 971462528388705796, c: 9585658747170116337
a: 4251531639253476380, b: 12845906657086776062, c: 2766605126765684219
a: 3080453535205730006, b: 11779885455934152780, c: 16432810803325068199
a: 9232057798075879037, b: 8200910362284503005, c: 11596634160119256304
a: 3289647800498683539, b: 10584244665962800892, c: 11104129528896138182
a: 16579791694474704055, b: 12814687891792939358, c: 4351541500447115282
a: 12838949521101137832, b: 16253000307696727667, c: 12439864598324600517
a: 17481859308121639624, b: 5897721455428038958, c: 12341633699070309271
a: 11393343513305292763, b: 2569992884458663739, c: 900983282377910778
a: 15291037786554637748, b: 12289326010719475679, c: 10449882904796509441
a: 12896494972454366638, b: 10092878905972782686, c: 11846533566180793822
a: 14071292995322839614, b: 7412321311710439166, c: 17474215750448980802
a: 12730855244616519383, b: 9355802303970314669, c: 1179965303022577452
a: 5288327841103102735, b: 3659431756876264870, c: 7443276707045803992
a: 2126291807652588925, b: 14900380591023088751, c: 11944132933033044317
a: 9155750982333950783, b: 5292821901235484719, c: 9356505259619204279
a: 4610915376709195866, b: 6462694561553184420, c: 8452166931809855367
a: 11914241187594443825, b: 6357240859065287589, c: 2662369844023755034
a: 4434004270815358158, b: 10935513497800712574, c: 14093459574141680369
a: 8015580075678365579, b: 5942573580894362936, c: 11794907045223141997
a: 11712852089394685491, b: 15128223118654628022, c: 18331725559633295894
a: 14155486023315029051, b: 9264814085496148517, c: 4446840380710347782
a: 4441145161435209130, b: 4800443404350258680, c: 12533879951203237944
a: 14118656553470823657, b: 16103372932034517866, c: 4384777805386105520
a: 12417457262051790342, b: 1794909529437769765, c: 12033931910592384862
a: 7411639383711844924, b: 7219254121487907140, c: 8968109992998447216
a: 5069763705875295763, b: 3226154716743574852, c: 3608989998029782229
a: 7147818715704516688, b: 5402431825636763445, c: 7657991675879263128
a: 10709592644232545876, b: 15990098764003235135, c: 2741625948111740680
a: 15712130293757393656, b: 16463733545316218229, c: 9615147614362402231
a: 16174875770210966308, b: 14823402059449456367, c: 9087805627242685242
a: 9591873428802537707, b: 17501207237110157078, c: 6606394402367453625
a: 5424338854935007332, b: 2942044785137325154, c: 12056765708927518467
a: 12027271744851928997, b: 4122244142557966198, c: 17928334236920425681
a: 1993346316739513250, b: 8149837105924344354, c: 759286227604811797
a: 9895689528183081724, b: 14049927955009644851, c: 15036018205320442421
a: 3456530736874225961, b: 2753132752475018598, c: 9179685002257132293
a: 12931153678923673233, b: 7019432568857125764, c: 4705354019430308983
a: 2267194589824637505, b: 11380311612411625360, c: 14842667220541377056
a: 10029305972246206878, b: 2105646836478689366, c: 6916880797648592259
a: 652225827234874178, b: 1846765515888936144, c: 7922200127510450396
a: 15545840508486197515, b: 1222052885803569783, c: 13666059800040892037
a: 13103939325895956620, b: 6080784274309455754, c: 11692555206526392334
a: 8456552164674249142, b: 17808406051826631820, c: 7930498130459617954
a: 5119800299250819864, b: 16931387746707501380, c: 7074346185500441336
a: 5486134027297772080, b: 10831795771105821062, c: 18032360654372544495
a: 8078567632232204505, b: 12316367364300433486, c: 4310579386706552830
a: 10397656024523245281, b: 15194989387083219019, c: 14208427239447215289
a: 5269245037329968009, b: 15630788754825886660, c: 15893529309420776226
a: 1413697051922596697, b: 8542912832101134036, c: 17046299328506334450
a: 11994145350608133978, b: 1442376607123731326, c: 6829794241480540158
a: 17426690120261301449, b: 9705907374320721684, c: 5078431141072565187
a: 7568392059956524076, b: 8564503802440948792, c: 4104277597973631574
a: 15942074219965461076, b: 16444195631374257041, c: 12950942890202289497
a: 1515027635553596144, b: 850246709936992880, c: 14782468956638584827
a: 3738987937395894327, b: 9322171769954942495, c: 6092380208016981707
a: 11349090972975744678, b: 17971771930642475682, c: 5190675937841863950
a: 4867185705045630379, b: 10964145993551908463, c: 5194346033916598177
a: 4450211242804547221, b: 4282868214129606226, c: 9666817587217974737
a: 12270041976147198665, b: 3443033626038469700, c: 2476653602691737930
a: 10507965856672687708, b: 17257402265653761625, c: 4032567510507508488
a: 7214851378140703520, b: 10472972856822422721, c: 11560797237553321767
a: 9997658041233294927, b: 4665805480582292487, c: 6964165466850250027
a: 1813447090234145765, b: 11240027179672229705, c: 14319879407801908347
a: 13864228794790705159, b: 4363353887125951974, c: 2156006352680386350
a: 17988788741270425664, b: 11551320067044558724, c: 83036912745307434
a: 7890989472120621209, b: 4776116789206810434, c: 7472510693115642494
a: 2903750457574169187, b: 4726705035975047885, c: 780983910170887810
a: 18018902027331750420, b: 1987516224488349026, c: 790497333502874748
a: 16464786564027113200, b: 13830547656898466739, c: 14318396545333472722
a: 8472528889061949880, b: 15717999222866740947, c: 1216199356033568827
a: 10668248333373724015, b: 11374902578912575743, c: 1249289333187597560
a: 8656063251480813035, b: 16574203310913933005, c: 5705420743074411054
