a: 4035854132613426346, b: 4354651454677354639, c: 14499207475337764889
a: 13058112151651109135, b: 16356757426885761620, c: 13709401082939388480
a: 5570274691187200706, b: 12426380157326533722, c: 17027526566204133484
a: 9220327238954616008, b: 6154671543395663545, c: 12854012900825114454
a: 10191804989336695984, b: 7173389583271812040, c: 12574693741896472195
a: 11432353666637254552, b: 10626482927278002974, c: 11318168440269034509
a: 13653957602103092536, b: 16359061574850947102, c: 11717884301337561787
a: 7511102917715407119, b: 14467845779415412330, c: 1407291106086036641
a: 5282028807826485310, b: 6027373457030571234, c: 3945432430769931299
a: 16026793318404282615, b: 11406152109446677030, c: 10890227950741419907
a: 8874343567805149553, b: 165583232526520969, c: 18374978544092038455
a: 5470388978154039978, b: 5520371049710931973, c: 742044351160998647
a: 16444404394297324865, b: 16513544715050179246, c: 9143309856900800193
a: 12565540494802335342, b: 16472131755477220645, c: 7565255698635053510
a: 12608048890182734044, b: 15133468449470948344, c: 17281405383344551303
a: 17872113556272288209, b: 7197956179631512814, c: 2814319437459815324
a: 7594214320084459193, b: 4790476484004475760, c: 4995298500977358898
a: 10955543225237460816, b: 15464908588401840747, c: 7499766865553383272
a: 8892876013263439942, b: 9507200245752248318, c: 13872474869746262797
a: 8084344390068257253, b: 9086749776864527488, c: 7137983546482346605
a: 128522536959742346, b: 6935174418150888465, c: 5109252778341224667
a: 11640962128289906983, b: 16089963896155405303, c: 10850356670990367478
a: 9691167739428173899, b: 525410753622652636, c: 17020733004998189741
a: 15660386567667005256, b: 7482677455848385251, c: 3113313862715530460
a: 6709163213281159883, b: 13104384906489715750, c: 6104327061286456024
a: 532243461615035170, b: 3883500911668385853, c: 17059240646276941166
a: 14768098404259340560, b: 3625093357183053122, c: 12565592909964271148
a: 13882096385773228479, b: 8201473031298395591, c: 18292876528998435593
a: 3073283984415316930, b: 697087132234133088, c: 9643286286610946542
a: 7530647028708475058, b: 10358724259786448919, c: 3102775000824950884
a: 17384127690940688524, b: 5266669056235258053, c: 1437617323890312659
a: 2828559287882307213, b: 3718948228768200469, c: 9195859552755322756
a: 18282589853882093571, b: 14652913939328672296, c: 10383644097561137256
a: 9667396287579643553, b: 10564974711149238973, c: 5606089856617873393
a: 8937147086596643666, b: 8771880265102007035, c: 14613944863354789328
a: 4972663350711549762, b: 14551818762142235344, c: 14250215234827619291
a: 265393195102065471, b: 543171847792886455, c: 14740617271261829012
a: 13142306568574917385, b: 14391683371118837872, c: 3618771763229029754
a: 3287836969746349222, b: 8329219771007879361, c: 9680151110633231724
a: 4778126120585777199, b: 6462164670603134362, c: 8107248497794712434
a: 11688692574464789969, b: 8332167044831690519, c: 2020440431526250828
a: 4581495458709326866, b: 3096681109106214654, c: 2014262809035310770
a: 11676526016752483859, b: 2899532024048347443, c: 10936618424659871532
a: 14769947580329211807, b: 5554622860332987352, c: 43642547592529125
a: 12459679063917823477, b: 2842260629307227836, c: 12843961897402395000
a: 10670495465681792097, b: 158654064576369588, c: 7715780873582281102
a: 9593584899696417999, b: 2690773044891104461, c: 9686976885672459069
a: 11150750345353366187, b: 6572667037877407629, c: 14576288591402145115
a: 6696571609949122065, b: 9031121754261583509, c: 18283512030898706595
a: 15117111085315247131, b: 11582412283951559141, c: 12696334653440437482
a: 1426576457393573619, b: 4327568576291209381, c: 10567542752595919269
a: 14376469573964372696, b: 10133962772940555737, c: 12023611244957019836
a: 18118103475217945472, b: 4900146284676376955, c: 16613588128633602915
a: 11068024634929980362, b: 607691652143099224, c: 8585224460973655045
a: 3000784986878250306, b: 1895273570940893906, c: 236739008317682000
a: 13950800029326602851, b: 7020667707036083002, c: 5073408248051376604
a: 1368239170395737179, b: 13848230919941591837, c: 9130061157964931815
a: 6023628019634671760, b: 14240683572722397086, c: 18029429905890956947
a: 5537018492839630228, b: 12973500063783342010, c: 4908954369240169638
a: 16202740396176822307, b: 13541089793241923408, c: 17187382579674831418
a: 2891716961134582550, b: 17821034805797603273, c: 13001771970964550476
a: 12397592979558479888, b: 10150432406360213170, c: 11501671550941804309
a: 15015766289942919642, b: 18192138655451412237, c: 11267499950201407734
a: 12674912803071885664, b: 11591862805553594249, c: 7910594584433289471
a: 15556126314165516200, b: 14728046984786908533, c: 11181353691467213117
a: 16640010429706941305, b: 17719314330018612987, c: 8102937277451766088
a: 1128261728524980774, b: 7948800667711941892, c: 1084655304145476843
a: 9097655453367821187, b: 9808300189411756324, c: 10029676084945075105
a: 12609051041419096811, b: 10636457164510679764, c: 12301243339090782070
a: 15502578372953325846, b: 6400420672344752501, c: 1898803806637553002
a: 5338591921575586404, b: 417292705918305358, c: 2831704269605555156
a: 12595106278622066748, b: 7679447190329199258, c: 15967532909469704664
a: 14672343657517126897, b: 17552344127566239942, c: 5290256569103641725
a: 16620047102673999294, b: 11821587853176887495, c: 13433336537078403659
a: 15902613898168466586, b: 16309672112022473948, c: 7938648852739293578
a: 3831530088310802544, b: 16547017978539079573, c: 4985714353703983645
a: 2788320565009828932, b: 10962260102427142463, c: 12683616836189511560
a: 15846196026827149612, b: 2760741994796513535, c: 4555322306169322640
a: 1633008480072074371, b: 11850811969627861844, c: 18431546233885636068
a: 8412014717441534185, b: 11558065145660372199, c: 7047281975952366246
a: 15237516013822899685, b: 2576426116775055208, c: 9417211718946366971
a: 4274266973984126765, b: 18254755288159867775, c: 5117795143882748361
a: 3913963453984629393, b: 2736975045961964248, c: 3240070498283799957
a: 9467593944555630726, b: 14746200741738272766, c: 5507015782844781768
a: 17439659054227166908, b: 12947539270088388393, c: 12814036422609693853
a: 6214673214407396617, b: 13026281062291016542, c: 8384087831587533167
a: 12186130128523637745, b: 15371480018667968046, c: 10260594607077698542
a: 9300701449519803424, b: 13615665301950043516, c: 14632494480850992060
a: 5469836379832782030, b: 1024795578129126558, c: 9878900686044485019
