a: 3559808496244901123, b: 16719961987979676799, c: 5744814995811848852
a: 1003052518852703788, b: 9915844541040448842, c: 15669658343374915478
a: 9241296304654078407, b: 2293723802818365012, c: 16472417340793131077
a: 15028036378366214725, b: 10884033119536979189, c: 11166988832399021523
a: 11672244842120052550, b: 14493401197040840591, c: 7312784566254122585
a: 4363644641574197464, b: 14190404428117188547, c: 5319490186066898010
a: 18020263401351926820, b: 13591154517842450074, c: 4499162877947684004
a: 18343863893641743920, b: 7845108403218097654, c: 14865183100621431614
a: 6581409424911321943, b: 5894984435915391529, c: 18042554353893450826
a: 11724206757866146431, b: 10564627270660618545, c: 14488906630456523226
a: 2617200604658659881, b: 5325610883275924383, c: 4604609085820019988
a: 1955263258909917624, b: 7578109964448114257, c: 9078652711092976441
a: 13289404232105946808, b: 5742511675835722156, c: 3129561059670373541
a: 9338680807643189463, b: 10959434248495229642, c: 3430270910448683009
a: 15013352330706123903, b: 15416224595568569492, c: 10275444113270457114
a: 3857675390695858897, b: 10435490328829340092, c: 13791286170991979999
a: 4063295112660979330, b: 17522099882457965162, c: 7525988135851879041
a: 3047726376119741602, b: 8624352511781825298, c: 17780625123219610947
a: 6305937962202908651, b: 8269480110168540227, c: 5439241350548631823
a: 7192749809980656667, b: 13711780003467272012, c: 1356113132013746733
a: 12647638248325172986, b: 9036282107006519721, c: 17919921140048847484
a: 13025106790175452165, b: 15372548265429759874, c: 10958847114858442937
a: 16494455219523987763, b: 8221506152910373543, c: 8130074999863882836
a: 3670636757488301854, b: 4334972560138531390, c: 16293918094321599789
a: 1313493876088021487, b: 13625114517407410806, c: 11426881638274874204
a: 15965656339831284467, b: 12253539671406048824, c: 12795997907487623041
a: 14980351153943326576, b: 17039861071112418738, c: 7948071753946926412
a: 7700123405397077717, b: 12079438214151361887, c: 14521855441197707656
a: 13202581606490246154, b: 8457228770261489992, c: 13602307172649345584
a: 8324236460877112492, b: 15271524799472460687, c: 17872005622678949031
a: 11089628507483123446, b: 15083309324434050791, c: 7104561318403378307
a: 11281721185208328131, b: 7072466083602370342, c: 16903920263547354073
a: 5615670115840304743, b: 15833219459958852632, c: 1782335916363170407
a: 13099944879095477742, b: 11592512613461402294, c: 16435342218739588323
a: 5212182046217969005, b: 852775588394112914, c: 2329350281965848042
a: 8796957674979219971, b: 1802030203808945979, c: 7079657828233116210
a: 1606830060431009340, b: 11296471381587370274, c: 96475389366183552
a: 4748350475199469401, b: 2342172387880442674, c: 15687465712636674449
a: 10179667641885447249, b: 4514875846730686201, c: 16961260048756246960
a: 2286033245760990396, b: 17623680831938646600, c: 6226266346454101732
a: 3715750904486119566, b: 6540479429686926916, c: 12429355262490893854
a: 9026617110024602317, b: 6352200690760105051, c: 7933053357096982786
a: 17177175431307439668, b: 4491239299988346496, c: 14127116110894896607
a: 4914322836518598198, b: 12634325724886478499, c: 14603059836942146128
a: 9054372227169628109, b: 11014600009920537779, c: 18131329241545324374
a: 13685959617858664076, b: 16804765131564877122, c: 13101835196156002762
a: 7681936249565639468, b: 18431751204385098727, c: 14089137530883750423
a: 12957423503928246196, b: 14815935076531138310, c: 17044536894456125805
a: 5022452969722901666, b: 15568491372573049219, c: 5330931038303929966
a: 8372678912582078773, b: 102929173191154311, c: 11458075169652995240
a: 15606507506962715776, b: 6535420814951829036, c: 4902312308138250715
a: 12182829470732160294, b: 2543348725930327213, c: 15553298353648221643
a: 1239131505454715741, b: 9492367349931455252, c: 13574206111976139818
a: 11186992086743017061, b: 8508168367481452535, c: 6831541875902212423
a: 4267972519709035017, b: 2824059679575766639, c: 8387177538196679267
a: 2396173286022024989, b: 14009037431069713045, c: 9863368509617094710
a: 17705298392156327326, b: 12022076985222108680, c: 5658264518831800420
a: 630153912378840034, b: 17846147307505221981, c: 1653310236428047976
a: 6147532639458718513, b: 12139616102623601565, c: 11593725537376496631
a: 3681752411459751620, b: 6761926595535303402, c: 16023380250745728411
a: 15977896097808617490, b: 3306712648459098377, c: 12718737654098957205
a: 9925230240743778540, b: 10885494174168279537, c: 1923292744409469033
a: 17613211115677589063, b: 11315477998899664190, c: 10749714352018541684
a: 16973927593025305046, b: 4830616507319989230, c: 7866853733515514001
a: 12537533122534439483, b: 2825601416077039942, c: 7111170672354333174
a: 1651912923298523156, b: 16550123715601994226, c: 13983467265594275379
a: 12238955557495916056, b: 16225177412332785818, c: 10868102571727584583
a: 3831217310642756846, b: 14400084819312723533, c: 2315232574554410975
a: 18146958723410185324, b: 1626863748942376074, c: 12887555345944560664
a: 2773189556596156998, b: 3189735569221697584, c: 11100388579909069207
a: 8779021553875574814, b: 1927941519141729933, c: 3315832359930239289
a: 4265068447908561716, b: 6742090792795214797, c: 8978480693028187401
a: 8477110707596121989, b: 14018924264420013443, c: 18324881236462552378
a: 12504176756625805493, b: 9298406908217366288, c: 4237291869124378312
a: 16308476461158325152, b: 712226348965690560, c: 7101334085202219955
a: 13450151645512187449, b: 8763766349434041153, c: 13944237432577745465
a: 10237197351539942940, b: 17540744129100930821, c: 3438550952237552866
a: 16282461985968956221, b: 296561444509411984, c: 10907466982264954485
a: 2831553917805969828, b: 17415310512951043586, c: 3332531875406611819
a: 10418499980968892454, b: 6640539254072176226, c: 8428277054181815523
a: 8174842271743074667, b: 16263661935689731127, c: 4917352751258193474
a: 9830259420866016176, b: 2664067925110486427, c: 9133227209993356815
a: 7409610195902003115, b: 2423608002710811744, c: 7772510057300257780
a: 1447629724440573158, b: 1381718842822060734, c: 2968130616856218185
a: 467066315634769597, b: 5864330666814622968, c: 1196805549044114173
a: 16953523464103202480, b: 17425080261231134420, c: 5236650420350529152
a: 13688895257940959458, b: 13180819835531991153, c: 16995703446488976782
a: 16726180405500662528, b: 6699924395713596956, c: 7364968756516423074
a: 758643305923897850, b: 7790666757420147084, c: 6599765380902063267
a: 17599169855122260381, b: 6507406430139876191, c: 7277264402586352582
a: 2501174385007169767, b: 1902567649672632946, c: 13023592554952414153
a: 9811798225034020906, b: 12433291691548388195, c: 7095323590809027253
a: 17076327807292038473, b: 10077008250280228261, c: 14260773559865723221
a: 14979475315733862160, b: 14658712866626829792, c: 17989195549424161339
a: 12945396909315331258, b: 4115952591848909900, c: 18151615576713491718
a: 17972658823191721688, b: 1902450008965278536, c: 12066047106408915153
a: 5110958250092622286, b: 15575440472476745510, c: 2268646675883664408
a: 10435609879948173400, b: 5120203027053165805, c: 5467791459493294620
a: 15444025697026843498, b: 1851336562293531840, c: 6723473347318421325
a: 15135998977039876005, b: 16647362838189414905, c: 8623897546827201181
a: 3903688209364222591, b: 10496437661268874686, c: 7384043533844634590
a: 14647218751270520483, b: 17543900631837019149, c: 13577080176466920773
a: 13435631360242638013, b: 16423594060040412003, c: 11290897703893154995
a: 9344088859491707345, b: 5723819301322467366, c: 3038929303721189328
a: 10153905872691369962, b: 4556295912155392700, c: 18167685803736235119
a: 6112139460062450922, b: 2538003760274521353, c: 18195003457544512559
a: 8495768527990117213, b: 6329690436493721464, c: 3171277776994677040
a: 5758077446262668525, b: 2154515677995784872, c: 17111681310330716012
a: 10650667770260922484, b: 11918428127269131866, c: 8100294248938424186
a: 17812129286705269655, b: 213146879171893034, c: 17802123124572024055
a: 1474827537744789894, b: 17506076726059831248, c: 18014396447013415571
a: 16393867737385345864, b: 6231111570380286134, c: 7255018090472713745
a: 3331375604536405974, b: 3129362566597962350, c: 6560061324408978472
a: 16403297090215992297, b: 13551047999759605051, c: 9708037574425274280
a: 8396116908323386957, b: 5197858804891325071, c: 16105544148810718674
a: 16541450739272507934, b: 7087045323039688003, c: 3409075697726657548
a: 9972003385460413680, b: 5393166006861325383, c: 6110924447067115045
a: 3086817924510887765, b: 7015429378862049121, c: 2370214192579877934
a: 9329012264193121258, b: 4403886410512406081, c: 231980293186879332
a: 8187493948944025403, b: 1215605539402118404, c: 12291490675306940549
a: 4024574168883187956, b: 12942593147612475380, c: 13259840316246947270
