a: 185730196465038527, b: 7803022939015524509, c: 15436531718264391626
a: 14112296748016977702, b: 13054085320029578231, c: 11224453025781659610
a: 689006151558845957, b: 7024566002376461637, c: 4438545062622640035
a: 9724936473551466679, b: 11046958855202923014, c: 11593328256595915847
a: 16718859105263018000, b: 16777401265909892253, c: 9420743263150481845
a: 15714014628711513985, b: 10994084125974636562, c: 1558846334837682363
a: 13643567460890556654, b: 13862916903972215836, c: 8508262720408397039
a: 3234423256584059923, b: 18113673579488975413, c: 18297103365635002844
a: 5436672708562095269, b: 9363146730140352241, c: 3593415763444556067
a: 9269758312143576353, b: 11216974959858612035, c: 9009036641063403197
a: 5994094301308211190, b: 1704750379786765051, c: 8356472636694511527
a: 4136694947820807749, b: 17791494148153044260, c: 13481738626135148955
a: 4545721754102805101, b: 3046428094793343909, c: 18419905877504670231
a: 4805118001668967167, b: 3352368821547399442, c: 9847824393587538122
a: 12892067728612062739, b: 15658875214778867893, c: 12504792156606885084
a: 9082516808811727892, b: 6861303068150225534, c: 10760034632680334660
a: 6777884369904071461, b: 8886181059142578643, c: 9041315086736721779
a: 7209437365588535782, b: 6064160995181812577, c: 1589227646266100760
a: 7412044694612267370, b: 6962725592252631688, c: 4816014343197263011
a: 15364341674872488181, b: 13731334358170884953, c: 16802159704816646720
a: 4535351397540207842, b: 10379552692081226624, c: 11515481441673043842
a: 11129580415660397219, b: 13491136544785526494, c: 13938797742357241016
a: 14765558654579250372, b: 9434824092979390942, c: 17166987810009458994
a: 16665428392866052051, b: 1101835326125330254, c: 2876452121740786719
a: 274732402561727029, b: 11977769298224449409, c: 3725166006177988355
a: 18311744565839712489, b: 8923769187203431075, c: 11754822431096093619
a: 16943072991749403471, b: 6575574760477662587, c: 3639150100106539009
a: 18032219862300370887, b: 13800308540566713363, c: 6201662874486168899
a: 8923806277575301337, b: 2420256099763942927, c: 2945505217970789764
a: 18346755791900116925, b: 15600173572557310075, c: 9212893547351807025
a: 15771935963411363427, b: 10230464230767294977, c: 4642469015691093389
a: 3668653948518638640, b: 7408117383710510768, c: 2529553297494339298
a: 480627070621314002, b: 17549521403350936109, c: 77730474766043922
a: 8060627041886289401, b: 1436760594926309074, c: 11358936866955402138
a: 11542961298771672574, b: 13614911641199592901, c: 11914814250206014337
a: 5723211208384757418, b: 240677730878028848, c: 1030766017573026093
a: 14091023859038698732, b: 1349161363119703090, c: 9676197991013903367
a: 4428991776009865850, b: 4042912501356419097, c: 2879305211540928654
a: 16279375577500004421, b: 17750714598390634638, c: 16528229985094455238
a: 17609440902788844899, b: 13523810105004057394, c: 5311019414162172308
a: 2840360309408818070, b: 7982429606159812413, c: 13517509845962686095
a: 8605129971338378378, b: 4562515858561562277, c: 5320614692654739427
a: 5964890350622189675, b: 13657977228240764491, c: 9484980671039701335
a: 17929330680415694982, b: 8439594574727381202, c: 17900766410303876695
a: 11311414996418386563, b: 599289034703060193, c: 5711748868119081166
a: 348383203043486778, b: 4723750962607573081, c: 5216153092140207257
a: 14019913655905913771, b: 9133240886916236948, c: 12702430377050798092
a: 17301084419808578807, b: 7363083901681952537, c: 13222836425591411057
a: 9937861432713398684, b: 11582498748341948025, c: 17469342757399420126
a: 18300763699013740575, b: 15948876492433082857, c: 17376571434580309476
a: 2827091756880824594, b: 16759990687882359745, c: 7426486376429931185
a: 12938029970467212857, b: 2637347558381830444, c: 8615215630220260638
a: 1571670756465392285, b: 8097081007539693565, c: 15711405641526815747
a: 18123557947292326849, b: 8039263859701038302, c: 2139116567997769974
a: 11412534133706360644, b: 4438890768113781657, c: 12487254817156476137
a: 6118676949349509882, b: 7601303827136466649, c: 836041515217143460
a: 11865574510368382681, b: 4168808238717155264, c: 1502887397851905511
a: 10871566182125541961, b: 3371239664259721281, c: 579500556419983152
a: 8616695840785051994, b: 11593907230408790193, c: 6963812660372951151
a: 1908116733217445014, b: 15289868717992413236, c: 5357236211828353524
a: 12792033072082336562, b: 16842706596188869094, c: 3061429348629739988
a: 5174794037737865626, b: 17939449328949967625, c: 9764470803916963551
a: 12659793823883627038, b: 18183807624294547260, c: 18063850535612464305
a: 14911463947842656745, b: 17048862546434550624, c: 9507226919920567928
a: 18141627480223786583, b: 7233557867040254079, c: 9108833002072590886
a: 11570026904246166296, b: 584756230216806802, c: 8295601645860734256
a: 317907879126829900, b: 316920397792854788, c: 6127681939412263724
a: 1363886135645188077, b: 12388909593620170878, c: 2733383392628618445
a: 13504984247005255548, b: 9795844341559393640, c: 634310188152486506
a: 5260064090788600358, b: 13494907423678721767, c: 7972877292138253661
a: 11035901467153161028, b: 2164705671058391239, c: 1063593662488005698
