a: 14611914276141968356, b: 12707965592753425748, c: 5186162055665464145
a: 3304217438769150185, b: 1971349300529742112, c: 11595967099558464622
a: 13887091901809209793, b: 655365349000757004, c: 16100430347019499597
a: 1009336138562583170, b: 11141083358843865758, c: 18341360948225955515
a: 3129336679128432581, b: 13826214918740107823, c: 17097585149787964563
a: 303595790027556629, b: 11624912042533991823, c: 15632351441404660947
a: 14873595589383025798, b: 4915188074104609655, c: 8035872968633740516
a: 9957835863403545349, b: 583755730493446688, c: 5412510303904011065
a: 10118977007315584182, b: 16511749069749745626, c: 12560497826123249475
a: 2419832438893310950, b: 7611196203636151006, c: 1311788945731810502
a: 11568357945519309044, b: 4582384272635023124, c: 1105729537173414908
a: 10120598810614071884, b: 12012634528684627787, c: 12544198109758053349
a: 13205550269371119136, b: 16932740061200969674, c: 11275747230165533084
a: 6464243496306507775, b: 13135999359630788864, c: 277011023865866927
a: 8495429034694298656, b: 15702560958518843899, c: 16384401864817817437
a: 13142325137784669381, b: 13501800721706041589, c: 4363813959324289893
a: 17563967378746859531, b: 1174015454785617790, c: 1851643138652002976
a: 16669626915639477166, b: 17212806542615119237, c: 8439425764309350959
a: 7121928899274242658, b: 751390636658353539, c: 15180757728593545363
a: 9365019322402005577, b: 7922541820520141998, c: 14423483936346275967
a: 6813452748810196492, b: 6879586821947060917, c: 8890489996003218061
a: 18171189813614927749, b: 10125031417834566864, c: 9701586316566828903
a: 10217053430315912096, b: 5702805083310671262, c: 18297537432448401394
a: 17684168134459206013, b: 13593277850155529518, c: 10410058746524316597
a: 5787659057990021186, b: 3345399913526258008, c: 18403701477799269803
a: 3037921065445675960, b: 10347784296492481661, c: 16228768328814090573
a: 11228430875812435852, b: 4534409652433932267, c: 11931051571561544124
a: 531363680384173282, b: 3782092993760339545, c: 11728138382808076096
a: 3885926330655917296, b: 915909161657516980, c: 16997651018051207606
a: 2425940421022610353, b: 4689804366296790484, c: 15612930327389873442
a: 15458032733143033476, b: 7733012150823710773, c: 13012760978089272269
a: 11654066332545495550, b: 6878419654522245006, c: 15317162614746523721
a: 425369803622604852, b: 18202009271410899264, c: 12597464901310916818
a: 6008989394795677076, b: 1054524506803397713, c: 15773077081140432421
a: 8728575418177141130, b: 7816532048177142233, c: 11394697560753482856
