a: 11931285566053149679, b: 10456093201128387924, c: 15793575157382032680
a: 17774867768360433908, b: 16904543494105847880, c: 12470058635897584239
a: 11075437850795264508, b: 4775509965528131324, c: 6546703878822038599
a: 949926161078309950, b: 5623081873884521392, c: 9575194439739370970
a: 12354267411460814286, b: 16964628551247398717, c: 11319816264096906659
a: 2049460507729467299, b: 14864762692085307434, c: 11613365205396889199
a: 6663896529000374866, b: 5209508684739034373, c: 12887340228711497790
a: 6174923849938682782, b: 3842826072246820721, c: 18374939482595520376
a: 15016013505272418496, b: 15883712430979966334, c: 16724714596410592847
a: 5221681389357980935, b: 458238664706143873, c: 10334823039280464738
a: 14404738847204868357, b: 6020530307291861741, c: 4237406847683895380
a: 6081011058542593930, b: 2913722919086525522, c: 4059584078714417381
a: 7700492661818693907, b: 14605310211278953312, c: 10500442608103554383
a: 6265692341535310624, b: 16029371623073410849, c: 10742535207787788323
a: 12589098556193828579, b: 15613464164023378717, c: 15904431738470327313
a: 16097230019258498829, b: 11460790016207622854, c: 12756624831173315385
a: 7965254369282062544, b: 12650037430964880653, c: 13304444121988204667
a: 7392810584299768079, b: 11165652416539286271, c: 9996056456326211250
a: 15685069852191335318, b: 8572896871771386961, c: 918476589656122556
a: 2530719696073985992, b: 7223293571455925061, c: 8159029743072336658
a: 3784635563964911299, b: 6618494804026453894, c: 10303265984089580619
a: 17271045663832471835, b: 16889469933537374758, c: 4077152925020327201
a: 12853471941422014452, b: 16077264612916593904, c: 16565169902099415180
a: 14362185078706999449, b: 4898024362448325440, c: 3738756754524186607
a: 15296031360214377965, b: 18260965013083308725, c: 1127248014687696244
a: 5763512804905934956, b: 18314909113840757472, c: 5997566648390260783
a: 8631987908629246918, b: 13491321093110012398, c: 15527230941634935187
a: 17628770063328328286, b: 17551744078326523152, c: 10095629170433587237
a: 7765176134193649246, b: 13994850630436436674, c: 12526424718347936658
a: 7107038151496518982, b: 15785174588169782071, c: 6500064277414019524
a: 8585163853840403000, b: 15083357957842706421, c: 13861959753405530465
a: 8908738060442816833, b: 8662510137047748268, c: 5666399463673234719
a: 9975815987788672860, b: 12374169380306083518, c: 10857125820718725485
a: 2560737892262226400, b: 12554357575217542503, c: 3824874688339283654
a: 10965016161441514782, b: 4885948746541151203, c: 16107422739467190985
a: 8252559203872403760, b: 15415497335937071745, c: 12850076003672282945
a: 9358471870074837086, b: 4384649970983570482, c: 17371090815144011143
a: 4129471961483689589, b: 12170967149439622464, c: 5479875674358405688
a: 14956821544787082581, b: 3388959412629905220, c: 3036217868390283889
a: 13564099627833988161, b: 4860282205174063381, c: 18111669968694223816
a: 17467988660155704316, b: 14935073175057079453, c: 16479080435358341175
a: 5565689635020438272, b: 15281585698853661690, c: 15973503507812607046
a: 9094491124824489185, b: 13535386439710400413, c: 16572760676702785425
a: 5085566805937812861, b: 10929886792392465360, c: 6650618016714423282
a: 6621780818651722038, b: 12045897815334463647, c: 14469001148978581881
a: 5132310509052501470, b: 14805152713000099011, c: 16788207328092939518
a: 13147027337035346109, b: 18359715833993668372, c: 12640682078287711827
a: 6401983740495776208, b: 2089454459057430450, c: 6754534607155023656
a: 6736840226022038999, b: 12050108956829809952, c: 16632744827670556392
a: 4550764492211727072, b: 2914877776844390760, c: 9611231915260828872
a: 12636663697780836435, b: 4792687015973859627, c: 3891966618703534061
a: 11025499666209028077, b: 2624131331739903681, c: 1595534353459069340
a: 17687196466981781424, b: 12945811611039597397, c: 14532928684951578457
a: 9578144168162799699, b: 13480487914017430515, c: 805839493238559348
a: 551163545340643708, b: 4338484263641788212, c: 4706134000409607889
a: 7339253848726995782, b: 9040801010359519506, c: 6913857331470294791
a: 7292849416006729350, b: 3481119552966883960, c: 17538928599021099971
a: 14796469939797013556, b: 8127819953053868654, c: 10144940004136322525
a: 17970166364284576938, b: 11974338033746033104, c: 9485461209668923364
a: 3569764803590728843, b: 18105846539458891074, c: 2538503064052187641
a: 11748362787075365703, b: 8523889413957281250, c: 4644508651372205005
a: 1276968998747222354, b: 15957566572714761206, c: 7106222724012844884
a: 3621446006669399558, b: 6218977172490971470, c: 3998057074902179644
a: 912431429364877032, b: 14467721711029654117, c: 17412248708395300846
a: 11535424931789422997, b: 3762605600345964014, c: 12553176654172409808
a: 9954841028642142157, b: 16938571464894883588, c: 7380694249779612059
a: 10933212168140419079, b: 15165806075868031189, c: 687065493636829354
a: 1533182797905058848, b: 16967363849501557985, c: 7463242402042424293
a: 13665013970024092033, b: 15946473674643440826, c: 9723269349857608963
a: 14377587774991447565, b: 9648385917696623221, c: 6531308001978437833
a: 4397866086308615105, b: 14238638107053393103, c: 13460389433941491
a: 10556314385401051164, b: 9040875768905331051, c: 598253515467706483
a: 1509476538629445259, b: 2698822442410320482, c: 5986511414637801844
a: 2993298544796952966, b: 8102284710101212128, c: 6582262465434203560
a: 8620365436563189146, b: 16008884534892759448, c: 13029489698022411924
a: 9260602424104361829, b: 981900011734287649, c: 5222863611155720976
a: 915069644494359047, b: 13252547332649295394, c: 11176281047618442319
a: 16945609300405198974, b: 14946665474221141494, c: 12570528762788639658
a: 5950216379855985485, b: 7628721335547503597, c: 15212591448359739831
a: 6567968849932979128, b: 10816825332618696877, c: 4416808696288228992
a: 10193401990535656378, b: 4889742197522873010, c: 6594946626924097689
a: 3459362482046568033, b: 10546316509994529384, c: 9773534762355666970
a: 10956085768206411159, b: 168225894058023193, c: 14525305701758561756
a: 4002237957081010976, b: 14581169143876045923, c: 4693882283375251426
a: 858931428332340842, b: 17013324054428102436, c: 5219240957817048118
a: 14394765310952063583, b: 7230387765150516416, c: 12999498493661361718
a: 10839461665725828815, b: 12071272443037022110, c: 13384979364493040447
a: 10346879080127182244, b: 5954093768638318731, c: 14587684406142237706
a: 2976426637708262866, b: 15745764425629878328, c: 14513586107001711515
