a: 8559459319858467962, b: 8046521511234562420, c: 15286842055531260840
a: 13548692389217542161, b: 15840655457447720217, c: 14456326977439043283
a: 18363886468303399859, b: 14943851870940673305, c: 13824397916260162154
a: 11788436966079485609, b: 17971855567209268881, c: 920120617032073163
a: 4884370824169439187, b: 6849486203727916616, c: 7462098476765582455
a: 15713169260847190945, b: 16052650447156482306, c: 17307967669886196706
a: 15406093190946392369, b: 10694384510518624700, c: 17805530246954079019
a: 13606850324565822189, b: 250146258660620177, c: 17056095969257487075
a: 17796361117799026255, b: 15104013276253495417, c: 5231925665822882771
a: 6874158829753204176, b: 8518915910555623840, c: 12340283397841947914
a: 12507233336939456144, b: 17071516310884613911, c: 4367426788015775544
a: 14826126210222982805, b: 7298678802782493260, c: 4157277575163527763
a: 14783761453526685572, b: 7486046472431336552, c: 9394821266243577040
a: 12340336131673030598, b: 7613418445364861109, c: 6001440647370294714
a: 6829508713328344755, b: 2654262915397991884, c: 14998679590931769586
a: 16749084908945932031, b: 16106908282995802807, c: 14404973533808357366
a: 16688401381603633204, b: 17696031680542864533, c: 15855477462430280310
a: 5800699368141686869, b: 14491175137305852538, c: 14668150944523629624
a: 9378304565762654487, b: 10591957806665133566, c: 4699841119356816293
a: 6397268623385693765, b: 1657292149515054961, c: 10144799333584578438
a: 421781947628767491, b: 543184517526269487, c: 14927409813485010741
a: 7314546330828168315, b: 8060845024708689241, c: 15422132937701397386
a: 5921619194451118561, b: 4554011689239251651, c: 8157726478375094932
a: 17726320044541976665, b: 1692904103846251444, c: 7190184474091419158
a: 8596704263041538351, b: 12924222222773402341, c: 15918971690427778992
a: 16110663855727244844, b: 17499514283898123533, c: 7756454696217662889
a: 850013815232871950, b: 839998766787051550, c: 7771298880257917095
a: 367464022599237300, b: 11403592803921367919, c: 15527160482843318955
a: 6401106770802117283, b: 13166922844698813556, c: 2870258859115594324
a: 15792413313183978319, b: 2269126951710939373, c: 17721770594669531007
a: 12641470917208072405, b: 7143576331615930608, c: 8722560280955960630
a: 4618906724037343844, b: 7276977259699495887, c: 5469893269030334222
a: 7244846541788157148, b: 1002708506287342208, c: 9529808255330802577
a: 4518726900970882878, b: 121108374080639087, c: 17031856238292397743
a: 10275414191474206208, b: 11511366112864879644, c: 9542862362699995297
a: 11684094199861568540, b: 6292381127150278219, c: 13783960162722905004
a: 11718609240368697801, b: 9688365495149568389, c: 8798747310747384262
a: 9213624577290602279, b: 17578621713033567839, c: 10424292750623430827
a: 15424584115759294257, b: 14606549442344606879, c: 10726086039738757323
a: 230831639665882991, b: 9477602630050194274, c: 13613770732706495624
