a: 17391462473851448079, b: 6144557125413791326, c: 5339061277715386901
a: 15931377802784008307, b: 6089811591429582740, c: 14142074968067783531
a: 13136746608466448353, b: 11552226649736559127, c: 1030227356861170067
a: 17006155433323566263, b: 8055205514670142189, c: 1887236976332508621
a: 4802575545532396630, b: 10751590840624552822, c: 10382638598587622272
a: 17224362483016315490, b: 1173624100609405309, c: 7728975917647813188
a: 17911946859361595408, b: 4809714814991424532, c: 4325069778774664777
a: 1812082654918497636, b: 2306491730540915097, c: 5320452229568511290
a: 5903967884786073109, b: 6899476629877681142, c: 1058504373711008547
a: 24950853962448575, b: 7764220999812240209, c: 1251969542256914545
a: 9847780376588774218, b: 3869009717052418708, c: 3799366083008774307
a: 8543432202381905829, b: 15727760977680749049, c: 11834329765260661527
a: 3648339045212529161, b: 13421578453740625221, c: 6745215841851981558
a: 4394038267396517935, b: 1796444696932744426, c: 5786191316383367051
a: 11158086420780537753, b: 2267470230263408826, c: 12631655432887601551
a: 6340283356710613517, b: 1443761056123760201, c: 4027818730854679178
a: 15637614551056300309, b: 2873287778385681326, c: 10307371407404289793
a: 5180309085330740085, b: 7414188383205945778, c: 3641734520956207196
a: 1669461607165044679, b: 7932340878087622535, c: 12421079570469093218
a: 2384444803352809052, b: 17459738216675421854, c: 5379461927700077173
a: 11943016285782673345, b: 12347145328946209609, c: 3794459056406004102
a: 5641878213480620631, b: 10925175517408648582, c: 17315072256979364744
a: 4416132773616289707, b: 406651631581452496, c: 12511253550272774015
a: 16743778383513028573, b: 14096748248129741176, c: 12137193409553170210
a: 1916713749263568213, b: 12718926979080693555, c: 18312471339787486885
a: 10435053050270874334, b: 2202712407884586059, c: 12177920044593908367
a: 9991241158306620571, b: 12030454442163327930, c: 14397484003746663169
a: 5797381734745828812, b: 17365548135705178926, c: 12991572653127317169
a: 9439194476736674226, b: 16720013815618635635, c: 9679651154483689831
a: 6846594176051680835, b: 5605475499807937251, c: 15510154240281350168
a: 17305000706423833318, b: 4099994017548180182, c: 10969966603239037547
a: 17405181620075341614, b: 6035178888874671530, c: 15718903834842234932
a: 17359623468062553618, b: 5812003443227570349, c: 3672957281489569419
a: 2349475513894692252, b: 1525335932102375761, c: 1067831730761636923
a: 784827773137102794, b: 18226507604448378308, c: 612489776736797198
a: 6697633794469079492, b: 16919438186954007468, c: 3648259262759493938
a: 12399003399826360223, b: 10281626904176219474, c: 59166462603920006
a: 17859244661011844583, b: 7194348443663841796, c: 1420882899029326508
a: 4003825247647651826, b: 9884841518879939722, c: 2044857044027725061
a: 8847037142945524038, b: 12400913658976399437, c: 644822484260893576
a: 5299927528252611273, b: 4852251808824479206, c: 13576190074308167032
a: 3455126487487084585, b: 14475353201652256398, c: 14283087283611529996
a: 14160265042072111099, b: 17369123265707907570, c: 8186191821236312715
a: 11268160332846746256, b: 5809163187646684713, c: 11999477185985667860
a: 2725258893140687047, b: 7102640108129353286, c: 17941966979485766229
a: 5333052226725287266, b: 12985703199542356473, c: 7159993734545646992
a: 13422205483922351338, b: 3919847382660921919, c: 9717499615316204036
a: 11149426901213447984, b: 8153427612534698279, c: 12603782859662508389
a: 17000654689506295602, b: 16945454296240603496, c: 11984255817379789247
a: 1259811072976705844, b: 3277090243531495733, c: 15199034491114012046
a: 8687179029755934384, b: 8787926605907017399, c: 12295567202240502643
a: 10314268175819850382, b: 4703691349027576819, c: 2591599124389062071
a: 5601139041905565483, b: 18238177903849560199, c: 8774771698437232708
a: 1544500203533682300, b: 12477253052091172542, c: 7806405946322310739
a: 15676499559176748337, b: 12793254855658299036, c: 8502688793509471696
a: 16140443131204378990, b: 9061601242893252578, c: 11313541242841429572
a: 15996460473907991356, b: 5464606843732486472, c: 16994822198517944088
a: 1472626435424599780, b: 2687849703637238589, c: 1039659132402923046
a: 12179688138512281040, b: 8915807661401778815, c: 14626656837075847436
a: 2205874566124641278, b: 15259882792184340290, c: 994906825313201938
a: 5197870906059525222, b: 3886732526940587917, c: 6936382016939991581
a: 7655214613573164396, b: 1253420938801679064, c: 13062392643696721726
a: 3543066323839992867, b: 9582996941182074541, c: 11874034498641319378
a: 2230266687830767709, b: 16702175515994856834, c: 76529774518080826
a: 3786717255835549077, b: 15271081172631512124, c: 1208242175766609121
a: 2732250876844045741, b: 9647893407834129198, c: 12631099402002942436
a: 346632950469084418, b: 9610805019773231986, c: 14372512544872964279
a: 8256727157839806591, b: 15813527456287862950, c: 5430443027557618327
a: 14895719621037709019, b: 17378668183526414500, c: 1353689468073145086
a: 908073936777246189, b: 38497026429889132, c: 16176767353264825289
a: 7135004986660104214, b: 2327011418540281051, c: 10577688819849707743
a: 15907862518956127207, b: 8480144518944323128, c: 3713155804698926378
a: 631616583588187535, b: 13576558372483509575, c: 15093291072227400743
a: 14520140800242595769, b: 1076873978514572736, c: 3350545626440759119
a: 11717360332988227383, b: 1617815431118853481, c: 8731661831886417751
a: 6710133683671952821, b: 6944182380674134053, c: 5814510655367108188
a: 4062822664077366923, b: 14797291664975391906, c: 9237502061578071433
a: 9946279493625260367, b: 6654301045048489653, c: 4640339435012546490
a: 16624628021493414954, b: 15716395769814472658, c: 14886517091796154768
a: 12548086800358833760, b: 8895189831883723336, c: 11790156187270114608
a: 8442574859723566258, b: 12957268578302517285, c: 11599952833526386595
a: 6891556444969221630, b: 8348704464912553729, c: 8178805114481568628
a: 1329550668030707495, b: 10258093153891602836, c: 17897917113793442999
a: 11088361391081815725, b: 17358416249908877142, c: 12904512360976512173
a: 8903858321098276772, b: 1054868195398954265, c: 16390734217748698319
a: 308459454642449102, b: 13683162674917464376, c: 9045570455906360506
a: 8237038462490551265, b: 5809538401062112624, c: 18337138967960725436
a: 13964679851290348513, b: 7601766716081109641, c: 7819038152311869055
a: 370399112100969, b: 17775171266629806954, c: 10513815654385913008
a: 2119060002621423341, b: 14248075275351931928, c: 2488115997980547742
a: 14872200810122208958, b: 6019895649906427784, c: 1712368507862592996
a: 7792968386435444411, b: 10917672996079339213, c: 13305496638441620593
a: 3426903050348704252, b: 6802590338731475758, c: 2591829295978303201
a: 4584596176364445363, b: 16040226203029115329, c: 14837498567509955382
a: 18116199078108398375, b: 15662042846263599685, c: 1461949025419747430
a: 8362154416950034309, b: 13968804038873937447, c: 17310131040754354330
a: 10346144839888034104, b: 2565154688023087961, c: 3543871130229898318
a: 17407897410365709067, b: 3134201899820913029, c: 9332638788439791823
a: 6443181908407390765, b: 3908939538205452058, c: 14251198619946575370
a: 14176305039837930259, b: 14414417587402724965, c: 5224503474612025365
a: 9182948475857786911, b: 14623909853051593390, c: 16198020272483140572
a: 7796754906537870561, b: 14546425235886442862, c: 14645173964811073457
a: 16310780755348454546, b: 13695501329844513702, c: 10774315759509494142
a: 17865658781795490157, b: 5842151185361182553, c: 11443682171336987919
a: 5048163889676650768, b: 9305363878365831387, c: 962118123294332893
a: 9177988168187989508, b: 7492497074185553409, c: 642072094920050475
a: 2778767477981415137, b: 6992699396682006890, c: 6269515996760142907
a: 8887542855608589655, b: 2219693433089680635, c: 11902492728355015777
a: 15147330971466084479, b: 12397830844784275374, c: 10597927032419513025
a: 7771087162322281973, b: 16415219084008774147, c: 12716222978266660234
a: 1366042805453476043, b: 7708772652719760142, c: 5028262637145351794
a: 15758770686949186264, b: 6585300365454949212, c: 6844817817379206396
