a: 9343602243633699686, b: 11666856288906791120, c: 3793332567099239114
a: 2391245829814502518, b: 13301829551025503551, c: 16419302954187076052
a: 17720655037587623909, b: 6637046558446683793, c: 8689118012994083101
a: 15235156104457455683, b: 12823110638279207107, c: 12785350804326881350
a: 7081549920610725781, b: 2220970304441194561, c: 5349320874125873621
a: 729700526639227656, b: 3696980826125831140, c: 17584110475161118250
a: 7606566110049643833, b: 4174412291007391805, c: 12844694409560278379
a: 1584953084462563722, b: 18072160218779799463, c: 5750960289169254716
a: 8505341226897308162, b: 12637964932223105418, c: 15749174200584794014
a: 8016401719582282574, b: 15657871634489341712, c: 9197456573623357415
a: 14158239963475752154, b: 15597651862439675169, c: 471797400631057080
a: 18090347614377421036, b: 10343997216583838003, c: 13608713668463631358
a: 2342743002078675897, b: 15412009561186926262, c: 7308004867244880152
a: 3098529262841691029, b: 6833076455490689137, c: 3956743032902024628
a: 15888206488584058481, b: 1728647642704018185, c: 7561500213438290389
a: 9789466875238724502, b: 6245512561272102329, c: 15880444112443421619
a: 15628891778304888935, b: 12915001931440223368, c: 17715213407542543759
a: 16595007995023599612, b: 12776844126831880133, c: 10722094114225163293
a: 7671213832085189726, b: 10642190048899549088, c: 6447547694564045146
a: 14863012270039299311, b: 410972101653306102, c: 2309509053999874475
a: 18297242507367586571, b: 5305409152312303072, c: 7531134374478684896
a: 366220041288615704, b: 7570147775531389986, c: 1105874017308259475
a: 3076223576173818396, b: 12062182886446342236, c: 8666350973494194370
a: 11970474028906647922, b: 13880058582371419576, c: 7320515292770346233
a: 7026052594882720680, b: 17868120133426789290, c: 14417897135247839216
a: 4411426139968499623, b: 5331877413112551198, c: 3361092554197661990
a: 5585367887678543723, b: 13920464771369178440, c: 5137136019723939709
a: 11756511456871777930, b: 14377648810865727946, c: 2557219591112684296
a: 2603640031845859766, b: 16898423136909058159, c: 12040287940060425196
a: 15603665500775798065, b: 2312165211509568800, c: 2103688101247164644
a: 12128550267166081310, b: 15508823791403251145, c: 15009835813571675990
