a: 8823824003215824777, b: 3365027268442269847, c: 17217296927687021084
a: 16689826919197881963, b: 193274874422170281, c: 3769805248262784109
a: 18148820930050153854, b: 3863165530705007511, c: 1888549043758918862
a: 3222765440230368640, b: 4524125403248135254, c: 15730150231197607849
a: 15246154754932624182, b: 17678413586392526805, c: 7567354557790095772
a: 8240157873217559384, b: 2697466715324891413, c: 2283016563769711242
a: 17750234530182502639, b: 290185585772358346, c: 2542197449201314482
a: 10947706203983903449, b: 7130177275210450182, c: 3611088604982746566
a: 8048831045533714472, b: 9723603138117066528, c: 16485741473376166731
a: 1958174155823687203, b: 11312791380759456451, c: 4063837856223571853
a: 7590877127042270751, b: 1180252703844521487, c: 17704747683783054022
a: 2559930404031286725, b: 7265561925409950073, c: 14206757472465530639
a: 4948223404788507805, b: 11142540686033842131, c: 11324466917380210310
a: 11887915309409291612, b: 11068903500393663034, c: 14781795934501828276
a: 4093336658207683900, b: 4179595214591016034, c: 17295031634705846121
a: 667566530295180705, b: 16654294853663598136, c: 5971296370780982902
a: 5626418560710814284, b: 2980825683934533580, c: 2202287703474230950
a: 13313810174971760503, b: 8870495603401484579, c: 1983041496410316518
a: 3917783409401970069, b: 15833828302221532406, c: 13439516124616531461
a: 9625804845053479420, b: 8681650207614837538, c: 4212186213854672403
a: 742134536488993711, b: 8668348303088545415, c: 8338405237730619143
a: 13533760429377846279, b: 645240635860460335, c: 15615287753810715024
a: 18105840598534692921, b: 9264661305003059061, c: 3756489870368435262
a: 12168177724506282450, b: 2178418601540512806, c: 9330194496894899942
a: 16484195172947582979, b: 3660916446591563975, c: 5338126031542403923
a: 16263660526909463244, b: 7090268154999623122, c: 11920738454071667629
a: 11504087645721712177, b: 9810225051569448576, c: 15549062217005092984
a: 15720728223714233531, b: 8860338312689165586, c: 14311751189548555307
a: 13358417672031657248, b: 14843228417707263953, c: 8698041876444807213
a: 17199352873388840631, b: 1646622387751253705, c: 12489292335981826526
a: 13788315047412532626, b: 11841490300050701572, c: 11404593970168056057
a: 14212432701955276969, b: 8697504211519263504, c: 5181556345332750845
a: 7178677759945764239, b: 11322035405153327560, c: 14721097828528740789
a: 6316169640057032604, b: 10544598607490844252, c: 15966766990276062271
a: 4924747165947416022, b: 6367019652565671587, c: 9785550621526846584
a: 8716318585748529512, b: 6947221977520085354, c: 4194301404437090344
a: 6613235790208527130, b: 17842739497819162426, c: 3073781427111348328
a: 7408252293315066013, b: 13036174677764911585, c: 16543845629930308595
a: 6813252420617479502, b: 16179644901039687665, c: 10195554770635243898
a: 10119688713274019871, b: 8725840937046808374, c: 16126002396734334379
a: 15133614852176475887, b: 8860949351426631949, c: 4482387626423903573
a: 11372391351560238361, b: 17564280737713883009, c: 15284377986615529147
a: 5888653498545928708, b: 3770657589045023307, c: 18003766153683862568
a: 15746366637830807895, b: 14104666339527403697, c: 12151591953079941209
a: 101959457636625543, b: 5229024467990404652, c: 7154848830511773597
a: 10091786851754831053, b: 4831545246929682940, c: 5506688567226657755
a: 1689581920284955462, b: 11293878239576623642, c: 1273754281021754788
a: 4115991623808846194, b: 9338861999612034144, c: 5145254292116036162
a: 8289387278312144385, b: 2546885288134760919, c: 9492121631396964923
a: 7868442311012335755, b: 12076614997543408017, c: 17521543776609028563
a: 7567142881514383987, b: 10996251346495840891, c: 13539061421616255329
a: 15434941620873941163, b: 16139683434531762195, c: 2483866024947390097
a: 11106629978054840047, b: 9847200203496023352, c: 10519689045722253172
a: 2908434411303625916, b: 5564044075194758898, c: 13148052125582727093
a: 2900201565035149144, b: 65084646796469311, c: 16974689013792620505
a: 9580041605596367769, b: 16396368971909833581, c: 10956350261050108162
a: 6621661014838495324, b: 10399167113216150203, c: 2667460063526264357
a: 16143758361392580815, b: 11815153769267553225, c: 16056311688965096656
a: 15111221470731226176, b: 13494687401244482024, c: 3735553762587976718
a: 11488677909656228056, b: 9189908798879583092, c: 2061329511522928593
a: 16285958075375689866, b: 13751213413066385673, c: 10969890652099922895
a: 17935221347725152803, b: 285407542535262552, c: 3291919616579391727
a: 1261681551539469457, b: 6632785512739030673, c: 1717746223003957160
a: 15525375612576533601, b: 18335735613445246708, c: 14264181990819011153
a: 3777540526369139574, b: 10106409051976155650, c: 5912445163724961931
a: 12580023651655434616, b: 10960254777117541493, c: 4174255737688756249
a: 15325871758118877096, b: 13774191067054622923, c: 1436188582352388463
