a: 4107657503138766378, b: 12045458246223053932, c: 2906078405375269432
a: 3926847678619813424, b: 12599878157895547450, c: 17083993688299555730
a: 1056227877154790326, b: 5409421159851830981, c: 1245508609071702364
a: 706756248274143434, b: 1766933946205822323, c: 286872171717725541
a: 8665787705297917937, b: 11707667360987138303, c: 2256525035981861057
a: 16740960672597772880, b: 8049934811584996637, c: 15224133173932103920
a: 11462075588656709637, b: 16955214806323363444, c: 7146306982370884457
a: 2551322907846066973, b: 2384318927872795451, c: 14611594605128563456
a: 6701074984586851528, b: 1403776853631718915, c: 3513933649280894137
a: 15982826260056575407, b: 7360227565811472381, c: 15605811302057626250
a: 3281336133958073683, b: 1754772419529468710, c: 2510970250125075310
a: 8086837785714751149, b: 18166267249789913146, c: 10641067839658897652
a: 7131381641691614713, b: 571996847016879175, c: 15230726276215922327
a: 6395552489249180540, b: 2367542830764638533, c: 9130804833039956116
a: 4986102338642919455, b: 11157493173475579290, c: 3854283364295060767
a: 2514007756162758693, b: 12228262742990900578, c: 17113417671084848145
a: 10804855078896050684, b: 8239351237137361240, c: 14915528837744329195
a: 4812388033994193732, b: 13871380590068302757, c: 14832017698711861540
a: 15928696378722048239, b: 14927335696517950970, c: 9636690885781970774
a: 6095810958322825788, b: 18126295136222780580, c: 6520311994221335685
a: 2673828275212209845, b: 8496003966388307002, c: 14919848666082575643
a: 3887625442257885474, b: 4052847953018179766, c: 16145465223815742939
a: 17551126138808013559, b: 134665079831150772, c: 16363944818482468522
a: 3841824731470841868, b: 1719179963543824116, c: 3768310745997929840
a: 14579399829488305012, b: 4548084780207722994, c: 6121404456353070187
a: 9637311359509545846, b: 15490779924339947422, c: 7173015856801065439
a: 313348210370992936, b: 2912290051332102231, c: 17617890753729231866
a: 17381579703730480319, b: 4847367661328280441, c: 5869502114909235280
a: 7719943470023807299, b: 16311643714199521512, c: 15865717439815028347
a: 4120957026996037063, b: 1862193497185636393, c: 18040892127342668336
a: 14695898347337988546, b: 12146689052272043711, c: 8926553964206866077
a: 3288312254643471278, b: 9189417812976024011, c: 606119431718011305
a: 17385829050196538049, b: 2741038934631019714, c: 7086224610470574448
a: 14349551812812827970, b: 18044546752362826530, c: 13684359774299027152
a: 2823861780440752993, b: 3217845207168607433, c: 3534584368521929081
a: 3615299952843229949, b: 10284581716208977330, c: 3421945358913329549
a: 2447877062197784766, b: 5553016554155010984, c: 11524823875860721969
a: 5827445122994344891, b: 15239350930319405396, c: 1625386145489671851
a: 2997739627219751611, b: 8383539982418234900, c: 18404785785746139515
a: 8673023642244888073, b: 12168459430434000609, c: 7537105226497727668
a: 2769046608402928653, b: 3154502091428555799, c: 5093160023092692747
a: 12734531970888734638, b: 17268045328137319728, c: 7643793983274259132
a: 8781555776572299181, b: 17343230902080773931, c: 14476907590133003883
a: 12976211873172921601, b: 2183610378646469986, c: 15695635982043199287
a: 398596891720434045, b: 18171644396842899467, c: 984805861555920219
a: 5423215027747307392, b: 3289726402852036087, c: 12680965966161238064
a: 13813704727356565157, b: 1091894685454134202, c: 8198973064474993404
a: 947995131988645263, b: 1484434936768534383, c: 4623059570587540458
a: 9752116801367273807, b: 2228829054957268469, c: 3676215823845254163
a: 12650128070971494442, b: 2714989280246528588, c: 3996239380646418591
a: 11101528251631703749, b: 5836841683272521414, c: 7187453438208093446
a: 8601163371199969016, b: 7166164958612215184, c: 2518866643950429524
a: 12579643119717440587, b: 6094886301244097891, c: 12392978610551758900
a: 18026710751704017820, b: 11683464804855707058, c: 16969186113467542458
a: 7998842099673513604, b: 7892090351645025619, c: 947878952190162112
a: 18217376671622640213, b: 8804432452857022196, c: 9410568998818549071
a: 16406052736089391658, b: 7906735980130763104, c: 2606717927640732825
a: 12141653252607523420, b: 1443941591325879394, c: 5723924674269857907
a: 8229069607315656307, b: 9778079706034548093, c: 13246720069216673335
a: 6223378936769173934, b: 3678492305220595424, c: 3857517366727243405
a: 2979514395412018539, b: 11957015022995784846, c: 11853216023083078273
a: 3534496850797868781, b: 504771702065886429, c: 1474670324392894816
a: 1529007994305372328, b: 6081199791469749377, c: 9530002286608507972
a: 15791475636488664591, b: 13546045999397003682, c: 17901466297219216675
a: 8206371172948713911, b: 7862384352199119778, c: 939145125130747499
a: 3983232189650273245, b: 7513090983119131898, c: 16137847330870331668
a: 7031868704385900020, b: 14161338853512971879, c: 12417194212862166564
a: 16822311433878268644, b: 15551524047972328945, c: 6257818354507719796
a: 222408364074797220, b: 2107842334867632016, c: 3042410407375907600
a: 10025823572238362801, b: 17488949239793493221, c: 2123072118262261562
a: 1458473176639256437, b: 11563464959077044043, c: 624082779792854907
a: 1412251323051730833, b: 16254751972288619287, c: 1581618941821985479
a: 16759141072022064757, b: 6365489425398615827, c: 2664834213960639138
a: 8590431524184014638, b: 6057543513147107959, c: 4461632673162525141
a: 9782608449748118056, b: 7602179240106006531, c: 11007908904253552489
a: 8878606868198215568, b: 7627649616181567108, c: 15009476226697156317
a: 9266814651954960591, b: 16176072289507136755, c: 15051467289109433195
a: 16170160573000375526, b: 5664968800802525477, c: 14990004566449074355
a: 2450046857647027491, b: 17387578760951251789, c: 5187329783367619123
a: 4196854942754694050, b: 6803812564537711999, c: 3434143520897762243
a: 10816561230207380261, b: 12778053453849935675, c: 11642183588542231563
a: 9612966843354332295, b: 1468169050633421663, c: 17799914466605676485
a: 492527624161284269, b: 9211676104598143445, c: 9228235627767915231
a: 2782685465476224173, b: 6544102650233558872, c: 9461627570906547617
a: 11500964387162892981, b: 4173003992836034452, c: 17186730035758269484
a: 18210723015924730633, b: 5103551445621832081, c: 2438744924309975713
a: 15828222515272856748, b: 6356902899159150992, c: 13544948640152012265
a: 3623279037046105345, b: 8776034146102615578, c: 4199859273480652616
a: 14008157227020248832, b: 1860167111896885557, c: 3670159038358455511
a: 2698058030401859362, b: 17923945696618165454, c: 6474528180261810988
a: 8955621329721718764, b: 598190932478933487, c: 14542552183235659875
a: 11036725537170432944, b: 13247057937680713254, c: 2512595140614162986
a: 10880494644602029216, b: 5839154081393408694, c: 15416944144414394824
a: 13781211025910952065, b: 573472023406391925, c: 1474446312065731972
a: 14373768339123515842, b: 1824203574897575019, c: 6153057486599220506
a: 7791718414818339688, b: 2061169188426627150, c: 7166754046124302289
a: 5414617374238143136, b: 14725689970469480541, c: 14413191405454307524
a: 14190488906318559326, b: 15797895223734605499, c: 16263011198680714022
a: 13283047962720985637, b: 5816493171442896492, c: 6363930943061900018
a: 2330055666370704463, b: 5673896112744446707, c: 2059424531114900688
a: 8809934859030980814, b: 6879053446103285615, c: 15933808402228138932
a: 4885326212746895921, b: 11581364324375990279, c: 1183710516386426260
a: 8546410272298832396, b: 9431698953432326003, c: 11463821158282072760
a: 12371185192977920064, b: 9074512266781035004, c: 4428607170486858638
a: 9338736559785517368, b: 9591672826845780019, c: 18307525622518819932
a: 16448542826964225200, b: 18166211153582578639, c: 13344257827208901226
a: 2046719676915590279, b: 3112591743175651120, c: 1803652319230292431
a: 11194596774261808121, b: 1718282224121614480, c: 15957618605720427124
a: 2667186857062563573, b: 1972444540391471938, c: 2555919085942894249
a: 2590490643883090247, b: 3230535890014279985, c: 13799562327480437877
a: 7884233912687684558, b: 14825354559797186792, c: 13303942064025336364
a: 3274850411497556973, b: 1279472234991440297, c: 2606513539509566011
a: 6042112853030309098, b: 6705301968973631548, c: 10544873157845957167
a: 5474896527697585876, b: 4285351599792902683, c: 18264020741585927203
a: 949369927566887149, b: 3202150144934184497, c: 13581385340652428333
a: 10114212392548029193, b: 5978130147026496574, c: 11441880733756788100
a: 15309211314263119937, b: 14935557655035642776, c: 13709801607512758360
a: 11624443300096770166, b: 8783892065357801009, c: 3119993382255989138
a: 6588879674849963861, b: 16057752225865923751, c: 14953850989910584974
a: 18207647020072956009, b: 9339920578904983498, c: 3658246760921589510
a: 13254696891143118822, b: 4691240210292505625, c: 11250953092830602010
a: 12342575309380479111, b: 15818272527855512399, c: 13664554453702799127
a: 7418562085136344365, b: 3653817383349179690, c: 7947359546723197551
a: 14975676391600649763, b: 12172913152398272509, c: 9871654860926349972
a: 241706046484752015, b: 17686638717233205600, c: 14057995679615692031
a: 7424773494857698955, b: 10806740321947779716, c: 4103009862719370094
a: 4152098680026628401, b: 17062885093409026827, c: 8185432164514154029
a: 1430372709037203488, b: 4509553220762429212, c: 9717007511920714329
a: 1433380530979671472, b: 9871483855444707372, c: 16161227254240933967
a: 8587640920585939967, b: 5215654507041860784, c: 15757818548294352311
a: 17542220150397938426, b: 1399393187380004873, c: 16043574667124523996
a: 16009902946475236431, b: 3254338012507072905, c: 18193459085377077585
a: 14159540955086698713, b: 2510409835546493860, c: 12472678639464884798
a: 6446995295675068340, b: 11517197775263247469, c: 9986825735201285210
a: 15175705257583755317, b: 9006741467983565288, c: 16689238715092566046
a: 17469094219202740609, b: 6492427054003494907, c: 7110706566384396751
a: 1057641220943300901, b: 1955989488828428865, c: 18374934517792434641
a: 10770430470516791406, b: 7602891577448747664, c: 502892010527401702
a: 15727536594871669840, b: 1158617461078329540, c: 13444393459064461597
a: 5861277602260882608, b: 2211066612271389884, c: 5753544400660331921
a: 10977808130929238463, b: 16620972055622421570, c: 13189071735508982107
a: 12721488528279564283, b: 18332964085450706821, c: 12675181798453090972
a: 12426090663750199059, b: 8948027856869233094, c: 8653326084116150626
a: 1857898367417524328, b: 10727166951539833439, c: 11389566687183519879
a: 11588869190993714734, b: 14116013049889095517, c: 5473327628420223360
a: 17225342919098116590, b: 18169107004823605088, c: 15825990433384158274
a: 12414501876282633050, b: 4770942481208081373, c: 3270320829220132263
a: 18011425986663039706, b: 4413403823251360501, c: 4024447090971543531
a: 16060702804459837474, b: 9465079474409215820, c: 17820827674318230590
a: 17725053440934887491, b: 4369639514593850342, c: 16676602293457764059
a: 4472076500271820801, b: 2396449012143452414, c: 13393207029038584114
a: 5184895628148977122, b: 17534296534766585931, c: 2830353497092288488
a: 18072091960622302214, b: 12669952657458335430, c: 11439335638886728944
a: 16973452860558679742, b: 433740805667726857, c: 32186529768900599
a: 14301225913417379251, b: 444902414234995999, c: 981860470302953007
a: 16259639173247469579, b: 15725867239125282457, c: 16055326830754577342
a: 1309360844044636299, b: 3223057381326451370, c: 1195636816429922811
a: 5172455971646642172, b: 2393105246643778690, c: 17829661057742202231
a: 15667565814594526744, b: 6379772427129954893, c: 11115466427408556635
a: 3419416325803329765, b: 15548510539136178466, c: 2973245692298501624
a: 7170570440953677851, b: 15896573861378572490, c: 13936078972096401181
a: 5153372963294607635, b: 15818603944409186791, c: 9399649092782072307
a: 4216132305728708428, b: 9933025480461119145, c: 14772858669549783892
a: 8290797697375871524, b: 2872557658689363636, c: 7069538618854513071
a: 13197907054431942381, b: 16364667903258224381, c: 6183183286658450549
a: 10456565818452122461, b: 11409130879812640921, c: 3574103774121740355
a: 8220116545733034142, b: 17697995687132578719, c: 4943398527661326387
