a: 17389444754022612558, b: 13234609506656387424, c: 5326221352595686935
a: 2058311714990802555, b: 2970542473146758634, c: 3586821201518527097
a: 18104899474833639566, b: 1482866911707540967, c: 13427293684336253844
a: 10911981461669904178, b: 4973284368872372740, c: 16083826039039190412
a: 807447097540671702, b: 5690853984857377115, c: 15654351911833152347
a: 6442714645564746207, b: 9167071623525422698, c: 9383259024752354003
a: 4312355350228223165, b: 2511712059919491523, c: 4805956942554003886
a: 16159310189433143006, b: 18346340521329593557, c: 3598467793763101287
a: 934215784188295510, b: 7409830333236923641, c: 15050882464506082214
a: 18183091393010923529, b: 3436167127237424133, c: 13722488288260155913
a: 17463678555001493657, b: 9961952310413275578, c: 5826239168192798811
a: 2425222989385767550, b: 3945962475449888094, c: 9067054622453427595
a: 357614972747854837, b: 14071048089888445828, c: 11010019051065381641
a: 120652057134553262, b: 12145324714833481071, c: 13236094390696077088
a: 8336405498684698092, b: 767893637694455542, c: 13475844514031460884
a: 6267854674169514200, b: 2635793301317129506, c: 15859746031396083724
a: 11012292355120220287, b: 12979023141802979658, c: 2671497985852328900
a: 4239167107692928371, b: 5365760170555784652, c: 13529993622420316779
a: 16701590772686327838, b: 13669468141108166630, c: 17213987889596002955
a: 1538056219040348587, b: 14525917692013964573, c: 18231904489242032398
a: 8129773516242485171, b: 5858852353347287053, c: 17610829453798564224
a: 16067240722199730173, b: 2807986192130279870, c: 13489302393076229790
a: 1194673679130989609, b: 10047438335991473228, c: 8163279646462679327
a: 16437076765294051669, b: 7063265370344150303, c: 12998500855743014271
a: 3141554314556203773, b: 1735999133491961097, c: 11419101761654627029
a: 12980108343225724332, b: 15442622873080559916, c: 7878305340612290571
a: 6299055663789482563, b: 16993316565003892253, c: 2991898407894373297
a: 15221529104714844864, b: 7022460624398477518, c: 2561791356691792772
a: 15485229484313418853, b: 4757209441817093309, c: 8990400514258004909
a: 3659176012357651379, b: 5662430323239525387, c: 10217039453101191234
a: 5110939153631646038, b: 17533792899082029402, c: 3902417286889470827
a: 7153757506884981811, b: 14715794717293356381, c: 16924680780840928073
a: 13812214954341747396, b: 5033547564264183266, c: 7755293851703612463
a: 1524569923670809538, b: 16974490287731135776, c: 14171117735757576272
a: 1922761114061100626, b: 17395280040084333853, c: 10873987885487119230
a: 12054651951675980224, b: 13498450928233636162, c: 6333595544938681144
a: 4357411590074700539, b: 17613840346138297885, c: 7645036257478392986
a: 4086251772414343165, b: 8931242840686730865, c: 3083136311713441926
a: 14367338822781478323, b: 1422340840801075312, c: 16056118979641342482
a: 558287765138726378, b: 3737506200225517469, c: 6751496693395118185
a: 9706463458971596564, b: 6994253646273410592, c: 12503985545995823238
a: 17239247620874800940, b: 17855404517570620787, c: 11730724715170882379
a: 17572847364108060615, b: 8588190900483835256, c: 10822590866623809589
a: 7800487075870450156, b: 8757776602873553904, c: 8811976981761239351
a: 16666019038924685552, b: 9176189790928090541, c: 16399065342205376012
a: 7410394405756687239, b: 16968544825239009753, c: 8249561581868886591
a: 473493365229500930, b: 14253430155037730045, c: 11928349806505763859
a: 15217835686626237367, b: 14604273407518483602, c: 3116630953738345856
a: 16226412742360939761, b: 1253674891671187707, c: 3474569116874927279
a: 1278936931161115717, b: 1051163980110018543, c: 9133480412986382573
a: 4184315765688978915, b: 17735312039805905288, c: 15864585224306568942
a: 16898333541634439920, b: 18311119082030270802, c: 17120390383816967291
a: 3338662859807269243, b: 367352399772524513, c: 9624117022253817780
a: 4231605844690039006, b: 16036166018893917972, c: 12541245642779572034
a: 6310920265890901091, b: 11771333641011184197, c: 4168941491048895698
a: 13833951378048932136, b: 2954016714759685676, c: 5974628750817894176
a: 16210372931615396919, b: 13910953027309760883, c: 15954229894032442873
a: 15012631443650314766, b: 17339523568982221766, c: 7614292811234481695
a: 989566722289473863, b: 8934915883314227558, c: 1678985616365675086
a: 6821075556828859282, b: 16574995017688018690, c: 9185084843715640847
a: 295437804728021163, b: 8470240019123187443, c: 10406649990580134297
a: 7949650255866518809, b: 8900475745555143342, c: 2504537190875895505
a: 7737730209355976013, b: 5680461338229499272, c: 2536485117226970302
a: 13078039079845815628, b: 10508368353014790321, c: 4451231762750111898
a: 17919917345093135741, b: 6081559175304685628, c: 3530852828625736673
a: 9408982087165167393, b: 10436646499339417753, c: 17278463134330800451
a: 10787127656513406826, b: 13081222437921046936, c: 16647928964107062939
a: 3257729182862117100, b: 551943436231199637, c: 10955849512053368266
a: 13284300187996537218, b: 14953089618775948366, c: 3131343366339733951
a: 14327816079201690189, b: 9989487879151193703, c: 4613035608137574666
a: 7266112728489765132, b: 13189701477442188156, c: 7942268675988807879
a: 10254607097771864378, b: 2050256351326036761, c: 13465748992362559046
a: 11251439863475661496, b: 13635549028692477358, c: 11654368940071672976
a: 7903803836907660303, b: 12787069256359180040, c: 6657544613283159260
a: 8535142657378804243, b: 4650100652389052274, c: 10744939228659813977
a: 7487570415350230680, b: 1895101886883822546, c: 3413864144349338961
a: 11781071452382771738, b: 6367325468908331555, c: 13022191241341714143
a: 10301847529885358802, b: 12324751253686959063, c: 76710434884635247
a: 16402111383663859535, b: 13863567534384667398, c: 7470011731648633592
a: 11232949733173845782, b: 8625257581931439055, c: 7132077648447877579
a: 29448078378897986, b: 11464197192831141988, c: 3428226511274263066
a: 12850678001369606015, b: 6753529973614751353, c: 3675849434292632731
a: 832730976028855803, b: 16683093809235800792, c: 17091017585356096376
a: 2304423013294557024, b: 536153191918666842, c: 938190319517716438
a: 1122852226301099295, b: 15589361869831200913, c: 2895683730620585303
a: 814949695692194401, b: 496055572368581334, c: 13164732360112999027
a: 13341622769444497448, b: 15872305381520647063, c: 9227776710618765028
a: 12699484566269676769, b: 7854443024974612569, c: 12383443737062980204
a: 10280534537158628964, b: 1502693623439663170, c: 6235737356818007399
a: 3636329127474283556, b: 7940158804231878016, c: 12244701284481527075
a: 2645800619444814275, b: 15674255743123613078, c: 3911104637550074784
a: 17922905387493012360, b: 7347229453761753531, c: 16670752590039757751
a: 7178192552121041403, b: 6194916095164048830, c: 12856026403368248427
a: 9248876195347532681, b: 7072518966402952208, c: 6108538327323015720
a: 12907526600944976480, b: 15842615319500886852, c: 4705070463385358220
a: 205539356978426187, b: 13274848673822280402, c: 12547409200090111607
a: 3995703909885202612, b: 6706846235169775679, c: 12859785771703231089
a: 2737751491850585494, b: 15709413991750869134, c: 3139899801576943795
a: 1822245764822346271, b: 17013086726129528269, c: 10454005948255781409
a: 9140633373877670423, b: 9851983873044788327, c: 3676948336592965715
a: 2890940598792610669, b: 12886500333246990367, c: 5499275935631668296
a: 3006733623215438834, b: 4175741267547142846, c: 16418428252318308263
a: 18237655209556783513, b: 5203029877419515287, c: 15708405316847351438
a: 10477570918271163541, b: 18428195187371848090, c: 738772100322802380
a: 12435442172736047998, b: 5458436505676214352, c: 16367165765611154856
a: 15129944704887959228, b: 12720247843318234230, c: 11516066925725758039
a: 13753624572352581928, b: 14291502111727768631, c: 13490198518704982604
a: 13806821478636680065, b: 12162801831232921030, c: 6655717194924584930
a: 15701438613560234805, b: 13203900930217463479, c: 12825735623337919320
a: 7942043285785981691, b: 2426031937874104743, c: 14494358558791346018
a: 6007926350814671095, b: 17312081113930670011, c: 16475293328704724031
a: 2500499572884427099, b: 11016304248186622477, c: 9405316054187282337
a: 16062086087453775247, b: 6957134621391585291, c: 5427699564794025861
a: 10145863972751059653, b: 5218531601501158731, c: 13440737822823390958
a: 11281469745081542583, b: 4689088353318044989, c: 1867652123157186977
a: 3176203213282826822, b: 17705273941649255390, c: 2724793711906045386
a: 13968782584812363554, b: 17655871207559196334, c: 6086633448670992582
a: 9738177085752503169, b: 6274804712283455325, c: 3071846664519054096
a: 8207619324832415992, b: 9191418704534432471, c: 1748806753398427659
a: 17641021095754162233, b: 15652971226532983172, c: 8634263392561299334
a: 1385672599265520188, b: 16772573207703098555, c: 1844668515529893497
a: 8911471747428085833, b: 8701748631604318612, c: 7243000200311781173
a: 1871514624523421419, b: 6308827970899091892, c: 1361336198596892180
a: 6279693268175978087, b: 2334654959028285495, c: 1048168639242594861
a: 16903980982502820060, b: 4199881016458508404, c: 17730838604302308559
a: 1740009404124968899, b: 15856956245433089329, c: 17925123374049191462
a: 9576138996683843471, b: 5231567445022679827, c: 7411387644776413007
a: 3542896328097996445, b: 1763086447122151132, c: 3470106711444677294
a: 13694158167579556540, b: 13731093876713262868, c: 6865370683919952897
a: 15730951698671384615, b: 16030572851104963430, c: 5686426928889629758
a: 1372569803574011572, b: 2639558570197967150, c: 6374269160604255974
a: 1683794665692970300, b: 3200040634176735239, c: 2533731811954318151
a: 7819377434138977294, b: 4130105147006744672, c: 16447409550380492636
a: 5650611630012295830, b: 11811496113406320999, c: 17418556848736756530
a: 12848644449988635032, b: 6884791901290552844, c: 8630413785116858271
a: 14754593356247795643, b: 30200352830419342, c: 10681086705110805951
a: 18361237019112970551, b: 15337486544806133113, c: 17338955781748866643
a: 13185854048013041316, b: 17897854890028363196, c: 15139165266856333973
a: 7808389550194468947, b: 7228103219572479892, c: 16466205589850525271
a: 220411024723004529, b: 8556934241702768654, c: 9808035927115500840
a: 9116475147673075893, b: 15030211738128081600, c: 9803551467464007323
a: 14755491381415858963, b: 601825845919235407, c: 9581798848721268117
a: 3505227132153618093, b: 778191444729398805, c: 287440839522027030
a: 7145752095910117387, b: 2228031799181270955, c: 3148531066939343005
a: 4780412048332542284, b: 15339624213761948975, c: 9213743305625456117
a: 15516848352565541371, b: 4589397064002120927, c: 769903263729624441
a: 14069582642463204762, b: 3588351293404420460, c: 16760804217441432374
a: 17654792666044443711, b: 18346671934819698783, c: 5481778947659556062
a: 8280986552414610328, b: 9427863348335633958, c: 12976734598338804628
a: 14251448677892497077, b: 16658451299259753948, c: 12592149995205934309
a: 12579082621004903037, b: 17958160571710792187, c: 13499895253338829215
a: 1934214520458812842, b: 9752610087334414272, c: 9063365481613431108
a: 2266253559156984889, b: 3583232779416061022, c: 17935730912673485550
a: 11117834293413680819, b: 16419731791706439213, c: 10569661932382872518
a: 465795367623479212, b: 3042629470205222200, c: 2182688301484458496
a: 17193361016562372384, b: 4345986761806679675, c: 18421530521097226852
a: 6792499221409402849, b: 14461189676743732092, c: 2132975370761010413
a: 285050315887485689, b: 1092966714085389329, c: 6888098384354707568
a: 13169698146529997204, b: 6222669938341760176, c: 2685038103438218531
a: 13189722598589878340, b: 17518776616356200962, c: 12895511074587385408
a: 9459796158280143967, b: 1006065875229897630, c: 14758167404440514426
a: 3877756623251044899, b: 17469155412319747542, c: 11016466266061675235
a: 9187387631984050362, b: 10776758256498822988, c: 1115722099769917722
a: 1344234010212224724, b: 11404923798899314919, c: 666368682039191953
a: 1519665224771269891, b: 10889935797428161348, c: 16553653622212054073
a: 6239272925056902269, b: 14265747032237550268, c: 4016962398415094484
a: 3199362932288204835, b: 17214050281112205301, c: 5042167998799113421
a: 2990356466174533760, b: 17244002283606621856, c: 9274168834348588815
a: 1086545275006484817, b: 15651295534062923621, c: 4450680159298087158
a: 1231538825686715594, b: 10475000863210455369, c: 2291836242941441344
a: 4883559192867419591, b: 2110216338997812582, c: 13525203128780291289
a: 8843131334229230145, b: 18156063552762984843, c: 10629834144504906505
a: 18142831649440724579, b: 11022359740551911442, c: 16947964018672438635
a: 13829499996936912774, b: 16588431210520814571, c: 16765459873297852802
a: 12899669063060739607, b: 497699582803499467, c: 11049629828692508124
a: 6003943434425177022, b: 10134947957610357295, c: 4698379195173195704
a: 13781271116110167050, b: 12395094621641919980, c: 7342002329598133720
a: 6607328477562242442, b: 5188127298798987183, c: 13219821387435347012
a: 7780845837413284199, b: 5624601605251852280, c: 2450825897960822142
a: 714518637594358786, b: 6849279101288437601, c: 16146986680951024017
a: 15825941948947678354, b: 18374804265599623100, c: 6596311730403244534
a: 12323846460543539167, b: 4745844444121580319, c: 12657023087747002998
a: 7193462508493055369, b: 11475063261003143080, c: 9024907389535940910
a: 15504104325339845328, b: 6321890318192329913, c: 10367130299862340849
a: 7453896326511488820, b: 10075757655203361396, c: 5923896827400513994
a: 2752269381213879733, b: 4764741857838640075, c: 11839316318400135750
a: 2793894048365509741, b: 10386379893296991168, c: 4766118650072676361
a: 6347960072526188060, b: 1877769815009169874, c: 8002937892065661213
a: 3488970861067191491, b: 14843809387351066430, c: 4753429064398101868
a: 6930087947993038615, b: 2213776831768531087, c: 12298077476974015681
a: 13639479130629969815, b: 2894480295667772633, c: 6152300114444022012
a: 5823618701915561761, b: 1079152045459538217, c: 9967940458823677124
a: 2777947473544722107, b: 3596430253234175159, c: 17279241396645319235
a: 11268439380431371009, b: 7308834254837981972, c: 4152328811042229921
a: 16552286983264951869, b: 2156234410457687019, c: 10202612946452772377
a: 15820643782221122598, b: 10473964003765478736, c: 14278208404799977672
a: 9923557048016253082, b: 9165759621824400919, c: 18052274573813124961
a: 8021630790387946097, b: 16222384508247691168, c: 10752457317114508265
a: 5086657964753540990, b: 10885338606531084925, c: 4455676292109675148
a: 13336341608097728133, b: 11631783745816742318, c: 9061661056101707372
a: 1329893763246481716, b: 16528931139243029187, c: 3460560074927674004
a: 5633350855104142915, b: 13047074337715492457, c: 11605871315271462549
a: 17396184950229910703, b: 7795069803427134652, c: 4420491497862845220
a: 4641043573616378170, b: 14904098435083772673, c: 8742566698210881973
a: 15709691879088916104, b: 18071916611000191506, c: 3187220362369203829
a: 8490331665732784505, b: 3600229115072992479, c: 11419334528070909454
a: 5714325126558912554, b: 213265580404819098, c: 8373552555169817711
a: 15110330488347397867, b: 8111830090521264734, c: 4497043291173488370
a: 1136229605186490892, b: 7504918526376980784, c: 17641380118946107397
a: 7532370198072585736, b: 3187596912291200219, c: 4630078959216938087
a: 10134867274735124537, b: 12312789981475662202, c: 1779406285735869731
a: 16562082648906422900, b: 16350667987001695404, c: 18351778872546758246
a: 5297541274521460267, b: 5155255618955118258, c: 17616808305804238332
a: 12672319602227385475, b: 4484530169360309451, c: 10274086482790916399
a: 4218823235705025190, b: 4344519689989500684, c: 6136924484516596791
a: 9076602873682423444, b: 7874043747014246212, c: 10106067194659164516
a: 11499797711022867927, b: 15787511593452024372, c: 7641520198297033955
a: 15391867909132230845, b: 2853817190029599672, c: 15880538146016967078
a: 2154564702170467260, b: 8287398000023335699, c: 745050039334031180
a: 18401575330255678363, b: 16638988130747661779, c: 18434754849195975455
a: 14253330976461387724, b: 2202830710964370952, c: 4237798067682667524
a: 12025156141943239777, b: 4220648049083503421, c: 4759792071671574980
