a: 7494372568737476051, b: 3572056170216725466, c: 14825343183991140873
a: 3387464550762428658, b: 16554700474430721416, c: 16924796842287540481
a: 10219134030016363721, b: 3664466123470111158, c: 12748394184652351322
a: 1368589798001785805, b: 14934221219907463544, c: 15435133281925012595
a: 8948722211923117646, b: 1594899234265411433, c: 9670441453645268203
a: 10572800944095321321, b: 2770357742363764173, c: 18228036616165408856
a: 3329423825070135031, b: 6329268883447576536, c: 16615728441240249960
a: 11346303231679611491, b: 9189179806653992376, c: 16350050621440966940
a: 6480502826349967486, b: 1872449739233289519, c: 12472142034325388183
a: 12934389943242023405, b: 18379821997016025870, c: 11937994489001668518
a: 18108178273277241216, b: 3228601892579730025, c: 7956661038606126160
a: 850027418664799700, b: 14070633953285366450, c: 12693505648601462618
a: 15813580209978840994, b: 13288724161704729954, c: 9045153944640825004
a: 18012480803076377419, b: 8751706474799901370, c: 2405442390402943970
a: 8086969190311120484, b: 7911395839498269148, c: 17299898540191651956
a: 3581272088961409330, b: 8893780778962900864, c: 2787839354977555397
a: 7852458810569681198, b: 7966304278624403149, c: 5443808438690127651
a: 13354937881358442212, b: 1072494642159463028, c: 15860208298900121251
a: 15778874323851406607, b: 6322249148545169069, c: 17198021981642441895
a: 13002230716238044425, b: 11802658332313935545, c: 447491399019737964
a: 13792754943005189396, b: 15803032911823396128, c: 1065548649589820087
a: 1930292495618515307, b: 13638761805722196651, c: 13228465389828410939
a: 12748841573699505123, b: 11017538452386332572, c: 9220724287010840430
a: 11330979131529494736, b: 5815837716511856165, c: 11861001908872095132
a: 7462771794246465315, b: 4299159548039555176, c: 2017074714483264683
a: 5069115790351081535, b: 12993586571076256832, c: 9386248452018214542
a: 1016101192015608559, b: 9404680290960694844, c: 18065603720958961617
a: 3447690355138485861, b: 2753916484827166166, c: 3779059758954594762
a: 17632778143012459411, b: 9832650238367696679, c: 11109400780068034793
a: 11170073313365782609, b: 14150385712709986310, c: 3509126618666915943
a: 8407604382334857196, b: 18211137583491017743, c: 13875671831238259457
a: 13880637022902506020, b: 11747187350868566761, c: 6970954511498105457
a: 7146285518616024728, b: 1196815753920891302, c: 6942078898315771421
a: 7871874730648982585, b: 12784860919154327622, c: 6833884455440578845
a: 9480725859085850361, b: 7154050701775462970, c: 18093604079487246959
a: 16883648499464646638, b: 13934800814024814462, c: 1169539727618337020
a: 3855631655108315514, b: 10319827578321644728, c: 156190523223765682
a: 14325467564835197578, b: 13260723685782062019, c: 1112160781076392652
a: 13205712726192772261, b: 992763335091477598, c: 1533900598734045925
a: 13304589995169323977, b: 10778184637198272255, c: 10546772078773689962
a: 4548369100899789499, b: 11559338589644675028, c: 12312996980048048122
a: 4734481634796892394, b: 16845589227756179369, c: 14255178678635210292
a: 543849831559974353, b: 9773828905578570567, c: 16727137277821056296
a: 15439875571040951444, b: 2877156378234802613, c: 16807101168772977389
a: 12304876170472713994, b: 3352556363018875429, c: 8583537928642600925
a: 3737293685278607521, b: 2421244864525774271, c: 17678009988586981812
a: 15167273464711637983, b: 4997820293285396814, c: 11783910754044336114
a: 8786184418354592257, b: 568810644848855062, c: 12564547681945359793
a: 15265489457875282602, b: 6818109922399847875, c: 10010107234202780815
a: 16221990488751118125, b: 14568058710877658029, c: 9338445931952968503
a: 8576617778045500754, b: 16313551781002571099, c: 8670851394824774176
a: 16806320166642983619, b: 9929492980803917903, c: 15044158882047273610
a: 7326784063351801986, b: 7611834130247729537, c: 300428389035585698
a: 16846152391542094371, b: 3513670273414349820, c: 6905315388920829618
a: 12180207025016723246, b: 11701732776492125140, c: 10311075697232976533
a: 4263435352450456825, b: 2697500237096721094, c: 1267142429930584501
a: 9131700885752582247, b: 3542790133195745543, c: 4470314955015745904
a: 1618103214221400668, b: 1983145725247916017, c: 7554991126526111532
a: 3818073404251567045, b: 2593457771202585674, c: 3286728712110381595
a: 15485348272548937635, b: 407880403384205636, c: 14408099965124458815
a: 15052521756817240632, b: 17439638324459786614, c: 14112392896486021035
a: 991443647505129230, b: 5050527347607831425, c: 8359291925742551341
a: 4862204867812508547, b: 16948625704650010129, c: 18065383578112568257
a: 15101505179564914415, b: 6068062904058472984, c: 12293341351821853291
a: 18230965918088051494, b: 17373561300785587740, c: 12375251771761827574
a: 13572247913427481440, b: 14455465565727535093, c: 3055360345874660261
a: 9516418156527940686, b: 979860993523661323, c: 16060580716386958693
a: 5236545680299104405, b: 9009440097841537564, c: 16045540621710442919
a: 16464805164228291974, b: 18185658595191152667, c: 2015943318966410391
a: 59331735265928480, b: 10812073185717575549, c: 15369224462208808705
a: 7167068510730317647, b: 15003118567112918891, c: 13520863899469160224
a: 130744770086386966, b: 17721246418396061935, c: 6480997776950548752
a: 17667609894859925452, b: 1635481988846287008, c: 3160929000738023602
a: 3754556776993579220, b: 8291868460080900017, c: 11197516319482064133
a: 7273095943271196681, b: 12837708520790010892, c: 11197068182305880240
a: 7127553957957957115, b: 16066196649383040177, c: 8327249073861429131
a: 6485036537227570927, b: 13739912031181941895, c: 1278493853027913331
a: 10111419629111862599, b: 735367232097551237, c: 14929923252126838738
a: 9510445123167564136, b: 8586909906286112023, c: 17206269004829118966
a: 7142767949579494178, b: 13525594957085446959, c: 12222630444524456491
a: 9526925303694430872, b: 14473602300486271747, c: 2453188597151394722
a: 7702459489123421323, b: 8764318123845245638, c: 12584418904416876713
a: 6383528483495407250, b: 15843999485430998630, c: 12348534522667356379
a: 17514204184722707103, b: 13342430486219011967, c: 1113762864437172327
a: 15222599171795529248, b: 1004394567068152164, c: 12085069303993927859
a: 2810822653788895110, b: 10243871029649745367, c: 15912800803264725313
a: 3588310422565722389, b: 12043162917627623917, c: 16534976349363452686
a: 13993937459670692954, b: 4475019061000005207, c: 6601483915346855903
a: 12924102718009308727, b: 3381915701532367332, c: 15305975502473557859
a: 13645169769589979642, b: 1456883001342513815, c: 5906387425023473268
a: 2157395237147387049, b: 18261187856084937473, c: 4486902505279246836
a: 14964403457786697382, b: 4919930688178456256, c: 6067262120936101346
a: 9508871188730416929, b: 13961928674499880019, c: 16602322138742646436
a: 2235779626451857827, b: 4177267388267865660, c: 16643545679742057752
a: 6328081031699309275, b: 641778586082674152, c: 2825035008600731373
a: 8405951668598272408, b: 3884454729756889550, c: 11665043763622702528
a: 14547929112033801332, b: 9203738748374917671, c: 2176091940656680162
a: 8522367081805376172, b: 6942466506570665315, c: 3599362985854049221
a: 3642353805809619986, b: 10125858070038679358, c: 16542524908126552961
a: 10134566336360379114, b: 13314141390733830490, c: 8642721400110855431
a: 13263614027505965911, b: 15612300452607035473, c: 10219493023422945083
a: 15588882166574051465, b: 16845757548790866806, c: 6136844833797883105
a: 5598986472092688976, b: 8575553277062207535, c: 3562326354410859941
a: 704865068589324559, b: 3546006043703348782, c: 15785352476568131988
a: 8110559943706206289, b: 4605554130137241733, c: 18436877682830499823
a: 7150329613005242415, b: 3471788143701408233, c: 18122048466599238454
a: 3056056259926459712, b: 13276295330040356827, c: 17483755752755025626
a: 11284369975349662100, b: 10740571305905988733, c: 10967787320926487007
a: 10981308626727683468, b: 1470308808479007287, c: 13948914741775762247
a: 621981220757599906, b: 6075296948838995941, c: 16283819644587259143
a: 3485153087670798245, b: 16962749361433803258, c: 12068392900278585624
a: 2408257943307064888, b: 9801517550819111301, c: 2567301489084167385
a: 3842411216154693638, b: 13698281471291897172, c: 13568663938491697274
a: 12229914737096968765, b: 14553014895502388307, c: 1713940566079242825
a: 15344848877685288056, b: 9630962930553249956, c: 2008650099918874118
a: 11999781715600311692, b: 10269175446222486268, c: 14208426206650559732
a: 1914930778511457438, b: 2397317190016056736, c: 8823686107955609079
a: 14599991850736072907, b: 13527313344632838304, c: 8714386467228194974
a: 14821466985546591607, b: 8494294466902784275, c: 2005192448099839547
a: 12098606134726556834, b: 9867011326922122741, c: 3640369330769962344
a: 1677136180426669074, b: 4319446089965996030, c: 17869373616061642446
a: 6615664189049789742, b: 6742362839399824734, c: 10478868175138234950
a: 4188671244272609089, b: 5257106199475891745, c: 14207270068589821145
a: 5000035295032645132, b: 18169706768809054414, c: 10882353139427214584
a: 15852352562277391283, b: 394246755270977925, c: 14244473071391546867
a: 1975357767500220644, b: 17215167039433334342, c: 5180291516481615288
a: 621465476341598994, b: 7362881748910635322, c: 13603784962989133228
a: 8398608594493245311, b: 14521453409454653297, c: 255247497845961153
a: 15143657796581233983, b: 15466696566796007739, c: 1584658241610030327
a: 2912264756507912544, b: 4646379638477974631, c: 13898985731721968620
a: 6184181018086686413, b: 1964288332586219540, c: 16140877591746906010
a: 5023200563170791207, b: 13242349505761792038, c: 6727901700451049004
a: 5243843260349601438, b: 3559922139291518686, c: 9220663591428960162
a: 17804190019007880783, b: 11767184033994875730, c: 5450217179920056279
a: 12232535665370354066, b: 16749993267585262304, c: 13502315080958090600
a: 10036585373649151765, b: 9740299756767989210, c: 16453751430781560185
a: 5808163424929955911, b: 898105745879347068, c: 14323124461179233230
