a: 13236000694311987635, b: 10699858490733110418, c: 6165150617699488390
a: 8044452454299840416, b: 18235794484222589412, c: 9860234514589262756
a: 15560273630931078180, b: 10773086097665927681, c: 3451923172665361433
a: 688587050453020588, b: 9538543481316211328, c: 8374085467696829865
a: 14539035219172223488, b: 11457746907626937146, c: 4932880809988022792
a: 13658306650172516618, b: 1008789580496466029, c: 18215801088851253082
a: 17481268768117301598, b: 11973423012783331987, c: 8366186429946814036
a: 1568573419439194778, b: 1114607745364038322, c: 1562406581127923507
a: 15705435952536299655, b: 7265778537788368748, c: 7468687411110307829
a: 6915116986668376283, b: 17192234652154539651, c: 4756778081232912637
a: 3558297055114142673, b: 9934327853282413596, c: 1195222704076401696
a: 2561118992322819361, b: 1219618248777659765, c: 16524270235841422529
a: 1403943383122691118, b: 9816844561253619561, c: 7429962178522396180
a: 4051613449269505386, b: 17799761090876170102, c: 1654428548389790868
a: 5902376121615424967, b: 1956202051807199073, c: 6464360468832489296
a: 5663972128762195309, b: 921958454540414650, c: 12296436570699452537
a: 10372345299476038813, b: 7861789693519008645, c: 14903230152043579069
a: 190356777932939065, b: 15370534748726026980, c: 6819720218183043315
a: 897509098652409574, b: 4007172171218242398, c: 17592312888483000835
a: 14464934842367817297, b: 12600705581552020087, c: 3876857784275621328
a: 15908482392967015408, b: 5546895483408675291, c: 14034400985721805132
a: 16208825398013223978, b: 3743210346475340482, c: 14566846256872472827
a: 14391824557017270654, b: 16723290102169291158, c: 1541720323021031574
a: 447841993696599705, b: 16782357126763324355, c: 10161837810889481719
a: 7778043664468255104, b: 1136102778641201792, c: 594884545420036649
a: 7775169314655841057, b: 17777292447182420517, c: 14650011086862977403
a: 12610613948900350594, b: 3366743788840527213, c: 15814491173462065914
a: 16555535932059023503, b: 4361294252935947713, c: 9657344594017252950
a: 12422437410608096290, b: 1259903102321376437, c: 9186258283829928533
a: 1340766907896126190, b: 496627444360327914, c: 17888865170334456396
a: 9051943472691415965, b: 2752020551049402745, c: 2340312271791423351
a: 654907514785266940, b: 15719887782089131928, c: 5358456562440058776
a: 17598380894100040519, b: 12136215117238588958, c: 4013829935926023975
a: 808284378937937589, b: 6458598977876840450, c: 5746734283984329246
a: 14364874771359608558, b: 16140323314860802468, c: 11493463981011830132
a: 2163142626844509932, b: 10351632582977250083, c: 708234097540195959
a: 15032544909820221486, b: 13561030946383991943, c: 653889451651742887
a: 5678904872800401115, b: 16149942776420328944, c: 1695808546296082
a: 6223825792789187425, b: 11848221257732152501, c: 5458656544334128777
a: 13345932384748269319, b: 2159121174969992365, c: 7265969702310428939
a: 16089121562474238873, b: 7060077540287621477, c: 16893706805354403899
a: 5951701511203148594, b: 9091822751538780846, c: 12013094089525030623
a: 1041272041273215451, b: 2864180517819098332, c: 7525457654603295816
a: 14832245131266527304, b: 825572895696100208, c: 2134373595105421305
a: 13719879125991312139, b: 10863136822259040638, c: 3113871885416140061
a: 15056380975961354791, b: 17972420792441155476, c: 290307037103506621
a: 865396322650611192, b: 14147127137341912585, c: 14981594172254640422
a: 6833033510291851088, b: 12956822825060741508, c: 5728759391741431721
a: 2737320146778470149, b: 10561543964318865862, c: 14632826441758003067
a: 13421226445954829871, b: 10171968717334146734, c: 17353860720094781816
a: 144109377606679949, b: 11468895110197740585, c: 3551554073112524662
a: 3881536007324982235, b: 17316675672673889510, c: 15549481623385409601
a: 9753924441944258856, b: 10184858763589925901, c: 12862865062958881576
a: 1279322582878409438, b: 18059185312605109155, c: 16098815520717866873
a: 10027758857892606819, b: 11812202028932198527, c: 2711059322133246280
a: 8392802006556335844, b: 17305530867552723675, c: 13622629067701269957
a: 6445655804250498445, b: 4873838065656493408, c: 7077474289868898759
a: 15594914098861688569, b: 12574884595832438733, c: 12660847127196057580
a: 11309855230070151820, b: 18133311764622485794, c: 2288147165748978565
a: 10952246514681428044, b: 13995810147977526129, c: 4847545317361436255
a: 15521866455862256488, b: 4865342817831423714, c: 1802847144172277801
a: 9694117401289161782, b: 13854965596135299396, c: 1424246089257764265
a: 2353466603747678147, b: 17531954413918226731, c: 5763382477908510883
a: 12997918661929320042, b: 3248436615893466044, c: 13789004436966099079
a: 18294968467325932281, b: 12103466827415984930, c: 17577585097872477363
a: 7189123850403588985, b: 5317776648512625884, c: 11937594294066730906
a: 12580438251807379547, b: 17021726341700508160, c: 10956300623705957440
a: 17221575728731907250, b: 9301441982473343492, c: 5681080508828558677
a: 12419513459150184716, b: 10738069386418034744, c: 12778350745724575646
a: 5598643014506822889, b: 10672840280867374386, c: 16146785259748005453
a: 15327099587745638052, b: 7381427261247000160, c: 11873977206945619925
a: 7977717496857941563, b: 14725984160942348960, c: 11282101141790701635
a: 9842661328619873313, b: 15256880186366024837, c: 14111186082388637849
a: 17973327992578501364, b: 16687532956078048934, c: 778190781098171612
a: 4541932798802721624, b: 18078895711727532139, c: 15088057112592018983
a: 8398835490438490280, b: 6338822829754161136, c: 5449705573458877073
a: 956916665235903170, b: 14466114647022462969, c: 12231766955073250741
a: 9432744288627492224, b: 15744702033490908322, c: 11693073589327011802
a: 16052448488008677421, b: 9176638740845828450, c: 2030920223848040929
a: 12103982619766443320, b: 6700510154352148543, c: 15183354199332141189
a: 15301686727699919665, b: 11598079535274544028, c: 16424998840376799802
a: 1360978228607765173, b: 17180261431022005020, c: 9574232463987775885
a: 6512389600636233621, b: 5612146438758986675, c: 8698079692063789100
a: 14085523239329847377, b: 11459887818424426779, c: 6599700196770067288
a: 10026932388579521285, b: 2675035644464131175, c: 13694208857225039040
a: 834511460031657323, b: 5215440021668425078, c: 12370968270085091825
a: 12773389107230819580, b: 10386409008840590186, c: 5966918640584437925
