a: 17101440608032312791, b: 1075361777611071915, c: 6498350640541667883
a: 14032975635341030084, b: 7716183632655212892, c: 15369137865541331713
a: 553732728492494357, b: 15736580012177745896, c: 16767380964573565171
a: 11825221519704789239, b: 5975168628583155207, c: 14715912312381660374
a: 15033437992007876137, b: 13027441770323571533, c: 17822462966151371185
a: 17598792819587895754, b: 16497048132987002195, c: 11315079494761312201
a: 13768307482977321191, b: 9895880621913695282, c: 16138366246799657105
a: 17848965290130464336, b: 10598178200655733227, c: 8447877207029691762
a: 5359231011706753746, b: 7224535150939879484, c: 3716823973586761747
a: 2980262783571235802, b: 16567193312578329575, c: 2026679323710868111
a: 4634221211785109749, b: 6105939278669835042, c: 11989518007914761653
a: 13054511678271120588, b: 8789376843564129411, c: 8503864604894040956
a: 9730887868570202202, b: 18162411178987936581, c: 2838746131888343061
a: 9870631318936648202, b: 14720468068253873239, c: 15558585317438446941
a: 13177979037708066321, b: 7543793118603681378, c: 5802680238136435306
a: 3448892968860918637, b: 16106551639373494296, c: 10719028860249127836
a: 3168133640566707474, b: 8866238177459583047, c: 9877127602244013667
a: 9407653944735695056, b: 11705508705379650848, c: 10050625153599517699
a: 6285451669924595941, b: 3228555155467540949, c: 13093853769217765547
a: 209790446380024942, b: 8974581167292296369, c: 9696993065374750807
a: 9098959208668056903, b: 14228814889665602251, c: 15097707902123009432
a: 18001328281964494699, b: 5258473593451102962, c: 7171213074399366262
a: 18157234780648418378, b: 9277039035142349187, c: 17596479056934859191
a: 18299202711035277379, b: 5658067420294539765, c: 4571503909368261676
a: 16274207475885186385, b: 11257678982663655185, c: 2029907582498291484
a: 7909394586415537911, b: 6963709192036180888, c: 14132704245227347421
a: 1085577922823868381, b: 1584574922258263544, c: 2407879342369663384
a: 3166962493369964359, b: 6469661661438385034, c: 17631131226691788465
a: 15716953984724061596, b: 9291118424403929358, c: 16031378527199295939
a: 1731707121961206629, b: 4762170948535490246, c: 5247611882554821592
a: 8414715583106714411, b: 9152882197339384629, c: 15064514967499477365
a: 4538984915436600766, b: 1657863331017076608, c: 4313930088191429928
a: 15103785914024330733, b: 4236580644247713823, c: 2190705281450624793
a: 9799549406508637747, b: 3343737245391249347, c: 17694491220505447044
a: 10192072035338163334, b: 13182850079637495977, c: 2880084944976249074
a: 14109894902893952426, b: 2814185071603434743, c: 5302538347545185098
a: 14766058742577299270, b: 855535690434716655, c: 14614955856488813016
a: 17122830728183706775, b: 12648313805371266715, c: 15663854775247200779
a: 9195895154664620745, b: 1160276500082054451, c: 5043481722601287765
