a: 11926240163108495398, b: 7762192760774855553, c: 3332210265281618857
a: 18067598840383780571, b: 13187865769831729395, c: 3332818717329115464
a: 7623937324043568908, b: 4638159281088526064, c: 2552428541236674299
a: 14522679944720538503, b: 1447978272821051598, c: 15959660163253989877
a: 15077598688831109277, b: 2388855784824877271, c: 14661578552822738950
a: 4453416622374231145, b: 12001667125123586954, c: 15588480563488164450
a: 134368720636733983, b: 16320226155356234005, c: 5891618185596199345
a: 9926907747667621327, b: 6649337707514431268, c: 2389185162646865069
a: 11308494509510959748, b: 6760004821165056670, c: 17176830050870401081
a: 9327973117278663304, b: 6316405599047374200, c: 10815682969150957477
a: 7083129796955808437, b: 16332396001081988295, c: 2488590324916887885
a: 16178715659454228750, b: 1258654515407077952, c: 4843164303736346867
a: 15698585536790876606, b: 7816333830423404419, c: 5268851802074257947
a: 2966606894337298971, b: 4334462309506622299, c: 9279416598889631080
a: 2782707740385665107, b: 4170666590171309918, c: 10304333273521317716
a: 2709043220273116939, b: 6503764505047591694, c: 16161222672309369661
a: 10580330946673661401, b: 14134241708932111672, c: 15609442026760684112
a: 3003933780538055280, b: 8665579330977333825, c: 4918743840786549914
a: 5535632830733306315, b: 17583948455098955844, c: 3683581297081355658
a: 6827977796270001110, b: 12412080975002595598, c: 17551666990293252318
a: 12518550241908764089, b: 13428005864485900526, c: 11796897023787934168
a: 3567752122119178917, b: 17426077819944910246, c: 8683222881454658147
a: 1926540398913401506, b: 5688553175396155120, c: 11312734044894421358
a: 4205189215472192074, b: 11632221907126963280, c: 10452234554939747630
a: 12699430492811244336, b: 15380862798912631355, c: 16974119070087124183
a: 15162771485581034156, b: 6493227365308824347, c: 15545848469102140805
a: 2098356953295882115, b: 9927621228621441974, c: 16673240118613999342
a: 15960813410476536136, b: 6726468024915450596, c: 9873471339220630854
a: 7109852449311957140, b: 6832542261365244587, c: 17025105863999647978
a: 13737672148750151465, b: 4979772822377201032, c: 2625613916473611208
a: 456764751483362049, b: 17287560084953772126, c: 13304751353899044034
a: 11874382823475706704, b: 2017263172701870610, c: 13187532735436134885
a: 909075609654816853, b: 9082850902384324269, c: 18427488637939821477
a: 9294720787532621989, b: 15324167090530599185, c: 9550001576607082468
a: 9252274155564934924, b: 1493296986531217471, c: 10131745038223664299
a: 14328941583535373607, b: 598874416361738385, c: 13963830909767785462
a: 2658326292535307555, b: 567312929419621075, c: 6747499156867547483
a: 5375092671879499715, b: 16418285544114378628, c: 5950045746437735539
a: 675284860795116088, b: 4765587902682335025, c: 4692603853033059843
a: 10872427709503871631, b: 3741282145700718515, c: 3550424742589232731
a: 13023409179654294820, b: 9834131556129394058, c: 11826593936219487994
a: 10518506456349996829, b: 35345539036665459, c: 1393020571850287954
a: 8206891451038733891, b: 13708587288308607660, c: 2594694791134493406
a: 4023419843571687235, b: 4531130527856362315, c: 11193137159197213076
a: 4668716111959844005, b: 16399180362090273385, c: 8996508442510746909
a: 17039125200910297459, b: 12582429384756279301, c: 3793549033833394149
a: 9156417327754035492, b: 4950713272696801838, c: 16899243437288351125
a: 4186550294721856118, b: 11909490284753883714, c: 17331535819025573234
a: 2632922883915146132, b: 9454973728007825214, c: 6854286081229357791
a: 3563465657242920463, b: 4027273506435532616, c: 14417436052428484455
a: 16465336250696695909, b: 2368938013123482542, c: 9897051154891481393
a: 7689370617013301306, b: 10952249847684631061, c: 8769172454507997765
a: 7477030207202279296, b: 8912850002186559697, c: 9511536049461962350
a: 12995983745752346325, b: 12506772238941779206, c: 15892718705600935640
a: 12788808654976412948, b: 16269007993731396815, c: 2190852486032932288
a: 5057250546491588220, b: 5545489644709748839, c: 792152252100997038
a: 13267096098091094974, b: 2812210888705308283, c: 6852793983852595535
a: 4577598061473413521, b: 2295533612217923332, c: 1644965492437729981
a: 11850628888102611719, b: 12125156495305707620, c: 64292124314602109
a: 16216750227777204527, b: 13920012012164085876, c: 11629581805442953356
a: 14518776981658296396, b: 3883319407985015872, c: 350815336420057244
a: 3856316817587481463, b: 15584219332525114024, c: 234012097630116290
a: 3431319684433287535, b: 4524654689100213269, c: 7502170701784902597
a: 3571437402255009875, b: 16621640213855703952, c: 14429129928122658869
a: 10844215370382930469, b: 11862353818869864611, c: 4207752088365032809
a: 15520131138024010556, b: 6217355569144820322, c: 628211440933238912
a: 3900840308075533831, b: 3964255268513809000, c: 7250072578184303003
a: 17561964608378308568, b: 6237029935927188625, c: 16315661596687099505
a: 9534124065560163164, b: 11091694221793662418, c: 2582540334738145784
a: 10828508868764408216, b: 9146987355941801709, c: 13423895768632114130
a: 17578866776722913412, b: 15794758490007012478, c: 11089532031399840654
a: 7033831231380920109, b: 9435974710951359080, c: 803914776251722621
a: 12220760201129411514, b: 9178694014497524557, c: 10141132883649580476
a: 16461837112678244976, b: 12237176408824192704, c: 8485166865154183356
a: 16155785754441943398, b: 14086316513759567848, c: 9417697552391965845
a: 4323419369731979234, b: 4279747549527806736, c: 4567659887454191279
a: 6908218159529351266, b: 1581857405974471577, c: 7508291582094960435
a: 6696594061026245968, b: 15155034334800170008, c: 342692374632413572
a: 605892085628366502, b: 8121075109238632615, c: 5853723183343672463
a: 8278442491701258659, b: 779324391819904788, c: 10151974462068147458
a: 7682148897433344021, b: 8087616230423463188, c: 195645661601368844
a: 128718510134452896, b: 3409576371563716246, c: 9263552836463652625
a: 1849169388099908984, b: 5092276502005764033, c: 5257806811055450848
a: 3980597695311625456, b: 6976980977396824464, c: 13842324611274913028
a: 804198460842492715, b: 2201570374586213112, c: 11059703606658246025
a: 386512362548677176, b: 7818692253697884184, c: 9003000976446170662
a: 16923543615233460609, b: 12792977451620459402, c: 7527879159826387853
a: 4235547813814069325, b: 7360876758969040690, c: 4885086388966471483
a: 9367590267629541907, b: 10640413433516889870, c: 6016366896589405630
a: 4914675784114494761, b: 13169398779281087558, c: 10494363641452054198
a: 17152329598977263728, b: 6639407520481250389, c: 5445431310492702686
a: 10705006973982703436, b: 8601091311368541075, c: 14901850031518994414
a: 3611831783630426432, b: 6357164715596260657, c: 17570738097739147273
a: 18348220632337407372, b: 2335470161785102997, c: 14670463222038493962
a: 6530922132906186350, b: 16199643668640150975, c: 15836727652784921196
a: 7753107499868623177, b: 8315254600010360994, c: 10999738606425271097
a: 14247539330659914811, b: 1619781914331814632, c: 371486736098786462
a: 2442677331278021499, b: 7109138067059046084, c: 16443420732489551189
a: 8310145756023324937, b: 16930325836807258077, c: 3575759107728592949
a: 13584587603338912858, b: 12955209855193170271, c: 1018850172993337614
a: 2153234002698377819, b: 14495255282199693141, c: 1861153274726129264
a: 12213428033290616011, b: 2540877832711469843, c: 8524060795531980670
a: 8936849025855532086, b: 5457294000140343974, c: 15050424150987665664
a: 10575653284996812980, b: 4233337458508198789, c: 12542959766409013952
a: 16657458204208176375, b: 7135168718705326798, c: 12829348465590822772
a: 11946499122819442707, b: 5310609123039638065, c: 8002443186025228982
