a: 441046846167051903, b: 1956761471554970100, c: 5737092809468982751
a: 7662056670728977827, b: 1385794043067323665, c: 7837375318358616480
a: 9069696731860532142, b: 4346043530541785224, c: 12426837983663081296
a: 13927060238807089147, b: 896489814033298882, c: 14856160613247298733
a: 16407591624792570431, b: 9989883815430335921, c: 7506010840440726722
a: 1626795940655843681, b: 10239485166998816464, c: 16365134904958843743
a: 15062722734522331273, b: 6245894311050157222, c: 15549971375570065532
a: 4728525781639957092, b: 11422717942709653659, c: 4401886542814002121
a: 10411675649226592378, b: 8106270236034956103, c: 6546373458884627748
a: 11024957899570478669, b: 16498268640228578357, c: 701808432493523830
a: 12925705276386211687, b: 17685516179298390665, c: 7010562958363985481
a: 10725746654254696306, b: 7370034571827965016, c: 13810811538634484405
a: 9675100805856773163, b: 14425553921430759307, c: 7759661242248669490
a: 6239398619817564976, b: 7951405792292293263, c: 14935137442341532500
a: 4201729766435320382, b: 15407350198815425642, c: 8716931599090990642
a: 6240492136064555141, b: 11411682068121172467, c: 6111622275221353127
a: 18101905158532248870, b: 11278665918698316452, c: 14823076901686411351
a: 16830714114859096000, b: 6926829920025586779, c: 12037700928646771138
a: 3314005690198420338, b: 13709696675180670020, c: 15215581318840846640
a: 4193204516230515147, b: 7845066881886013333, c: 17905448962269707919
a: 9871517971294980467, b: 17806824377921089107, c: 14135268178635495860
a: 12420501705311632008, b: 4377667415489627737, c: 3370958938110856792
a: 10003449897640243208, b: 8395100735450133916, c: 7555180308105222400
a: 14765886586485293531, b: 16153030472158087843, c: 18316457954059281787
a: 2312374064709613498, b: 11501836699601131118, c: 4432897936922519858
a: 8681516363796989734, b: 4452431761161615956, c: 16823714715421947511
a: 3372361740595683914, b: 4580900145325053223, c: 4673084836537216681
a: 10563705271635486356, b: 6118931447697827147, c: 16991169119784507008
a: 11639812636632487650, b: 4805710387277890414, c: 7504759412283042029
a: 17523850809767226598, b: 5059672922725553984, c: 3197322370241230665
a: 5361025684143169945, b: 1079703630630892258, c: 448995591893557561
a: 19953137403449547, b: 3624153525898855590, c: 5307920131118425545
a: 14511980667124345504, b: 2364979181435323663, c: 7269189781295999925
a: 13650029400123681273, b: 13065474266162328270, c: 5810607930929701785
a: 18036278788359450934, b: 9804900582747893691, c: 8001707967866381742
a: 2137680073811115336, b: 3262047109396343223, c: 824872878299206839
a: 14713145266175962274, b: 3296072494820469561, c: 6557405624252228575
a: 8945607702204022258, b: 13712804933312649844, c: 10821392207148696596
a: 9600334513399820943, b: 6181839572173776441, c: 3862747211162826736
a: 1170477701463770058, b: 11256437637445583824, c: 10755613475703087702
a: 4486216764117465146, b: 7348050075585203497, c: 13490645192499852975
a: 2780788054647209996, b: 7525636681321438843, c: 12305844676230652464
a: 18361472643096144184, b: 18426490736480829303, c: 10604911861144295635
a: 12121318622741026558, b: 4386451889264660877, c: 13705138433870249298
a: 11626463313612316749, b: 2041381587317758965, c: 8378815476543475145
a: 13177912032362417059, b: 4392805217761186281, c: 2807986749101085650
a: 15863235469156871376, b: 3626798627363631189, c: 12058986518287503339
a: 13969210357829675014, b: 2389481581436543170, c: 2070389361455427514
a: 15413633053171964840, b: 14640139583835612552, c: 5448023269333644397
a: 15885978999685530883, b: 8448761475967937586, c: 3077530837683108635
a: 8808689289308513856, b: 9522503214666919588, c: 12899488123736345445
a: 11894654133957692751, b: 11055286387396755557, c: 3735131606753572462
a: 12137244574393332122, b: 4814871228494284594, c: 13468649657003728248
a: 13138424553310814601, b: 278311028818971064, c: 5811407135963541301
a: 9542465752257999440, b: 1666151989603133685, c: 1191168637535037114
a: 11581676248266761006, b: 9333310910229417803, c: 16118938594432946246
a: 11767673341971050090, b: 15696585213702318957, c: 9113814308157955977
a: 14807839936781740367, b: 6072888994613027156, c: 9458882539817454736
a: 18281798977738144146, b: 6935000048810539071, c: 4390475978465445816
a: 6533793388851823743, b: 3217447491713800470, c: 6570350173124040178
a: 9643174776525917894, b: 10150017191111684390, c: 4793327363238901168
a: 13880711607593236562, b: 18120419724417180419, c: 7402331151316452464
a: 10199613712669906723, b: 9733326536927329630, c: 4732365988889411462
a: 15306343003993257946, b: 4672848930188468167, c: 15090361223088397186
a: 6969106890804602409, b: 16017686646585716295, c: 1597523835729054552
a: 12829263445908679151, b: 14116402579665976409, c: 15073538392793242689
a: 5139225738885005503, b: 9868955411930484063, c: 12798722453887699918
a: 3716051484587458274, b: 7768600378544820110, c: 2589865532717846669
a: 5341844473583517304, b: 261221206855947336, c: 4608582630794314519
a: 171888518590975890, b: 5372022068003662993, c: 9476227342163700978
a: 14916137021333736177, b: 14411325255608503767, c: 1047035353371705962
a: 14072747458953205061, b: 10001693182988534568, c: 5491352946794658840
a: 3937377079858143945, b: 17580277936796790720, c: 18058056718156252152
a: 9557890091233896061, b: 5668350305129809527, c: 17465853106639975369
a: 845067110041466057, b: 11520509882147312602, c: 8126338765397277453
a: 4669666650271239217, b: 10898164052145660435, c: 12008617733045699258
a: 9689106547888449495, b: 17790336110472176270, c: 12213528632949306247
a: 12936243906058800339, b: 15393731387270027024, c: 4353137757545995991
a: 15892667732005018887, b: 12787299525777926579, c: 7580346150643015073
a: 16881375681795574776, b: 18228712853923633078, c: 136699356238310689
a: 7037058231448692755, b: 11283499031778267200, c: 14199096932684133030
a: 2297421319640689577, b: 12605807994725420119, c: 9407329736958093356
a: 15711479147304655793, b: 13273168805113422530, c: 18413592287466223801
a: 4532835605732019525, b: 15365800913975339835, c: 3235187549629042265
a: 16049625101976037215, b: 11093911683554034752, c: 12979259855057143993
a: 7564216679884917612, b: 3489138487104095573, c: 18274857727500141096
a: 12426338592357755070, b: 5617245427151048863, c: 4183702660134906365
a: 1559861850329593382, b: 15371149976518124258, c: 890888123156534
a: 8644916307098237057, b: 18391077449154950822, c: 11791349065853294139
a: 3238471860270968993, b: 8762782091470262399, c: 2693044721044678967
a: 18080563199882684314, b: 7733751148722989393, c: 7916633026484669500
a: 6389909336939054237, b: 7686053158191540914, c: 7470421775259982085
a: 18309505402301786330, b: 17167294340449622430, c: 14237123669095659209
a: 16054520416345580664, b: 17080117179705210793, c: 6094701613276851446
a: 642367018749550750, b: 2885535324913173267, c: 15474281955538056728
a: 2142491277704202367, b: 4676675109482740800, c: 12834176862571423182
a: 8747903470048943831, b: 821410716079737665, c: 4211261388962367866
a: 5131835074582752659, b: 8122075436147928582, c: 4342061378000956040
a: 12151247506803509030, b: 13781628679537889594, c: 13013230030268096748
a: 10451416805647981949, b: 16715645808885969786, c: 17267240667809895906
a: 2852476761174140306, b: 9960113465944972914, c: 988605197254176679
a: 16852646691534296706, b: 3472856335755655971, c: 16009787924882713495
a: 10540969582910272256, b: 11859901783919765220, c: 13066408715491013520
a: 9828353466945171933, b: 16147712663056030833, c: 17957777208701977222
a: 4271133162144250161, b: 18246127471175122560, c: 6352299524171877275
a: 2143318657252143488, b: 11036998321018524661, c: 16952013606306767591
a: 8279577888858057053, b: 11209039377350143626, c: 7212660494483237279
a: 12717880747573038286, b: 8328003257654369828, c: 4727672340999183401
a: 6821644519136144868, b: 6970696784277938476, c: 17341792347772424949
a: 14166448889488959021, b: 12747976115271782402, c: 11789550381326373695
a: 3453944333012448706, b: 2061355712243887701, c: 6629743679127972488
a: 15107104175084415739, b: 4670763611140856890, c: 13602031224775118466
a: 6545771178080389508, b: 9171916732058715493, c: 14491624635511209878
a: 11263435661661868757, b: 13845529779137471875, c: 16274975039231147649
a: 9957305097187249524, b: 11702277661448235589, c: 16510342182924440908
a: 10423246181284076007, b: 5532100857610564944, c: 5283033327969227104
a: 5801950008314573170, b: 2450372105455932827, c: 13903189219870500748
a: 15493138994118314437, b: 8129984051391579688, c: 8103797674522214719
a: 226794802780254602, b: 10015062385625776582, c: 4439994915670489824
a: 19044234005488510, b: 10613865471823174366, c: 10235092474382476455
a: 1294781908845994307, b: 15943827930723614697, c: 5099594937194307641
a: 10307193225556830235, b: 17279022819277510860, c: 4486723533884273747
a: 14706139885422768174, b: 3179097172425040616, c: 1876482595868248753
a: 3411089153818776399, b: 7355943656785145436, c: 15069211013173416694
a: 6197935724226360074, b: 1538106395356812414, c: 8264864525761958678
a: 597846255240074301, b: 5687000757636247499, c: 4362663861506075696
a: 15461957374430770534, b: 12918612958952466421, c: 4734335053488994322
a: 16405854639007753829, b: 5491573338947003794, c: 12179095550138084660
a: 4232197393578565006, b: 6295306331583939875, c: 17786172768647036412
a: 8904744087365934052, b: 15751061240962040607, c: 13812012697116490351
a: 13496155734955281271, b: 10855401392935611016, c: 5724523747394968346
a: 7942154208101318792, b: 12657033067654237264, c: 3498807127502771062
a: 6398901537795522256, b: 7640175521436495810, c: 4632932806158517586
a: 9062355472569075012, b: 9970789069874288113, c: 2715868877636045076
a: 10988219418023019428, b: 9397310044546016393, c: 8483723350776093102
a: 2497970216710892278, b: 10088762320482744399, c: 4432264816074160244
a: 5913831823903402378, b: 6233516029253271890, c: 4854902056854130311
a: 17058107355305994876, b: 8391035181446252179, c: 14891551516115726991
a: 14943297816802358161, b: 4283658832325599597, c: 10100417273140081296
a: 2192292110256716352, b: 1476827953669292191, c: 16254956370520419388
a: 6358634154008418935, b: 5423983569521472722, c: 8302895679825564855
a: 9501675019429842342, b: 17424762112176527913, c: 7172523792495338798
a: 9784412359520186529, b: 10929459024304080269, c: 4401888875905516821
a: 17018717549421890881, b: 18354428916577576232, c: 15727478811733124471
a: 3999060491096412158, b: 5044234135787493573, c: 16808612277204679814
a: 6252157470575606844, b: 17719536008140508577, c: 1730885581236755611
a: 6883538919193712733, b: 8064822448866232124, c: 9463148053123795306
a: 10558454789556939896, b: 2651189010180194132, c: 12120267081583626161
a: 1022924118437717154, b: 9549487833089486910, c: 12908798181496507197
a: 13720032123869481544, b: 15918306344118492909, c: 13607505595585543950
a: 455570300807218595, b: 1409232411513135044, c: 15930870462597786831
