a: 8621088092763552093, b: 16290953360935060953, c: 243590525522021605
a: 3197378188407014031, b: 13301362393045734276, c: 6559679581911671748
a: 4324695432678773053, b: 14277861451110898365, c: 17377695381480106937
a: 16881980368403128867, b: 2114315173660579850, c: 7155162416997465839
a: 17503588480925378974, b: 15343018150020434045, c: 12361663113290354106
a: 14704811949165491472, b: 10591852228019246428, c: 4976299755553642585
a: 6766880613015567568, b: 10327759497242611691, c: 11412687695234118588
a: 11092647210987437726, b: 3282479753415629953, c: 13116345263044679777
a: 6338583759718741636, b: 11133981845230772526, c: 5002932614305892129
a: 18242493491060477945, b: 13581969197603440591, c: 9897431755057285973
a: 9713500424500637081, b: 5208083052365460205, c: 9136646961890657665
a: 12960519760670233757, b: 1147416336945159073, c: 10665881696465943543
a: 1685782284446656746, b: 8912031231495719753, c: 6441631581382745729
a: 8305746986539407372, b: 4902988755289843369, c: 5604172465320294845
a: 14195853603512987578, b: 13065849777860687473, c: 12854502462379439865
a: 3884004561659574948, b: 7553276703499346530, c: 12951466212016706935
a: 15015903258943113011, b: 15779350162507393496, c: 6146872449540543157
a: 5420384191531842896, b: 10063799233000214404, c: 957118188913139907
a: 15608323499287520537, b: 5816900330948638792, c: 14792533021955692390
a: 1270774534204152835, b: 11795281945959019471, c: 1712031391798341423
a: 3837294364820802131, b: 13787237759607045532, c: 5848325512024418113
a: 16568239531988915816, b: 7686845490264165893, c: 7366221285203365697
a: 5875890619641774372, b: 4519092438057842541, c: 10593468816565185602
a: 6517558119900401281, b: 14878284087270029591, c: 12439834782439890890
a: 5681669975123692743, b: 11012117973775166427, c: 7452348638082865507
a: 6302005623152467903, b: 191602094633359955, c: 3760087434523948721
a: 7719093904805024561, b: 470923877124633260, c: 457999358143264093
a: 15079312816738582180, b: 7654594547666937130, c: 3909399984944009505
a: 4855454027938585502, b: 136359111197387533, c: 8407705886966667157
a: 6330862817122894505, b: 17282493278433493222, c: 14159320410869898221
a: 1452314699418107267, b: 10260994460571611542, c: 1735194220698891566
a: 91665420330959268, b: 3313512385759921766, c: 16481292488969497949
a: 11717286388163734152, b: 4247385652935991345, c: 13872781373113157696
a: 1809751099450735742, b: 18341105527884781215, c: 14008702756834027698
a: 1963566799288452347, b: 12564540566553541388, c: 16254622871452173094
a: 9760499700836834326, b: 11493420079786048741, c: 17034530786360073790
a: 8337916672146415934, b: 2877929674122432831, c: 18151873669029267282
a: 15040447709111260921, b: 5792341628994604665, c: 9723323866469575525
a: 7252170940278003125, b: 14114476588541022065, c: 1693503391019757021
a: 6279897690092524577, b: 5625244713654484025, c: 3174170841690520391
a: 709404101724300033, b: 16244783557276335514, c: 3790616241967708690
a: 18297347977419812893, b: 8463475181793400278, c: 12188408787192301593
a: 7615396610968063348, b: 7918424597128342252, c: 2053371327911134983
a: 667738873375848761, b: 16611138751740832065, c: 9410031976584465282
a: 14536384002110595157, b: 4953298716045665821, c: 6834284572157681359
a: 17964711824065600515, b: 4850686590102248205, c: 9574920251673954037
a: 6580877634458611691, b: 14190678262408423052, c: 6320309566163647202
a: 14917018798361867220, b: 17568755426870671344, c: 12677955942275791346
a: 17894607920550581122, b: 6526837951420386874, c: 10527649319981493561
a: 8916668479392138413, b: 14812219225853829837, c: 15171081971422798020
a: 10914709491164874592, b: 8283149850966827995, c: 14785423759455263295
a: 14057894495484248498, b: 11144893106053333688, c: 7581581634609791148
a: 10730127935406104979, b: 6020937496849796338, c: 13176338375421012940
a: 1177261373087305576, b: 11695628020509188411, c: 2210268932183403373
a: 12749434141117294849, b: 4568276459521402233, c: 14152543205608061030
a: 7862639772210768106, b: 18433028565406620565, c: 7885042044561853960
a: 9034909379862010225, b: 2757134763907988906, c: 14979853489112002502
a: 10931563355255219596, b: 7901436768372996514, c: 2376331128741562495
a: 3529394973273068735, b: 9241273702870029817, c: 5722331512901192834
a: 17563870328290631646, b: 2145509169282811503, c: 1818173201207124865
a: 6689042048833739214, b: 16908852359791976713, c: 8394425630190389622
a: 5618442148403582460, b: 14159220194014834510, c: 3467470157185315479
a: 586042515171600929, b: 8051979825734244032, c: 9203776473008967036
a: 15175843215360999384, b: 18164931010522953124, c: 7724834814026163760
a: 4675711810350538649, b: 8852099670207218280, c: 5265865485756023553
a: 489065929480407866, b: 5753539942813956771, c: 2513457834032029528
a: 10328525220049310734, b: 14244290310038039706, c: 4695445716805321372
a: 16108939338346519999, b: 12347769204908400632, c: 10609802883427962433
a: 4271204357611466282, b: 11744337354802372039, c: 9641843210768582918
a: 9838739020425130396, b: 15266666977964278375, c: 17488067684889904902
a: 15058083903929987711, b: 14469211860474524200, c: 6161033140255007054
a: 9632018646015679549, b: 10549496830062821023, c: 5495581045482730176
a: 18058998939912874949, b: 17432424760286850891, c: 14732898062817082019
a: 13685290761236440079, b: 3197225617240186800, c: 12234737607270364433
a: 6494563514157000014, b: 3418396592894743411, c: 12082396609708382702
a: 14591020014574647877, b: 1223202657867131404, c: 14217231799162595212
a: 2174570201623258791, b: 18213531886133682163, c: 6228956060540908086
a: 13032584779783476813, b: 4903361011896468859, c: 11230751368767735000
a: 17996889491784492791, b: 799274683161547265, c: 8515502328933710055
a: 10955156736789852448, b: 13750259315048796702, c: 17995252611494846527
a: 9292177752579901960, b: 14946442644871449598, c: 14618016188424092615
a: 13173717097587760240, b: 9392043760739588912, c: 14868494402042230915
a: 6531673756888438910, b: 5338846958142430827, c: 11686746843907216056
a: 11721786623099932572, b: 13311384536065637838, c: 9671990141620097702
a: 14689435100777359137, b: 414167286462310502, c: 16406737947028160958
a: 7140564443671100628, b: 4767071700419100516, c: 5050576703726572888
a: 6776103177647088095, b: 9289477897029599037, c: 6368840238721244673
a: 16949973859863301690, b: 9359361084126372417, c: 18167483891266459933
a: 10327580281450202685, b: 10056804663416597377, c: 8037493201529318726
a: 16389067354735717782, b: 11421893078496586137, c: 13888960917141099971
a: 3921843234326229636, b: 5841784751081590327, c: 11970402996020484470
a: 2922899088008894169, b: 16516823854823574923, c: 4598354690595994416
a: 8675093229630995913, b: 11890539767341865940, c: 15117374988500883195
a: 17985213614097377935, b: 11431563117002041518, c: 16184738832855587569
a: 12763081547633229174, b: 4939024233103961722, c: 14644772606869347573
