a: 13866391518821997955, b: 16126633109388444286, c: 12684110963397354144
a: 11750898015228434251, b: 8944532728426505477, c: 13651044997800335493
a: 9222822180078909782, b: 6639999817037892517, c: 3750817148316546820
a: 12518290872467071316, b: 4827152637717501732, c: 7323381069622580543
a: 1528394108477555163, b: 10168484583803483733, c: 2649957650789911604
a: 15792450755812084115, b: 712390444223950340, c: 14281438409340088608
a: 14411279242796791183, b: 18151238525965047176, c: 781288847738514717
a: 11688965408687909010, b: 7875170134733990389, c: 2543870014447385822
a: 2361706170747743590, b: 3191434405619403887, c: 11711651435113200979
a: 16987191446931005757, b: 4458247678390155592, c: 13916705268298748288
a: 15470768604271878150, b: 15252087744212031957, c: 1039307670254451734
a: 13619469271063885726, b: 17171177234165701833, c: 6132744341570804309
a: 11947147335990926533, b: 9272725572064680503, c: 3982664118834083567
a: 8962206793430452936, b: 17652725696840273659, c: 6663805902694208920
a: 7203908581822141827, b: 4787844611891400730, c: 4720767601362791242
a: 13535627452176170777, b: 2375747211486248078, c: 7847915354400930541
a: 17442574015867539616, b: 14940731591265198604, c: 11050343237413914543
a: 6213976762977816869, b: 1290725554129098752, c: 11327800704582618027
a: 2126418675430776986, b: 10228878652365036141, c: 6114009786633572794
a: 4878790580515344063, b: 6482805397305655125, c: 3049950279477122059
a: 13156420674666316957, b: 12533553174156203066, c: 1382210691165105344
a: 14138346285567744722, b: 11356151825546316281, c: 6071752821916913971
a: 15556440095730778901, b: 6009910439579621778, c: 5557273696476688343
a: 11373342905476412674, b: 2781423766978350254, c: 13426773575902372769
a: 7497618309927514936, b: 1287492289701586409, c: 3655962296306166623
a: 16051228820001996203, b: 17774405015163005266, c: 13160096586669924463
a: 10321096584627203622, b: 7381706000918681143, c: 17293124706631434068
a: 916721968974118201, b: 16018522913101735901, c: 13630716832690238715
a: 9785551730940413034, b: 3528894356977408869, c: 12945877569049208774
a: 5747475466389831240, b: 11437788554843608054, c: 14985300696995073318
a: 9424585347632209309, b: 10858829598581220257, c: 4081257994109989589
a: 14423441465226529262, b: 703431296003617322, c: 2294018092217016666
a: 8804176269372152240, b: 7372562406472698451, c: 12159626675516937385
a: 9595964219380240873, b: 11619400547652598358, c: 9814911992963858617
a: 14872902112545235596, b: 3465747896055053205, c: 10965544490549962248
a: 12832221430856565424, b: 12307515785276977138, c: 804138383677425878
a: 2756984070678525263, b: 17744616023490129902, c: 15070404274049022735
a: 3686323930323610257, b: 4194024483732188960, c: 8538680362022683797
a: 16963334166063914695, b: 11894075030403144573, c: 12780215090305423019
a: 7043090740345513571, b: 13576247681541473410, c: 613323188299542497
a: 6522146026002841578, b: 14889967010637838550, c: 7882981314876369340
a: 13664533035834525331, b: 13275689068399744884, c: 12319529175635616793
a: 7649871883733945733, b: 846802612746837137, c: 2404255467512167092
a: 4812916872883183452, b: 6373996387398966471, c: 11095652311196823851
a: 13617984901251177947, b: 235649735075838709, c: 9707596051863334874
a: 6896222082397648672, b: 5803582984162560813, c: 1999684295778382579
a: 9359212429377384535, b: 1923691243143193335, c: 10250815889770786694
a: 12870868010715194573, b: 6312486362212566183, c: 17489679101342358677
