a: 9960338563840286948, b: 17031538178746458325, c: 17979658628886333164
a: 18286649966993778299, b: 4214528813913104111, c: 9087772600937313116
a: 4190503426701704716, b: 14523000694790360387, c: 16471335749693596816
a: 163217454822562340, b: 8918436785624683374, c: 10343492139552474331
a: 15360940539782216037, b: 10414746674529555618, c: 14495472046072867301
a: 18045277477792347858, b: 11238570248851250983, c: 16669302805734661390
a: 2621612014831302847, b: 673427975733743536, c: 14051281546504688406
a: 3831771943309536674, b: 7942372078316386140, c: 3619805613425418084
a: 11230969033016722715, b: 13594948991239550160, c: 18055220147351520356
a: 5688594569288710584, b: 827976401850856217, c: 14338208967295410404
a: 3356237951106305380, b: 10338457402133015080, c: 13991279618472197699
a: 4060696680028915849, b: 1868606397780090774, c: 9659435565989521587
a: 10090751062340874485, b: 8213948979937971013, c: 10915949732540227270
a: 488593318652311100, b: 7580750986046545197, c: 11772095255307690586
a: 9911901135469199142, b: 5319570345336841181, c: 15009509356009332457
a: 12687235749779367549, b: 11043002155348764321, c: 5900948581615375728
a: 2422851621735631604, b: 7701484870500748470, c: 17751428476772208018
a: 13043212436040319384, b: 8792682616844545012, c: 1319922552275165463
a: 1465640207123144490, b: 3848343214092608380, c: 13095150733072246160
a: 7835354316009431929, b: 9887243670525176843, c: 14088523614631777774
a: 5064405472459646736, b: 4782813974488681978, c: 13975033988627829991
a: 6208894527457551702, b: 11268445911470125524, c: 9542300396758270061
a: 11500149920748832709, b: 3759345469748248606, c: 2480493160176332278
a: 8592354542002459445, b: 14981340575389632919, c: 2997034121265410608
a: 6048893448639681860, b: 13475025638947120816, c: 8770926963046723064
a: 4133684779500637283, b: 17122953813693058437, c: 7693238302339664932
a: 5922086222449920793, b: 6699301934458991007, c: 18360885618979745152
a: 17956974624918558294, b: 4829357405475075308, c: 17494255765742427501
a: 11212165057220362249, b: 18138032438597189625, c: 8521501754912643608
a: 7560633001920900345, b: 15307256043741770959, c: 14936335056309054145
a: 8198756972016136605, b: 8605307020272798347, c: 12941464328399695515
a: 5954967202623650955, b: 3874265034138009123, c: 14444951179166843820
a: 6257735267315169920, b: 3194385222144125301, c: 6955520303540933694
a: 6863477401119922992, b: 14411278948858072484, c: 2616169077946123507
a: 10917645459440038099, b: 9467143259814305924, c: 13264351668807746710
a: 17199023803549029295, b: 4329019363515259613, c: 7082358267507728455
a: 7751151267013253440, b: 232493130376232667, c: 17568899458264940178
a: 12739443487272043489, b: 12026265937206473348, c: 17296412163149296484
a: 9660691645705654188, b: 2595035834475362850, c: 9177781578546108678
a: 15450624340350704905, b: 11248279524233989809, c: 14475794051753008128
a: 14403633531730099610, b: 9291449402437826717, c: 17137605501253881970
a: 11857731700574043265, b: 17965635864244823273, c: 10689788179934622537
a: 3834443324503579702, b: 17925592169795217271, c: 7624192857967412943
a: 5278263849249215783, b: 6734191921642586258, c: 10090999857805385845
a: 2008078988565649239, b: 7998745990458858292, c: 11943195130489047744
a: 9662872053867840685, b: 2571969689603541924, c: 8637731333250476418
a: 14256721073714747738, b: 727482677281474043, c: 14913501115257483569
a: 16269648916004443456, b: 1382901197038851479, c: 7076405779236004423
a: 1622004452628753617, b: 16546274523502397627, c: 4806082339360264707
a: 3976460894291107432, b: 3758988953212771632, c: 1979156230130989450
a: 2367359028340266895, b: 7145123040307692690, c: 9532596385955279539
a: 17533487379323434997, b: 10883355464945128360, c: 16989712693615327581
a: 6698397019734222974, b: 17828843238303669774, c: 10182496200309605731
a: 7082917650250641067, b: 15204856935379156657, c: 485157383212790939
a: 4147651030894468727, b: 11892768734860570098, c: 796116481466046443
a: 11225763056756334296, b: 9277556759404587891, c: 1019757798597766473
a: 9932850298663734137, b: 9021085698215718141, c: 8451232632740312219
a: 8539405710510359855, b: 10018882469541864856, c: 3817002766893257002
a: 14218908587096413448, b: 11525297448128269199, c: 6581487425015443519
a: 13926949732114564078, b: 8471775003877006820, c: 10874107079202667133
a: 2847162380707773032, b: 11079775690698553697, c: 398046422234162694
a: 3931549171809584510, b: 7919144760476230141, c: 14654233291843909872
a: 13247620277291025238, b: 17283058051477976758, c: 6830720888139326618
a: 11821889600879676068, b: 5709311555334189794, c: 244805895064477379
a: 9904034028406406371, b: 1457977954203681690, c: 10345169978341031437
a: 12156418828367222803, b: 7588701782951808579, c: 15553936870724108937
a: 4774297181252431055, b: 2790430086119598761, c: 6755150937301285854
a: 15614901396092200684, b: 9322945724792659430, c: 8061791828558436700
a: 13101928537466729406, b: 14647352593387565456, c: 15322575937180034710
a: 8238033472557677365, b: 12197617012341626372, c: 5859917331899941773
a: 5029983984437778026, b: 12272513267321812290, c: 10888746625221625680
a: 5877869802806424380, b: 9215024484874719981, c: 3696607756412174839
a: 13238022570079235548, b: 17834100626566128557, c: 17038866038466949368
a: 9496016075234761138, b: 11795118005706752401, c: 4702193076115674538
a: 16088136647195098633, b: 6282077795288584198, c: 8689664243600876990
a: 12251506145147396110, b: 16406661559463093484, c: 12178175274415299057
a: 4415974041498630530, b: 961469476779270997, c: 12477200998231821218
a: 17829486725098698287, b: 12258319059284143542, c: 13415589730527354761
a: 799638042677093008, b: 69035378971149434, c: 11096009017265158320
a: 7750894669056471066, b: 9577775347718190374, c: 9655452322861467692
a: 9124404004403264159, b: 845088752779125497, c: 7789129824792680377
a: 1196838434593009486, b: 2762639310936096927, c: 10746418709675190488
a: 16561997469538795707, b: 6977045049763390101, c: 18202636370227561079
a: 9389718752017566405, b: 16083511098316637513, c: 8748180511749030523
a: 6595878852097200297, b: 15448387631794691268, c: 4574718991638741026
a: 10166559664702054714, b: 16359119634102234724, c: 2604594428167091280
a: 9410426102043316317, b: 3062844958591468369, c: 15670502514936188933
a: 16455786664422562985, b: 1041241971912400868, c: 509312908573344156
a: 8595830431660662356, b: 12366129444530435016, c: 3654019356283082520
a: 10271638928638241312, b: 8966945524110153893, c: 2433073231975956695
a: 8631585357621028974, b: 1639654483841272510, c: 16920367003208270256
a: 3512229866686796773, b: 6618445795384028598, c: 8830361412309774522
a: 14964920859667651189, b: 556296524013961244, c: 14344656293714883303
a: 16323730120551126529, b: 9581501716271266430, c: 10035136565031313797
a: 7213522540798477122, b: 11401705910789664467, c: 9532082663774126451
a: 6812575066582213450, b: 5308387391118299791, c: 12638686255336354143
a: 18166843026556452712, b: 7089624971147595779, c: 6131114094208305207
a: 1499667874796298842, b: 15945484772878317417, c: 6596642200093679687
a: 6637837310975317893, b: 7921810919398054329, c: 3864032796023628672
a: 1814511780597045249, b: 10775339414366815571, c: 5881187743703803251
a: 3704069075997055456, b: 11427165793278749761, c: 12315219174012339749
a: 13871000750915429420, b: 10603692162275289573, c: 11838861399691818757
a: 9941417816940076587, b: 5237857451263375413, c: 5674621484908982999
a: 11169847811192865874, b: 4242902458172123641, c: 3496928939521503954
a: 4291234276386524335, b: 18400276491215874277, c: 5832026280417740143
a: 4063796262432332117, b: 17697300245920114845, c: 7192371183314744865
a: 10791038685254281543, b: 3385124374786581578, c: 4785652432099855465
a: 13866427522830874999, b: 1702359332897820740, c: 9305332773954753220
a: 9710605134276081246, b: 3915492962230704726, c: 3006949091414929584
a: 1381926761894980783, b: 14181983020926408780, c: 8022532926148670133
a: 18255448459512584668, b: 18095852215777860876, c: 16500798522685848237
a: 14177541613692374, b: 15480024891602886745, c: 9179208181312330958
a: 17659625010980706438, b: 15982305779838647264, c: 13533426645845027474
a: 9267273845728016369, b: 6454765746535979414, c: 7568012631920975
a: 17357033324832210361, b: 8242918914703827559, c: 5318774328733732624
a: 11887557296231960930, b: 7709976204081643002, c: 12114244111556180462
a: 3945262746141809825, b: 12208287212655602838, c: 12088091393384716285
a: 16596187191224433538, b: 4707296934183105864, c: 18318741791029418923
a: 345749346112580232, b: 14416181145282225256, c: 4958875894830949109
a: 14906997701874577469, b: 17301980442889044662, c: 6320144595595462517
a: 5553392302569812368, b: 7715989279813287835, c: 17986712003857168772
a: 3340464620798566038, b: 11044334511157635860, c: 6981808997666935194
a: 4641510474254484751, b: 1002482381025945288, c: 13710263489984771429
a: 13621644288181552659, b: 13209234981278792659, c: 3958906071774557053
a: 416402597283969764, b: 5946243524545971094, c: 11326670455990323075
a: 8795955236087327468, b: 4017503855379246937, c: 17690693475618301219
a: 14277488638682030098, b: 5523069452667168989, c: 2085129528186442013
a: 15104752934379464533, b: 12674682050370071780, c: 1993445158014130741
a: 3832690985565292337, b: 4507306344734793587, c: 11279903963051486426
a: 10098950608820565890, b: 14991075973164147242, c: 10911505630287336674
a: 17304618751049503235, b: 8739950890877413386, c: 1861060133174530933
a: 14889193828928238823, b: 6127152700929288456, c: 11856948982459778423
a: 6270873709318414457, b: 9637081433781283682, c: 10826229646794533639
a: 1425568967475330459, b: 9416873107320791510, c: 13630891909021616269
a: 238764429631553162, b: 16878085652215619403, c: 2952944813757515507
a: 10289419581978452782, b: 7789615610576652913, c: 4424052596652347585
a: 16502131462606152266, b: 15102793643610681487, c: 2168059458294607035
a: 4723930740040500941, b: 7634643695142337756, c: 5846864213021969413
a: 10653141712957329762, b: 12804920030880062201, c: 204033336780939876
a: 12581745013512415114, b: 14574095466934803883, c: 13118601511666680372
a: 2674904284151796139, b: 8362854067600518132, c: 2284976966134179578
a: 12267423057423921670, b: 2487444099848570746, c: 5915327274422641884
a: 8310471724719976951, b: 5567651107682546515, c: 15977432867001433553
a: 8172236155582787139, b: 81971510731491806, c: 586832165024066442
a: 13071129934955767867, b: 1474482646043408783, c: 6924697050686835750
a: 12645422296192622910, b: 563349443475797230, c: 11941816337402541346
a: 14656009155854532897, b: 12520607273711013414, c: 11747509077551060471
a: 11851481469814216602, b: 4183179789977182197, c: 152672223327155863
a: 836709224105921897, b: 104242335397554695, c: 2357704706891773886
a: 10234659127833386546, b: 4249978779367998880, c: 12690231585808547570
a: 15919936143305293827, b: 14897295217206327822, c: 17747540430524848847
a: 408592940676192873, b: 10267908998130134912, c: 12564682078848574660
a: 4263087926465614659, b: 11291883528830591704, c: 12694181837865715111
a: 18399193117017153128, b: 7733207961197162494, c: 11306281017034572339
a: 7324494170400213169, b: 6791572500188578764, c: 15129133785997688604
a: 4619459336218002303, b: 10202980871305758739, c: 2806137539798660881
a: 17582334674198517343, b: 7945717357981886731, c: 15014967536713043025
a: 4953563669203311151, b: 7844825820265757816, c: 15600291676143448121
a: 1393101503513764586, b: 14916831214575824731, c: 13515283613910649806
a: 7858793708155362809, b: 14515139229328281329, c: 11659760639797080502
a: 10530718915182269946, b: 348461088375025359, c: 4213691649188131825
a: 4934083917214852643, b: 1939866049953386687, c: 9120338550719591512
a: 1292316043154162855, b: 14071230493401827398, c: 9908795800374680797
a: 13001224563564380184, b: 3871143206991390292, c: 9338301015845782997
a: 11087434456132240645, b: 13939355758728658932, c: 9866093187174107169
a: 13105855627049853209, b: 7572989507422846161, c: 17324676691555693124
a: 17042774726899116922, b: 7951242282118385153, c: 14975707464722018736
a: 14131745001197489248, b: 4499874095316585051, c: 12308080392315497194
a: 1591821319486476370, b: 1732539339140063670, c: 6821618956716684744
a: 2690131800897487364, b: 15567201914466195253, c: 14894242216285618447
a: 2592606881408554564, b: 13779252561984761896, c: 7064625639638703752
a: 15500014768531310262, b: 3625718641356516551, c: 10087207463370533764
a: 16589710004690261812, b: 12296922050878721096, c: 4119849277176544447
a: 6517543759745815315, b: 17827638512795427417, c: 10147254837303858602
a: 5169162235377623728, b: 8309835705571958002, c: 15564375489764628795
a: 5572460759307349100, b: 9645218262527852325, c: 17040620617114078249
a: 12278031330144234935, b: 12277909212019752261, c: 16209043703919368735
a: 15991180235203772895, b: 6863232337171527934, c: 4581344400836981545
a: 5171104428190127875, b: 11867565174457375724, c: 2760323183814456043
a: 11944050244462509563, b: 9071767249147004688, c: 12052246896189257699
a: 14749395219142476142, b: 10843427742742426199, c: 8700546311268477828
a: 16720538527565635089, b: 11931659166847817904, c: 17548011943687457252
a: 13171981375706484805, b: 14854509322144130119, c: 13436000074808422645
a: 3116837615905095180, b: 13941389939566922373, c: 10591442322782383031
a: 6954614858308624851, b: 5046599908727834081, c: 5678135241699919108
a: 15220946193251585559, b: 4215890301560892015, c: 16158070523139546028
a: 14993372445187947026, b: 5374688071468342359, c: 8267898707441218863
a: 17394240198611528266, b: 1440756175791441078, c: 1039031314043638838
a: 433908262432695661, b: 16606250824791502717, c: 7350046330884717941
a: 7321058889943215785, b: 11697848312786130973, c: 10128488698957499153
a: 10905712102597581354, b: 12139086044694246679, c: 10220803987823826771
a: 12430435588780058287, b: 1997978281470348641, c: 15100258697123817394
a: 4880261407026417241, b: 14350577692828754308, c: 18057824084288253706
a: 6525053305332294386, b: 3525121238179104492, c: 5068816831759726364
a: 11763909737010268308, b: 3058437175909509510, c: 12595774026904246611
a: 15340520905652818655, b: 5034987087385973121, c: 14040740093465411871
a: 596404580614382992, b: 5334215607094524190, c: 8706038392559219156
a: 4801110653595788506, b: 14300472116638333719, c: 16782992809592019487
a: 6259539757598685394, b: 16336206500666943332, c: 12681847185928930756
a: 10127218495507385304, b: 11348443705854093403, c: 16043676147057560699
a: 11842617203883404821, b: 16077487519043435200, c: 3155869765216724367
a: 11814482951582180036, b: 10018918364387813647, c: 14981740613253602896
a: 11129246880941650467, b: 13713619008128212828, c: 8852465610712801959
a: 13507160517392946110, b: 1427668990263621718, c: 15395195314029832484
a: 10621960965339500081, b: 11399100922666964756, c: 14267661461903997522
a: 11330371106701522859, b: 7509920869744047317, c: 8396129139074420002
a: 15704408525059792677, b: 14281886766758187359, c: 13992172207450439372
a: 10387625803126778894, b: 16629652893343155042, c: 12131449762833490088
a: 16862251794964443208, b: 17239449608137893801, c: 3622959121689476529
a: 6896293883767076924, b: 8882420437672438677, c: 2328732328006799805
a: 4723331002725622187, b: 13283161598321548305, c: 15586538046204013449
a: 18108895875190628511, b: 4028236861282804704, c: 10604684140950010849
a: 17730736636944702132, b: 18365625003392897892, c: 12196494345845953948
a: 3862681791002771074, b: 7158649818620699416, c: 6519369771709099291
a: 15965814888395226649, b: 15623048891029015644, c: 5878924554883499274
a: 6213767919664140001, b: 18088380996281283380, c: 4843865005217724247
a: 9702406312035320226, b: 11665236749648029618, c: 2897629574235707703
a: 4224434297578989602, b: 3408132186952793976, c: 7377623710072612309
a: 2084730029445958542, b: 9903861052339828758, c: 14679356990683076268
a: 12198451290654748931, b: 8915242367280986391, c: 13189796807325317064
a: 14978676536002805006, b: 11479466833591906393, c: 7628616603738575214
a: 13726423396462665130, b: 16941896494412111434, c: 4828186427827770030
a: 1572065190129821594, b: 12777442391459481621, c: 3063520866259212659
a: 6367498282715188071, b: 5879256538246546230, c: 16030776738146798607
a: 10071700406639733666, b: 10441743233408508600, c: 1063833235801728883
a: 18082581556197632018, b: 14167552780519981648, c: 12480904607108991324
a: 2934077324850018219, b: 8868588412468560844, c: 4848148652279942739
a: 17225644252593052663, b: 8365593863464961777, c: 8597600739300089991
a: 6728133215376466482, b: 17615590173546053006, c: 11956132661191963076
a: 7654206909838539887, b: 12521430419815656872, c: 12426767214064824276
a: 3271448044911661460, b: 12051567889045579401, c: 4603426683631330849
a: 9964425858313151270, b: 8878925325158206945, c: 7516906458015982114
a: 1595250746558826789, b: 13263794147281344314, c: 7580322862985879415
a: 4905379865098425831, b: 8138413932594558431, c: 6266191227273633879
a: 13741463365679623915, b: 18171143269796483354, c: 13903391773210187745
