a: 3997296978808136934, b: 16541299931705851289, c: 4237049844535210644
a: 12500871068198390748, b: 15343781236393787207, c: 17919354134367141640
a: 16331102746920104736, b: 5949265597912036551, c: 7070020610197314936
a: 16570990999494002944, b: 725722277086617167, c: 12574455637155602110
a: 2592549523366979064, b: 8166077601422982583, c: 396628564668417667
a: 14809228430659661989, b: 14731210816446388264, c: 14962435268384517975
a: 16727946500133656657, b: 9628933867971425905, c: 11575262396739712180
a: 15673741090827963462, b: 16549209795296701559, c: 17891058251971214148
a: 390709977243831968, b: 13725603218505105309, c: 5064333877208491099
a: 1306389467167648291, b: 8488275886268716183, c: 14577112827041575008
a: 16422549812542624459, b: 597857922452138128, c: 13927274404035641412
a: 3591057487467062788, b: 2582371386263731296, c: 5189342580529132364
a: 11816930066589007804, b: 11786958105119511638, c: 14486001969562804498
a: 3133338011871498986, b: 6376961351220613222, c: 3282996185489709731
a: 8198897373011383895, b: 724030610514510515, c: 11411713214731089821
a: 6754605096671910339, b: 13468493279426275675, c: 12591203201702377054
a: 16005061724631261563, b: 470839044684674255, c: 15724009390737420128
a: 7371165745077942441, b: 8274296243381991160, c: 356882847789455023
a: 14532039760616833111, b: 16450474613991778028, c: 14291545134999238544
a: 6558517143098120475, b: 13705157958780246611, c: 18439666073449014326
a: 7169851755894924444, b: 14093252488925346805, c: 10527672271316053408
a: 8808691957661683665, b: 776757880143854332, c: 11634711339176532516
a: 8397089166425385790, b: 13248862477031900060, c: 6276102667826279283
a: 2026364204311906731, b: 6897512633784026814, c: 13691997729126338375
a: 18004179605102861524, b: 11758185986677548256, c: 14665868885165134542
a: 5165610147378843501, b: 6785217836388688767, c: 14425939237497687223
a: 1183329817136009465, b: 12787209445048961469, c: 2312837611104692550
a: 14273595447631015428, b: 9276707962764016374, c: 17953084344225616551
a: 13044863713325479944, b: 10803212414712575942, c: 16259219044362511539
a: 1417520994716568668, b: 5111142882498827500, c: 12496024239296366095
a: 6805461080244303710, b: 6573407338592919046, c: 4366081699953429277
a: 15657607355725526388, b: 6070140422722459822, c: 13862123688685160514
a: 14079877482016172730, b: 5136152490810145563, c: 14109955811657628190
a: 17696552795811394154, b: 7648945063610540054, c: 204436441577368935
a: 3933022649662923387, b: 2849068328598079765, c: 3296948051999503432
a: 7977583921382346552, b: 8630888053864218787, c: 15127629939811803209
a: 18174972933202871378, b: 17239434536197996373, c: 15883847556093875165
a: 8252629138884562986, b: 14782505997307270553, c: 15823817353509628204
a: 5596333901166421903, b: 3217753076332251408, c: 14536685270924549305
a: 17933515047040937634, b: 11143431441749202663, c: 9877698855332505675
a: 10194626053307866308, b: 9066517983397862246, c: 9351253884638378356
a: 17975559057592131690, b: 8937066829407816466, c: 3654983707977440143
a: 1622559574680493222, b: 2482348769846490992, c: 6754563659966537104
a: 11436639957603955784, b: 9825132104635526496, c: 6738859757290294311
a: 3866554786914298544, b: 4346566420963853973, c: 8237004356277635256
a: 14767578740446596481, b: 14242804769198162912, c: 1080640478793386359
a: 12666606453091104376, b: 9895121544557425294, c: 6353482684851424752
a: 14311157952088476487, b: 13816199869171380157, c: 8984592297009496180
a: 10602588748604194115, b: 8784387063929403828, c: 12485105591349820144
a: 2819163459597366743, b: 2433939668703374226, c: 9152145643431842749
a: 12719595654376039905, b: 6893641145118761603, c: 4645114172360746620
a: 4389583942645793315, b: 17232727380765659808, c: 2504178857606262038
a: 15538144924927433796, b: 9891995206289565950, c: 16879738317674373603
a: 16579549895937948125, b: 17275672928844467405, c: 3764531293355356219
a: 4159349752884165597, b: 15125956655573078800, c: 4428139988237495741
a: 9912939810924606572, b: 11645249352174984647, c: 7221801475423352264
a: 17605972478819004397, b: 5226120907576722075, c: 14475142614357566417
a: 7380373050396511151, b: 15108042363778016441, c: 11583776322794864662
a: 12094513255132629850, b: 17170102802890789365, c: 7113831452316814019
a: 12710804705924795546, b: 8268419269563469975, c: 1328323860032819472
a: 1136603446882782147, b: 12304321438603369056, c: 449041271981482290
a: 4808691624927134992, b: 2075580263069461643, c: 8425446568460179965
a: 18052811134468314861, b: 5708517261187553037, c: 17277597305606880736
a: 5594510843831006971, b: 14195165333368669653, c: 7503106178222213255
a: 15534694006473506783, b: 3595847125680274310, c: 2368302813508924139
a: 9489880065217466613, b: 1067221309008640431, c: 5626819206778109109
a: 15089816416580029163, b: 2319628049674767202, c: 13743714070741525398
a: 11331552669221250370, b: 4352176886664809575, c: 13571496837536002134
a: 1419260503725731479, b: 16153548175680898257, c: 6118305677425024876
a: 7226725845564897933, b: 8699662574777564009, c: 9041823719705925947
a: 5335693911592857858, b: 17766565249226566181, c: 4295393273999163228
a: 10433198836415541998, b: 14434451645452082482, c: 9194253288285083020
a: 6390670621518926226, b: 18293908678544897656, c: 15488185897709011589
a: 1603979248330807467, b: 13180676500680306027, c: 624812612787726678
a: 3850286651077038131, b: 11597609404861673737, c: 51441498963697944
a: 13823943978914493241, b: 8576811028066954091, c: 10894445632907012807
a: 4693682066445575051, b: 13317879665681134434, c: 11399792510200704456
a: 3864825786185316399, b: 16008558634436575360, c: 3782900055547224028
a: 1736867993527388327, b: 7329212198131109747, c: 3062131147949881159
a: 16677186700684221210, b: 4759219827887022681, c: 7730557945604183705
a: 17676569830826798171, b: 9184051277516205634, c: 8696919957106456231
a: 3920050024926012976, b: 13502889099931903879, c: 17437467634291683664
a: 5810042408917326279, b: 3916655866421251102, c: 3575481307307067783
a: 1904948791859656175, b: 7759061410998680591, c: 4259939824441281179
a: 10859195402816077530, b: 11110167135900122803, c: 799834063644213569
a: 7785224410294386427, b: 8259235373480461254, c: 8489101166308415063
a: 4576399767177419265, b: 14444485750902670891, c: 5848767683632783444
a: 939172216990505656, b: 3465456153122359032, c: 15135545394247382304
a: 7413675256005020246, b: 9346415979062476276, c: 14584320166404969924
a: 12292429868060075069, b: 17184224342370183747, c: 10180917455337779285
a: 3886071839020087674, b: 3892488676897090090, c: 11247693312232720815
a: 8776360753176571716, b: 8239200447397437562, c: 14803831400606041941
a: 8414366039170485081, b: 659844672926971237, c: 15815657695520521331
a: 6865641973975127853, b: 9136788130304783492, c: 6363780290658136038
a: 16461820195717450227, b: 11698430391396258162, c: 18323722255216978600
a: 17056862175428694022, b: 14915021985887520398, c: 8835774748953890260
a: 5485298553345180540, b: 1038561174905741205, c: 7196588583897734906
a: 18171452337295258310, b: 17019435002108720783, c: 7807820437025543085
a: 6787577784460089691, b: 8312100511815824114, c: 17354550931212134215
a: 893100298986932206, b: 2995166503096779938, c: 1961025087517230018
a: 4727158407029746941, b: 14292047411665534373, c: 6392520698502563931
a: 16159195289244483157, b: 10620567293591745045, c: 16730846263747154780
a: 5155406532532733522, b: 12458459864791503362, c: 12096277765398544813
a: 2686985355886495042, b: 5672371747275757468, c: 9561470013962699929
a: 9263198132472926168, b: 11580151867102074336, c: 14969781698806659480
a: 17558912660353020442, b: 30054940361260210, c: 5188976347360667547
a: 5876127862592426269, b: 1564262264744117802, c: 7357636283798429648
a: 4991589726759211887, b: 8883846625274797164, c: 16515428135958469847
a: 14892445832812963311, b: 14599790396326664979, c: 10713375745923468877
a: 4676426835212520992, b: 3680242300140872608, c: 1828517613510833007
a: 16513880515221691381, b: 15810990249229172072, c: 6727170716970839325
a: 8792576915384262467, b: 2917165063165066354, c: 11283409435141162883
a: 15538000271516049606, b: 13857075535259079979, c: 16797771668562258772
a: 10996505212022620672, b: 1939318473471928915, c: 15299736535108552278
a: 15304886794571769769, b: 191240910047278507, c: 661333709383289151
a: 8674187277718162971, b: 13985420127042172732, c: 14605885054817908652
a: 12348827606056668410, b: 11003927655668248001, c: 3699987111199586127
a: 9723223014868469589, b: 795843823461112096, c: 14465440924379019513
a: 5926179480355295938, b: 16412268813237123885, c: 13471077644752707389
a: 8505525419512550393, b: 1361990642915678425, c: 5563898379550413681
a: 5061934625432907868, b: 2640263363198394210, c: 11987054568986690062
a: 7874121514674614893, b: 15427769148995904605, c: 18197850951551071051
a: 17513319854483018724, b: 2299108612715619618, c: 10513444512482239525
a: 6947162170251772835, b: 13726950813875716723, c: 16808232422575066425
a: 14855867611715893205, b: 16301249014513670424, c: 1672640034405098789
a: 14926762861292654672, b: 12313105244860291812, c: 11829620344777571728
a: 8793147223722362340, b: 9400593120456376616, c: 10537025445744475018
a: 5421154224920174525, b: 7694275967738837742, c: 16180487245113429576
a: 8345791965805777262, b: 12409524053092856912, c: 12719676157505268594
a: 11155062143679408939, b: 15944058588995133840, c: 4641647904653724146
a: 6128947121678030913, b: 14644230856599234616, c: 16403577269634487289
a: 17317263310216929711, b: 10187228755007478474, c: 1619032615257652764
a: 15063609367516297207, b: 3781083225936845712, c: 10492313344538291217
a: 10996752695275362290, b: 15227375716141014600, c: 1894064320360395392
a: 2873797160715382701, b: 1570040665902029288, c: 8570278218945160527
a: 13413018836624908456, b: 10893917511946772827, c: 15764781316970176916
a: 545360285921925834, b: 1013991814223964819, c: 3153403249226951535
a: 7084047050608565356, b: 18233403864499911075, c: 9498343570365817194
a: 6303690069443425659, b: 16765909076256029912, c: 11194336702079108294
a: 1621259001050165675, b: 6234588851365965009, c: 3087502895148474515
a: 15990998358271508417, b: 3313335204597992490, c: 3403657353254623500
a: 6929328700274696375, b: 6718024858120085163, c: 9168338570253128554
a: 6468058698774683354, b: 7704282547538921451, c: 7419040644626711400
a: 14489093261057984864, b: 817223234514326950, c: 14110864153968288063
a: 17142438963545462094, b: 1842289908489893320, c: 17033242708011852368
a: 9481675394923772616, b: 10562389911611330588, c: 2653845750880132281
a: 4615236189543924339, b: 15305797120817641462, c: 15667115331809688827
