a: 5293747048073912926, b: 14138482121004977114, c: 13889225702569707706
a: 6349180126581355812, b: 4192163680386355790, c: 3013016312154770338
a: 12200557023468417291, b: 14501489156632561646, c: 5290689266743765248
a: 23937546243146519, b: 16226992806030424900, c: 4178318816425477409
a: 2355039024055494173, b: 11984375509395329618, c: 11214979569526196100
a: 890252503320778886, b: 4247032568282526152, c: 14328554120454552416
a: 13645775260385657852, b: 8908672126162154806, c: 183497920048423550
a: 15325896698218469929, b: 3264348944584558113, c: 6439382429640905084
a: 17487174417508634716, b: 10504722519937386744, c: 12863609023299728772
a: 7074808233418071747, b: 8734962575863149791, c: 12521887734044264739
a: 497706664337400199, b: 11688900179085441745, c: 7279858496289172014
a: 7181561052482126423, b: 2680164429437423063, c: 9604339491047875719
a: 2368684998091418693, b: 429037218025790273, c: 6296767510004301581
a: 17975309480379536071, b: 1922547226764330073, c: 18311593059754869133
a: 1500326103366920775, b: 14858760260593508998, c: 2432583647478991857
a: 3144061279963652097, b: 6360583454733456437, c: 17166533018542616646
a: 18009238600904103343, b: 14612429451420817453, c: 13063273911566220005
a: 9740540050399739239, b: 7140637230905265593, c: 5589006563653136252
a: 5777842141805097195, b: 2822264926317949178, c: 12504251487887267918
a: 1704926087187868211, b: 5076607902399347777, c: 3145930943658696984
a: 6343417496620606940, b: 7086237179524949528, c: 13353400148622883677
a: 2152469160579359305, b: 4812134666742376556, c: 14730087024338391937
a: 1361706501685832621, b: 6296679061976272224, c: 4070671583521016460
a: 3370549394814763529, b: 4488151309013494832, c: 2286222448392523758
a: 11495217140541367849, b: 7202639644840559883, c: 11893815871238042978
a: 5993773108778235930, b: 11850741138201823027, c: 9257362729610784428
a: 6316859071620784282, b: 10277735327128091562, c: 14166200847540559617
a: 3931017311521816888, b: 7432066267768045492, c: 16551806104567679071
a: 1134559005788378244, b: 10565154584580825312, c: 15152539249893061261
a: 6244561751133750732, b: 585395862226521869, c: 16474425826436643826
a: 6997008090509670362, b: 14613672337350198232, c: 14132767420168119610
a: 6169395702290913447, b: 16349965086048147285, c: 13939554934410055164
a: 16012494216490070937, b: 2371969255512221010, c: 13453258807309376896
a: 1143862121395468699, b: 9548560793543294905, c: 8464595914205486919
a: 17682968603563978935, b: 4913574743948818753, c: 2142647366010759258
a: 9392341167090010880, b: 12737211931760478224, c: 11327459209270337088
a: 7149718917093673297, b: 10508264735407877918, c: 4738725130746400810
a: 69658995542675632, b: 4106246949336893318, c: 13885316257646022065
a: 9879954465903605367, b: 8671953683478428144, c: 6017388365255492061
a: 11244162583264354996, b: 18101334609750432336, c: 7846672282802338415
a: 7774871962527941638, b: 6819844895840992248, c: 9377198599409000069
a: 9864169683865309405, b: 16486973343072546830, c: 5736127241345589654
a: 3822799875278478009, b: 10579667496441105515, c: 16706964079616112289
a: 15686662165453318940, b: 18182859555360291051, c: 13335466282768318322
a: 9179173991566337833, b: 15641645237291188918, c: 8250735160446765615
a: 7987808600810860428, b: 4513731487084554006, c: 10996189962759957749
a: 13501353364463565567, b: 16504817004438206320, c: 10914958629597383767
a: 16834720465699439654, b: 12442428405724865099, c: 9493735961925098403
a: 13908223589718064668, b: 5787513181183042383, c: 15463307871433848470
a: 11616502631919297292, b: 736194767616118235, c: 14950243080133150544
a: 7667797890483975179, b: 5022357836142142761, c: 72750002547392251
a: 10394983495659803032, b: 15078488160726094432, c: 5396674926398678930
a: 10135245454656341872, b: 11142748750588972966, c: 10318394820640092701
a: 2258634873022428715, b: 16312076777011546573, c: 5391778160636070538
a: 8502805333735113878, b: 9595975433334983264, c: 2064906431503451869
a: 15911067530557903246, b: 9267341312919700188, c: 10534993570021100140
a: 7706997244095187355, b: 12388534227165099171, c: 16548418291527078424
a: 7025430664286490242, b: 12521059092495596678, c: 17087154494564224826
a: 13274889819420389951, b: 13214225118345364547, c: 10038836315489160450
a: 11997485312243382323, b: 6426375975599523186, c: 406978953326117083
a: 11992885909982709330, b: 5956923389367577660, c: 12019811768699273967
a: 15085339972131664122, b: 15719271112394822311, c: 15667445505285612178
a: 12750350230223658027, b: 1724604459297586154, c: 18046748902613544254
a: 11545665541903126328, b: 9223371526554023050, c: 6020278279247594139
a: 10278987053316654697, b: 6167297528265719670, c: 3644567452383807345
a: 15951271031387674511, b: 15734507302683046435, c: 2229229102058072541
a: 15414310112433906753, b: 12179707977516082902, c: 5864929067747564735
a: 12279716800590588461, b: 13391458017081629181, c: 5574307690894935866
a: 7580055432491455829, b: 14875901815465598596, c: 3638609814523433661
a: 14139127567310498428, b: 7468921638360669206, c: 11214820898027108584
a: 12592773941009067440, b: 3172963807470291178, c: 6381659992990494700
a: 3183800742061888609, b: 9622158190208379469, c: 5679866843481066965
